#   t     x    xteo    y     yteo      vx     vy     xerr      yerr
0   6.95162461185376e-310          0     0   0       36.2357754476674   93.2039085967226    6.95162461185376e-310        0
0.005   0.18104306096988          0.353288358083144     0.465557759154836   0.353175914312056       36.1814625293764   93.0192412689761    0.172245297113264        0.11238184484278
0.01   0.36181476091999          0.706047180879916     0.930192873827436   0.705597630542615       36.1272310193914   92.8348507345744    0.344232419959925        0.22459524328482
0.015   0.542315506586733          1.05827726209783     1.39390672694707   1.05726627914077       36.0730807956914   92.6507365786385    0.515961755511095        0.336640447806293
0.02   0.722545704096862          1.40997939425468     1.85670069937015   1.40818298886116       36.0190117364383   92.4668983869116    0.687433690157822        0.448517710508997
0.025   0.902505758968396          1.76115436868046     2.3185761698834   1.75834888676661       35.9650237199768   92.2833357457576    0.858648609712061        0.560227283116781
0.03   1.08219607611154          2.11180297551897     2.77953451520686   2.10776509823061       35.9111166248339   92.1000482421605    1.02960689940743        0.671769416976254
0.035   1.26161705982957          2.46192600372973     3.23957710999708   2.4564327469398       35.8572903297185   91.9170354637235    1.20030894390016        0.783144363057282
0.04   1.44076911381979          2.81152424108974     3.69870532685015   2.80435295489668       35.8035447135214   91.7342969986676    1.37075512726995        0.894352371953466
0.045   1.61965264117439          3.16059847419512     4.15692053630482   3.15152684242185       35.749879655315   91.5518324358312    1.54094583302073        1.00539369388296
0.05   1.79826804438138          3.50914948846309     4.61422410684555   3.49795552815683       35.6962950343529   91.3696413646689    1.71088144408172        1.11626857868872
0.055   1.97661572532549          3.85717806813357     5.07061740490565   3.84364012906633       35.6427907300696   91.1877233752508    1.88056234280808        1.22697727583932
0.06   2.15469608528909          4.20468499627097     5.52610179487029   4.1885817604409       35.5893666220806   91.0060780582614    2.04998891098189        1.3375200344294
0.065   2.33250952495305          4.5516710547661     5.9806786390796   4.53278153589948       35.5360225901814   90.8247050049987    2.21916152981305        1.44789710318012
0.07   2.51005644439769          4.89813702433768     6.43434929783173   4.87624056739173       35.482758514348   90.643603807373    2.38808057993999        1.55810873044
0.075   2.68733724310366          5.24408368453431     6.88711512938592   5.21895996520067       35.4295742747362   90.4627740579067    2.55674644143064        1.66815516418525
0.08   2.86435231995283          5.58951181373611     7.33897748996555   5.56094083794517       35.3764697516815   90.2822153497329    2.72515949378328        1.77803665202038
0.085   3.04110207322919          5.93442218915651     7.78993773376118   5.9021842925824       35.3234448256986   90.1019272765942    2.89332011592732        1.88775344117878
0.09   3.21758690061976          6.27881558684403     8.23999721293361   6.24269143441035       35.2704993774814   89.9219094328425    3.06122868622426        1.99730577852326
0.095   3.39380719921548          6.62269278168392     8.68915727761693   6.58246336707026       35.2176332879027   89.7421614134375    3.22888558246844        2.10669391054667
0.1   3.5697633655121          6.96605454740007     9.13741927592153   6.92150119254925       35.1648464380137   89.5626828139462    3.39629118188797        2.21591808337228
0.105   3.74545579541106          7.30890165655654     9.58478455393716   7.25980601118257       35.112138709044   89.3834732305414    3.56344586114548        2.32497854275459
0.11   3.92088488422041          7.6512348805595     10.0312544557359   7.5973789216563       35.0595099824012   89.2045322600018    3.73034999633909        2.43387553407965
0.115   4.09605102665566          7.99305498965885     10.4768303233754   7.93422102100969       35.0069601396706   89.02585949971    3.89700396300319        2.54260930236572
0.12   4.27095461684072          8.33436275294994     10.9215134969015   8.27033340463763       34.9544890626151   88.8474545476521    4.06340813610923        2.65118009226389
0.125   4.44559604830872          8.67515893837544     11.3653053143517   8.60571716629326       34.9020966331747   88.6693170024171    4.22956289006672        2.75958814805841
