#   t     x    xteo    y     yteo      vx     vy     xerr      yerr
0   6.95162461185376e-310          0     0   0       82.5335614909678   56.4642473395035    6.95162461185376e-310        0
0.005   0.412358461229853          0.353288358083144     0.281997157764929   0.353175914312056       82.4098539525989   56.3346481921741    0.0590701031467089        0.0711787565471267
0.01   0.824098848439358          0.706047180879916     0.563346805547203   0.705597630542615       82.286331836436   56.2052432978394    0.118051667559442        0.142250824995413
0.015   1.23522208804456          1.05827726209783     0.84404991388371   1.05726627914077       82.1629948645544   56.0760323653384    0.176944825946731        0.213216365257062
0.02   1.64572910507292          1.40997939425468     1.12410745185663   1.40818298886116       82.039842759446   55.9470151039465    0.235749710818236        0.284075537004529
0.025   2.0556208231654          1.76115436868046     1.40352038709559   1.75834888676661       81.9168752440182   55.8181912233748    0.294466454484944        0.354828499671021
0.03   2.46489816457854          2.11180297551897     1.6822896857799   2.10776509823061       81.7940920415943   55.6895604337695    0.353095189059571        0.425475412450709
0.035   2.87356205018653          2.46192600372973     1.96041631264064   2.4564327469398       81.6714928759119   55.5611224457113    0.411636046456805        0.496016434299158
0.04   3.28161339948328          2.81152424108974     2.23790123096291   2.80435295489668       81.5490774711229   55.4328769702146    0.470089158393547        0.566451723933772
0.045   3.68905313058451          3.16059847419512     2.51474540258796   3.15152684242185       81.4268455517925   55.3048237187271    0.528454656389386        0.636781439833896
0.05   4.09588216022977          3.50914948846309     2.79094978791535   3.49795552815683       81.304796842899   55.1769624031289    0.586732671766676        0.707005740241482
0.055   4.50210140378456          3.85717806813357     3.06651534590512   3.84364012906633       81.1829310698325   55.049292735732    0.644923335650993        0.777124783161209
0.06   4.90771177524235          4.20468499627097     3.34144303407997   4.1885817604409       81.0612479583952   54.9218144292795    0.703026778971372        0.847138726360924
0.065   5.31271418722663          4.5516710547661     3.61573380852737   4.53278153589948       80.9397472347999   54.7945271969453    0.761043132460533        0.917047727372105
0.07   5.71710955099302          4.89813702433768     3.88938862390174   4.87624056739173       80.81842862567   54.667430752333    0.818972526655335        0.986851943489982
0.075   6.12089877643124          5.24408368453431     4.1624084334266   5.21895996520067       80.6972918580385   54.5405248094756    0.876815091896937        1.05655153177407
0.08   6.52408277206724          5.58951181373611     4.4347941888967   5.56094083794517       80.5763366593477   54.4138090828346    0.934570958331131        1.12614664904848
0.085   6.92666244506515          5.93442218915651     4.70654684068015   5.9021842925824       80.4555627574483   54.2872832872995    0.99224025590864        1.19563745190226
0.09   7.32863870122943          6.27881558684403     4.9776673377206   6.24269143441035       80.334969880599   54.1609471381874    1.0498231143854        1.26502409668975
0.095   7.73001244500681          6.62269278168392     5.24815662753936   6.58246336707026       80.2145577574658   54.0348003512418    1.10731966332289        1.3343067395309
0.1   8.13078457948838          6.96605454740007     5.5180156562375   6.92150119254925       80.0943261171213   53.9088426426323    1.16473003208831        1.40348553631175
0.105   8.53095600641163          7.30890165655654     5.78724536849801   7.25980601118257       79.9742746890443   53.7830737289542    1.22205434985509        1.47256064268456
0.11   8.93052762616243          7.6512348805595     6.05584670758793   7.5973789216563       79.8544032031192   53.6574933272272    1.27929274560293        1.54153221406837
0.115   9.32950033777709          7.99305498965885     6.32382061536043   7.93422102100969       79.7347113896348   53.5321011548955    1.33644534811824        1.61040040564926
0.12   9.72787503894437          8.33436275294994     6.59116803225699   8.27033340463763       79.6151989792846   53.4068969298265    1.39351228599443        1.67916537238064
0.125   10.1256526260075          8.67515893837544     6.85788989730948   8.60571716629326       79.4958657031657   53.2818803703107    1.4504936876321        1.74782726898378
0.13   10.5228339939663          9.01544431272689     7.12398714814227   8.94037339809022       79.376711292778   53.1570511950609    1.50738968123942        1.81638624994795
0.135   10.919420036479          9.35521964164651     7.38946072097433   9.27430319050521       79.2577354800243   53.0324091232113    1.56420039483244        1.88484246953088
0.14   11.3154116458642          9.69448568962896     7.65431155062139   9.60750763238051       79.1389379972087   52.9079538743172    1.62092595623525        1.95319608175911
0.145   11.7108097131034          10.0332432200229     7.918540570498   9.93998781092625       79.0203185770369   52.7836851683542    1.67756649308043        2.02144724042825
0.15   12.1056151278423          10.3714929950331     8.18214871261961   10.2717448117231       78.9018769526152   52.6596027257177    1.73412213280919        2.08959609910348
0.155   12.4998287783933          10.7092357757215     8.44513690760473   10.6027797187245       78.7836128574499   52.5357062672222    1.79059300267171        2.15764281111979
0.16   12.8934515517372          11.0464723220097     8.70750608467696   10.9330936142592       78.6655260254467   52.4119955141005    1.84697922972752        2.22558752958223
