#   r    ph     vph    
3.585  1537.13065441257     6306.94651681064
3.59  1569.0593066136     6468.55816844245
3.595  1601.8080915636     6635.12777847198
3.6  1635.4022312787     6806.83297674771
3.605  1669.86785365266     6983.85868521459
3.61  1705.23202973826     7166.39745586455
3.615  1741.52281276082     7354.64982615927
3.62  1778.76927895373     7548.82469292335
3.625  1817.00157031072     7749.13970576826
3.63  1856.25093935552     7955.82168117433
3.635  1896.54979603482     8169.10703842915
3.64  1937.93175684718     8389.24225869729
3.645  1980.4316963266     8616.48436857734
3.65  2024.08580100681     8851.10144958965
3.655  2068.9316259997     9093.37317513152
3.66  2115.00815432901     9343.591376536
3.665  2162.35585916925     9602.06063997765
3.67  2211.01676914841     9869.09893608321
3.675  2261.03453688285     10145.0382842272
3.68  2312.45451092298     10430.2254536246
3.685  2365.32381129902     10725.0227034732
3.69  2419.69140886803     11029.80856455
3.695  2475.60820867572     11344.9786648276
3.7  2533.12713755963     11670.9466018511
3.705  2592.30323623478     12008.1448648035
3.71  2653.19375611757     12357.0258093881
3.715  2715.85826116039     12718.0626888712
3.72  2780.35873498614     13091.7507448644
3.725  2846.75969363083     13478.6083616708
3.73  2915.12830422187     13879.1782882914
3.735  2985.53450994103     14294.0289324773
3.74  3058.05116164366     14723.755731523
3.745  3132.75415653001     15168.9826048335
3.75  3209.7225842907     15630.3634936599
3.755  3289.03888117603     16108.5839937878
3.76  3370.78899246904     16604.3630873835
3.765  3455.06254387416     17118.4549806592
3.77  3541.9530223679     17651.6510545076
3.775  3631.55796709497     18204.7819357863
3.78  3723.97917093305     18778.7196975067
3.785  3819.32289339232     19374.3801968008
3.79  3917.70008556153     19992.725560209
3.795  4019.22662786221     20634.7668265587
3.8  4124.02358142574     21301.566758487
3.805  4232.21745396513     21994.2428345149
3.81  4343.94048107547     22713.9704344981
3.815  4459.3309239633     23461.9862322842
3.82  4578.53338467697     24239.5918104892
3.825  4701.69913998763     25048.1575134826
3.83  4828.98649515368     25889.1265559544
3.835  4960.56115889215     26764.0194058224
3.84  5096.59664097763     27674.4384617532
3.845  5237.27467399481     28622.0730472145
3.85  5382.78566088461     29608.7047447651
3.855  5533.32915004706     30636.2130962376
3.86  5689.11433989756     31706.5816965967
3.865  5850.36061491767     32821.9047115662
3.87  6017.29811539798     33984.3938516491
3.875  6190.16834324065     35196.3858379202
3.88  6369.22480637313     36460.3503979819
3.885  6554.73370452459     37778.8988337684
3.89  6746.97465933366     39154.7932064785
3.895  6946.24149199212     40590.9561878601
3.9  7152.84305188541     42090.4816313762
3.905  7367.10409997006     43656.645921512
3.91  7589.36625093206     45292.9201646546
3.915  7819.98897850072     47002.9832906657
3.92  8059.35068865338     48790.7361404954
3.925  8307.8498658398     50660.3166220425
3.93  8565.90629778366     52616.1160239916
3.935  8833.96238488794     54662.7965856413
3.94  9112.48454078235     56805.3104298541
3.945  9401.96469111121     59048.9199762999
3.95  9702.92187827269     61399.2199632363
3.955  10015.9039804906     63862.1612182762
3.96  10341.4895543354     66444.0763320762
3.965  10680.2898106151     69151.7074037713
3.97  11032.9507344434     71992.2360434451
3.975  11400.1553612585     74973.3158351439
3.98  11782.6262216363     78103.1074841208
3.985  12181.127968912     81390.3168943491
3.99  12596.4702049124     84844.2364471492
3.995  13029.5105205259     88474.7897792988
4  13481.1577693983     92292.5803895838
4.005  13952.3755947717     96308.9444367569
4.01  14444.1862313888     100536.008129722
4.015  14957.6746064904     104986.750152928
4.02  15493.9927662623     109675.069616964
4.025  16054.3646566626     114615.86007681
4.03  16640.0912904164     119825.090218789
4.035  17252.5563351228     125319.891882802
4.04  17893.2321609343     131118.656159715
4.045  18563.6863901593     137241.138385942
4.05  19265.5889954745     143708.57294934
4.055  20000.7199982504     150543.798923943
4.06  20770.9778238599     157771.397667197
4.065  21578.388376824     165417.843644082
4.07  22425.1149053201     173511.669889578
4.075  23313.4687320376     182083.649686867
4.08  24245.9209366992     191166.996225805
4.085  25225.1150848967     200797.582217686
4.09  26253.881108344     211014.181681553
4.095  27335.2504533776     221858.736388171
4.1  28472.4726276981     233376.649754939
4.105  29669.0332901516     245617.111333664
4.11  30928.674045009     258633.455429404
4.115  32255.4141209695     272483.557839589
4.12  33653.5741362959     287230.275216544
4.125  35127.802175407     302941.932142946
4.13  36683.1024293038     319692.861679744
4.135  38324.8666828402     337564.005912702
4.14  40058.9089665808     356643.58390202
4.145  41891.5037304219     377027.835447372
4.15  43829.4279409835     398821.850238761
4.155  45880.0075558201     422140.493296378
4.16  48051.1688856832     447109.439138789
4.165  50351.4954225078     473866.32889213
4.17  52790.2907867522     502562.066603363
4.175  55377.6485347126     533362.273395384
4.18  58124.5296661975     566448.920856566
4.185  61042.8487875533     602022.168258734
4.19  64145.5700168957     640302.431924291
4.195  67446.8138703743     681532.719409458
4.2  70961.97654374     725981.266248507
4.205  74707.8632063838     773944.51894796
4.21  78702.8371600716     825750.514891028
4.215  82966.9869874209     881762.718004978
4.22  87522.3141324002     942384.378690857
4.225  92392.9437247319     1008063.4978981
4.23  97605.3618915212     1079298.48868704
4.235  103188.683304101     1156644.64457445
4.24  109174.953299603     1240721.54290439
4.245  115599.489611614     1332221.53404356
4.25  122501.269562193     1431919.49411823
4.255  129923.369532621     1540684.05121002
4.26  137913.464671483     1659490.53354402
4.265  146524.398151524     1789435.93463222
4.27  155814.830894285     1931756.24630723
4.275  165849.984596588     2087846.57824183
4.28  176702.493180229     2259284.56456873
4.285  188453.380525478     2447857.6579285
4.29  201193.185638349     2655595.03286079
4.295  215023.260363018     2884804.96916909
4.3  230057.269535292     3138118.76836377
4.305  246422.929269333     3418542.48091955
4.31  264264.026113717     3729517.99954707
4.315  283742.768400518     4074995.41759971
4.32  305042.531615753     4459518.97957565
4.325  328371.072513353     4888329.48489886
4.33  353964.302577895     5367486.67580715
4.335  382090.731078895     5904015.98293588
4.34  413056.71233208     6506085.06722219
4.345  447212.662152652     7183216.9484936
4.35  484960.446483731     7946548.23439533
4.355  526762.192929599     8809143.17048348
4.36  573150.836185891     9786377.07287471
4.365  624742.784770186     10896406.3789058
4.37  682253.193810413     12160747.3282065
4.375  746514.453306942     13604991.5312823
4.38  818498.661739559     15259694.8924005
4.385  899345.062548492     17161487.2104827
4.39  990393.691296106     19354464.2281368
4.395  1093226.83519053     21891943.2459228
4.4  1209720.37286816     24838689.5039937
4.405  1342107.68056225     28273755.9522918
4.41  1493059.61620804     32294127.4808621
4.415  1665785.203013     37019427.4752452
4.42  1864159.13793037     42598037.3983817
4.425  2092884.30433608     49215110.2489513
4.43  2357700.29665437     57103142.8643071
4.435  2665652.89432091     66556035.0087823
4.44  3025444.93315637     77947942.6060812
4.445  3447896.82668647     91758785.7960914
4.45  3946556.15922759     108609088.651076
4.455  4538511.93610227     129308045.847038
4.46  5245492.74584704     154920554.201478
4.465  6095363.19081156     186861771.972001
4.47  7124185.70530026     227032163.907574
4.475  8379095.34666044     278012936.30354
4.48  9922359.78357444     343352931.698344
4.485  11837193.0281843     427996329.955985
4.49  14236206.34243     538931016.030845
4.495  17273894.8085617     686189516.591344
4.5  21165418.7360354     884425254.257771
