#   t   x   y   z     
0   1    2   3
0.59   1.58978322015821    2.59021677984297   4.52809999999996
0.595   1.59478138304091    2.59521861696028   4.54402499999996
0.6   1.59977954592361    2.60022045407759   4.55999999999996
0.605   1.6047777088063    2.60522229119491   4.57602499999996
0.61   1.609775871689    2.61022412831222   4.59209999999996
0.615   1.6147740345717    2.61522596542953   4.60822499999996
0.62   1.61977219745439    2.62022780254685   4.62439999999996
0.625   1.62477036033709    2.62522963966416   4.64062499999996
0.63   1.62976852321979    2.63023147678147   4.65689999999996
0.635   1.63476668610248    2.63523331389879   4.67322499999996
0.64   1.63976484898518    2.6402351510161   4.68959999999996
0.645   1.64476301186788    2.64523698813341   4.70602499999996
0.65   1.64976117475057    2.65023882525073   4.72249999999995
0.655   1.65475933763327    2.65524066236804   4.73902499999995
0.66   1.65975750051597    2.66024249948535   4.75559999999995
0.665   1.66475566339866    2.66524433660267   4.77222499999995
0.67   1.66975382628136    2.67024617371998   4.78889999999995
0.675   1.67475198916406    2.67524801083729   4.80562499999995
0.68   1.67975015204675    2.68024984795461   4.82239999999995
0.685   1.68474831492945    2.68525168507192   4.83922499999995
0.69   1.68974647781215    2.69025352218923   4.85609999999995
0.695   1.69474464069484    2.69525535930655   4.87302499999995
0.7   1.69974280357754    2.70025719642386   4.88999999999995
0.705   1.70474096646024    2.70525903354117   4.90702499999995
0.71   1.70973912934293    2.71026087065849   4.92409999999995
0.715   1.71473729222563    2.7152627077758   4.94122499999995
0.72   1.71973545510833    2.72026454489311   4.95839999999994
0.725   1.72473361799102    2.72526638201043   4.97562499999994
0.73   1.72973178087372    2.73026821912774   4.99289999999994
0.735   1.73472994375642    2.73527005624505   5.01022499999994
0.74   1.73972810663911    2.74027189336237   5.02759999999994
0.745   1.74472626952181    2.74527373047968   5.04502499999994
0.75   1.74972443240451    2.75027556759699   5.06249999999994
0.755   1.7547225952872    2.75527740471431   5.08002499999994
0.76   1.7597207581699    2.76027924183162   5.09759999999994
0.765   1.7647189210526    2.76528107894893   5.11522499999994
0.77   1.7697170839353    2.77028291606624   5.13289999999994
0.775   1.77471524681799    2.77528475318356   5.15062499999993
0.78   1.77971340970069    2.78028659030087   5.16839999999993
0.785   1.78471157258339    2.78528842741818   5.18622499999993
0.79   1.78970973546608    2.7902902645355   5.20409999999993
0.795   1.79470789834878    2.79529210165281   5.22202499999993
0.8   1.79970606123148    2.80029393877012   5.23999999999993
0.805   1.80470422411417    2.80529577588744   5.25802499999993
0.81   1.80970238699687    2.81029761300475   5.27609999999993
0.815   1.81470054987957    2.81529945012206   5.29422499999993
0.82   1.81969871276226    2.82030128723938   5.31239999999993
0.825   1.82469687564496    2.82530312435669   5.33062499999992
0.83   1.82969503852766    2.830304961474   5.34889999999992
0.835   1.83469320141035    2.83530679859132   5.36722499999992
0.84   1.83969136429305    2.84030863570863   5.38559999999992
0.845   1.84468952717575    2.84531047282594   5.40402499999992
0.85   1.84968769005844    2.85031230994326   5.42249999999992
0.855   1.85468585294114    2.85531414706057   5.44102499999992
0.86   1.85968401582384    2.86031598417788   5.45959999999992
0.865   1.86468217870653    2.8653178212952   5.47822499999992
0.87   1.86968034158923    2.87031965841251   5.49689999999992
0.875   1.87467850447193    2.87532149552982   5.51562499999992
0.88   1.87967666735462    2.88032333264714   5.53439999999992
0.885   1.88467483023732    2.88532516976445   5.55322499999992
0.89   1.88967299312002    2.89032700688176   5.57209999999991
0.895   1.89467115600271    2.89532884399908   5.59102499999991
0.9   1.89966931888541    2.90033068111639   5.60999999999991
0.905   1.90466748176811    2.9053325182337   5.62902499999991
0.91   1.9096656446508    2.91033435535102   5.64809999999991
0.915   1.9146638075335    2.91533619246833   5.66722499999991
0.92   1.9196619704162    2.92033802958564   5.68639999999991
0.925   1.92466013329889    2.92533986670296   5.70562499999991
0.93   1.92965829618159    2.93034170382027   5.72489999999991
0.935   1.93465645906429    2.93534354093758   5.7442249999999
0.94   1.93965462194698    2.9403453780549   5.7635999999999
0.945   1.94465278482968    2.94534721517221   5.7830249999999
0.95   1.94965094771238    2.95034905228952   5.8024999999999
0.955   1.95464911059507    2.95535088940684   5.8220249999999
0.96   1.95964727347777    2.96035272652415   5.8415999999999
0.965   1.96464543636047    2.96535456364146   5.8612249999999
0.97   1.96964359924316    2.97035640075878   5.8808999999999
0.975   1.97464176212586    2.97535823787609   5.9006249999999
0.98   1.97963992500856    2.9803600749934   5.9203999999999
0.985   1.98463808789125    2.98536191211072   5.94022499999989
0.99   1.98963625077395    2.99036374922803   5.96009999999989
0.995   1.99463441365665    2.99536558634534   5.98002499999989
1   1.99963257653934    3.00036742346266   5.99999999999989
1.005   2.00463073942203    3.00536926057997   6.02002499999989
1.01   2.00962890230472    3.01037109769728   6.04009999999989
1.015   2.0146270651874    3.0153729348146   6.06022499999989
1.02   2.01962522807009    3.02037477193191   6.08039999999989
1.025   2.02462339095277    3.02537660904922   6.10062499999989
1.03   2.02962155383546    3.03037844616654   6.12089999999989
1.035   2.03461971671814    3.03538028328385   6.14122499999989
1.04   2.03961787960083    3.04038212040116   6.16159999999989
1.045   2.04461604248352    3.04538395751848   6.18202499999989
1.05   2.0496142053662    3.05038579463579   6.20249999999989
1.055   2.05461236824889    3.0553876317531   6.22302499999989
1.06   2.05961053113157    3.06038946887042   6.24359999999989
1.065   2.06460869401426    3.06539130598773   6.26422499999989
1.07   2.06960685689694    3.07039314310504   6.28489999999989
1.075   2.07460501977963    3.07539498022236   6.30562499999989
1.08   2.07960318266232    3.08039681733967   6.32639999999989
1.085   2.084601345545    3.08539865445698   6.34722499999989
1.09   2.08959950842769    3.09040049157429   6.36809999999989
1.095   2.09459767131037    3.09540232869161   6.38902499999989
1.1   2.09959583419306    3.10040416580892   6.40999999999989
1.105   2.10459399707574    3.10540600292623   6.43102499999989
1.11   2.10959215995843    3.11040784004355   6.45209999999989
1.115   2.11459032284111    3.11540967716086   6.47322499999989
1.12   2.1195884857238    3.12041151427817   6.49439999999989
1.125   2.12458664860649    3.12541335139549   6.5156249999999
1.13   2.12958481148917    3.1304151885128   6.5368999999999
1.135   2.13458297437186    3.13541702563011   6.5582249999999
1.14   2.13958113725454    3.14041886274743   6.5795999999999
1.145   2.14457930013723    3.14542069986474   6.6010249999999
1.15   2.14957746301991    3.15042253698205   6.62249999999991
1.155   2.1545756259026    3.15542437409937   6.64402499999991
1.16   2.15957378878529    3.16042621121668   6.66559999999991
1.165   2.16457195166797    3.16542804833399   6.68722499999991
1.17   2.16957011455066    3.17042988545131   6.70889999999991
1.175   2.17456827743334    3.17543172256862   6.73062499999992
1.18   2.17956644031603    3.18043355968593   6.75239999999992
1.185   2.18456460319871    3.18543539680325   6.77422499999992
1.19   2.1895627660814    3.19043723392056   6.79609999999993
1.195   2.19456092896408    3.19543907103787   6.81802499999993
1.2   2.19955909184677    3.20044090815519   6.83999999999993
1.205   2.20455725472946    3.2054427452725   6.86202499999994
1.21   2.20955541761214    3.21044458238981   6.88409999999994
1.215   2.21455358049483    3.21544641950713   6.90622499999994
1.22   2.21955174337751    3.22044825662444   6.92839999999994
1.225   2.2245499062602    3.22545009374175   6.95062499999995
1.23   2.22954806914288    3.23045193085907   6.97289999999995
1.235   2.23454623202557    3.23545376797638   6.99522499999996
1.24   2.23954439490825    3.24045560509369   7.01759999999996
1.245   2.24454255779094    3.24545744221101   7.04002499999996
1.25   2.24954072067363    3.25045927932832   7.06249999999997
1.255   2.25453888355631    3.25546111644563   7.08502499999997
1.26   2.259537046439    3.26046295356295   7.10759999999998
1.265   2.26453520932168    3.26546479068026   7.13022499999998
1.27   2.26953337220437    3.27046662779757   7.15289999999998
1.275   2.27453153508705    3.27546846491489   7.17562499999999
1.28   2.27952969796974    3.2804703020322   7.19839999999999
1.285   2.28452786085243    3.28547213914951   7.221225
1.29   2.28952602373511    3.29047397626683   7.2441
1.295   2.2945241866178    3.29547581338414   7.26702500000001
1.3   2.29952234950048    3.30047765050145   7.29000000000002
1.305   2.30452051238317    3.30547948761877   7.31302500000002
1.31   2.30951867526585    3.31048132473608   7.33610000000003
1.315   2.31451683814854    3.31548316185339   7.35922500000003
1.32   2.31951500103122    3.32048499897071   7.38240000000004
1.325   2.32451316391391    3.32548683608802   7.40562500000004
1.33   2.3295113267966    3.33048867320533   7.42890000000005
1.335   2.33450948967928    3.33549051032265   7.45222500000005
1.34   2.33950765256197    3.34049234743996   7.47560000000006
1.345   2.34450581544465    3.34549418455727   7.49902500000007
1.35   2.34950397832734    3.35049602167459   7.52250000000007
1.355   2.35450214121002    3.3554978587919   7.54602500000008
1.36   2.35950030409271    3.36049969590921   7.56960000000009
1.365   2.3644984669754    3.36550153302653   7.59322500000009
1.37   2.36949662985808    3.37050337014384   7.6169000000001
1.375   2.37449479274077    3.37550520726115   7.6406250000001
1.38   2.37949295562345    3.38050704437847   7.66440000000011
1.385   2.38449111850614    3.38550888149578   7.68822500000012
1.39   2.38948928138882    3.39051071861309   7.71210000000013
1.395   2.39448744427151    3.3955125557304   7.73602500000013
1.4   2.39948560715419    3.40051439284772   7.76000000000014
1.405   2.40448377003688    3.40551622996503   7.78402500000015
1.41   2.40948193291957    3.41051806708234   7.80810000000016
1.415   2.41448009580225    3.41551990419966   7.83222500000016
1.42   2.41947825868494    3.42052174131697   7.85640000000017
1.425   2.42447642156762    3.42552357843428   7.88062500000018
1.43   2.42947458445031    3.4305254155516   7.90490000000019
1.435   2.43447274733299    3.43552725266891   7.92922500000019
1.44   2.43947091021568    3.44052908978622   7.9536000000002
1.445   2.44446907309837    3.44553092690354   7.97802500000021
1.45   2.44946723598105    3.45053276402085   8.00250000000022
1.455   2.45446539886374    3.45553460113816   8.02702500000023
1.46   2.45946356174642    3.46053643825548   8.05160000000024
1.465   2.46446172462911    3.46553827537279   8.07622500000025
1.47   2.46945988751179    3.4705401124901   8.10090000000026
1.475   2.47445805039448    3.47554194960742   8.12562500000026
1.48   2.47945621327716    3.48054378672473   8.15040000000027
1.485   2.48445437615985    3.48554562384204   8.17522500000028
1.49   2.48945253904254    3.49054746095936   8.20010000000029
1.495   2.49445070192522    3.49554929807667   8.2250250000003
1.5   2.49944886480791    3.50055113519398   8.25000000000031
1.505   2.50444702769059    3.5055529723113   8.27502500000032
1.51   2.50944519057328    3.51055480942861   8.30010000000033
1.515   2.51444335345596    3.51555664654592   8.32522500000034
1.52   2.51944151633865    3.52055848366324   8.35040000000035
1.525   2.52443967922134    3.52556032078055   8.37562500000036
1.53   2.52943784210402    3.53056215789786   8.40090000000037
1.535   2.53443600498671    3.53556399501518   8.42622500000038
1.54   2.53943416786939    3.54056583213249   8.45160000000039
1.545   2.54443233075208    3.5455676692498   8.4770250000004
1.55   2.54943049363476    3.55056950636712   8.50250000000041
1.555   2.55442865651745    3.55557134348443   8.52802500000042
1.56   2.55942681940013    3.56057318060174   8.55360000000043
1.565   2.56442498228282    3.56557501771906   8.57922500000044
1.57   2.56942314516551    3.57057685483637   8.60490000000045
1.575   2.57442130804819    3.57557869195368   8.63062500000046
1.58   2.57941947093088    3.580580529071   8.65640000000048
1.585   2.58441763381356    3.58558236618831   8.68222500000048
1.59   2.58941579669625    3.59058420330562   8.7081000000005
1.595   2.59441395957893    3.59558604042294   8.73402500000051
1.6   2.59941212246162    3.60058787754025   8.76000000000052
1.605   2.60441028534431    3.60558971465756   8.78602500000053
1.61   2.60940844822699    3.61059155177488   8.81210000000054
1.615   2.61440661110968    3.61559338889219   8.83822500000056
1.62   2.61940477399236    3.6205952260095   8.86440000000056
1.625   2.62440293687505    3.62559706312682   8.89062500000058
1.63   2.62940109975773    3.63059890024413   8.91690000000059
1.635   2.63439926264042    3.63560073736144   8.9432250000006
1.64   2.6393974255231    3.64060257447876   8.96960000000062
1.645   2.64439558840579    3.64560441159607   8.99602500000062
1.65   2.64939375128848    3.65060624871338   9.02250000000064
1.655   2.65439191417116    3.6556080858307   9.04902500000065
1.66   2.65939007705385    3.66060992294801   9.07560000000067
1.665   2.66438823993653    3.66561176006532   9.10222500000068
1.67   2.66938640281922    3.67061359718264   9.12890000000069
1.675   2.6743845657019    3.67561543429995   9.15562500000071
1.68   2.67938272858459    3.68061727141726   9.18240000000072
1.685   2.68438089146728    3.68561910853458   9.20922500000073
1.69   2.68937905434996    3.69062094565189   9.23610000000074
1.695   2.69437721723265    3.6956227827692   9.26302500000076
1.7   2.69937538011533    3.70062461988651   9.29000000000077
1.705   2.70437354299802    3.70562645700383   9.31702500000078
1.71   2.7093717058807    3.71062829412114   9.3441000000008
1.715   2.71436986876339    3.71563013123845   9.37122500000081
1.72   2.71936803164607    3.72063196835577   9.39840000000083
1.725   2.72436619452876    3.72563380547308   9.42562500000084
1.73   2.72936435741145    3.73063564259039   9.45290000000086
1.735   2.73436252029413    3.73563747970771   9.48022500000087
1.74   2.73936068317682    3.74063931682502   9.50760000000088
1.745   2.7443588460595    3.74564115394233   9.5350250000009
1.75   2.74935700894219    3.75064299105965   9.56250000000091
1.755   2.75435517182487    3.75564482817696   9.59002500000093
1.76   2.75935333470756    3.76064666529427   9.61760000000094
1.765   2.76435149759025    3.76564850241159   9.64522500000096
1.77   2.76934966047293    3.7706503395289   9.67290000000097
1.775   2.77434782335562    3.77565217664621   9.70062500000099
1.78   2.7793459862383    3.78065401376353   9.728400000001
1.785   2.78434414912099    3.78565585088084   9.75622500000102
1.79   2.78934231200367    3.79065768799815   9.78410000000104
1.795   2.79434047488636    3.79565952511547   9.81202500000105
1.8   2.79933863776904    3.80066136223278   9.84000000000107
1.805   2.80433680065173    3.80566319935009   9.86802500000108
1.81   2.80933496353442    3.81066503646741   9.8961000000011
1.815   2.8143331264171    3.81566687358472   9.92422500000112
1.82   2.81933128929979    3.82066871070203   9.95240000000113
1.825   2.82432945218247    3.82567054781935   9.98062500000115
1.83   2.82932761506516    3.83067238493666   10.0089000000012
1.835   2.83432577794784    3.83567422205397   10.0372250000012
1.84   2.83932394083053    3.84067605917129   10.0656000000012
1.845   2.84432210371321    3.8456778962886   10.0940250000012
1.85   2.8493202665959    3.85067973340591   10.1225000000012
1.855   2.85431842947859    3.85568157052323   10.1510250000012
1.86   2.85931659236127    3.86068340764054   10.1796000000013
1.865   2.86431475524396    3.86568524475785   10.2082250000013
1.87   2.86931291812664    3.87068708187517   10.2369000000013
1.875   2.87431108100933    3.87568891899248   10.2656250000013
1.88   2.87930924389201    3.88069075610979   10.2944000000013
1.885   2.8843074067747    3.88569259322711   10.3232250000014
1.89   2.88930556965739    3.89069443034442   10.3521000000014
1.895   2.89430373254007    3.89569626746173   10.3810250000014
1.9   2.89930189542276    3.90069810457905   10.4100000000014
1.905   2.90430005830544    3.90569994169636   10.4390250000014
1.91   2.90929822118813    3.91070177881367   10.4681000000014
1.915   2.91429638407081    3.91570361593099   10.4972250000015
1.92   2.9192945469535    3.9207054530483   10.5264000000015
1.925   2.92429270983618    3.92570729016561   10.5556250000015
1.93   2.92929087271887    3.93070912728293   10.5849000000015
1.935   2.93428903560156    3.93571096440024   10.6142250000015
1.94   2.93928719848424    3.94071280151755   10.6436000000015
1.945   2.94428536136693    3.94571463863487   10.6730250000016
1.95   2.94928352424961    3.95071647575218   10.7025000000016
1.955   2.9542816871323    3.95571831286949   10.7320250000016
1.96   2.95927985001498    3.96072014998681   10.7616000000016
1.965   2.96427801289767    3.96572198710412   10.7912250000016
1.97   2.96927617578036    3.97072382422143   10.8209000000017
1.975   2.97427433866304    3.97572566133875   10.8506250000017
1.98   2.97927250154573    3.98072749845606   10.8804000000017
1.985   2.98427066442841    3.98572933557337   10.9102250000017
1.99   2.9892688273111    3.99073117269069   10.9401000000017
1.995   2.99426699019378    3.995733009808   10.9700250000018
2   2.99926515307647    4.00073484692531   11.0000000000018
2.005   3.00426331595915    4.0057366840426   11.0300250000018
2.01   3.00926147884184    4.01073852115989   11.0601000000018
2.015   3.01425964172453    4.01574035827718   11.0902250000018
2.02   3.01925780460721    4.02074219539447   11.1204000000019
2.025   3.0242559674899    4.02574403251176   11.1506250000019
2.03   3.02925413037258    4.03074586962905   11.1809000000019
2.035   3.03425229325527    4.03574770674635   11.2112250000019
2.04   3.03925045613795    4.04074954386364   11.2416000000019
2.045   3.04424861902064    4.04575138098093   11.272025000002
2.05   3.04924678190333    4.05075321809822   11.302500000002
2.055   3.05424494478601    4.05575505521551   11.333025000002
2.06   3.0592431076687    4.0607568923328   11.363600000002
2.065   3.06424127055138    4.06575872945009   11.3942250000021
2.07   3.06923943343407    4.07076056656738   11.4249000000021
2.075   3.07423759631675    4.07576240368467   11.4556250000021
2.08   3.07923575919944    4.08076424080197   11.4864000000021
2.085   3.08423392208212    4.08576607791926   11.5172250000021
2.09   3.08923208496481    4.09076791503655   11.5481000000022
2.095   3.0942302478475    4.09576975215384   11.5790250000022
2.1   3.09922841073018    4.10077158927113   11.6100000000022
2.105   3.10422657361287    4.10577342638842   11.6410250000022
2.11   3.10922473649555    4.11077526350571   11.6721000000022
2.115   3.11422289937824    4.115777100623   11.7032250000023
2.12   3.11922106226092    4.12077893774029   11.7344000000023
2.125   3.12421922514361    4.12578077485758   11.7656250000023
2.13   3.1292173880263    4.13078261197488   11.7969000000023
2.135   3.13421555090898    4.13578444909217   11.8282250000024
2.14   3.13921371379167    4.14078628620946   11.8596000000024
2.145   3.14421187667435    4.14578812332675   11.8910250000024
2.15   3.14921003955704    4.15078996044404   11.9225000000024
2.155   3.15420820243972    4.15579179756133   11.9540250000025
2.16   3.15920636532241    4.16079363467862   11.9856000000025
2.165   3.16420452820509    4.16579547179591   12.0172250000025
2.17   3.16920269108778    4.1707973089132   12.0489000000025
2.175   3.17420085397047    4.1757991460305   12.0806250000025
2.18   3.17919901685315    4.18080098314779   12.1124000000026
2.185   3.18419717973584    4.18580282026508   12.1442250000026
2.19   3.18919534261852    4.19080465738237   12.1761000000026
2.195   3.19419350550121    4.19580649449966   12.2080250000026
2.2   3.19919166838389    4.20080833161695   12.2400000000027
2.205   3.20418983126658    4.20581016873424   12.2720250000027
2.21   3.20918799414927    4.21081200585153   12.3041000000027
2.215   3.21418615703195    4.21581384296882   12.3362250000027
2.22   3.21918431991464    4.22081568008612   12.3684000000028
2.225   3.22418248279732    4.22581751720341   12.4006250000028
2.23   3.22918064568001    4.2308193543207   12.4329000000028
2.235   3.23417880856269    4.23582119143799   12.4652250000028
2.24   3.23917697144538    4.24082302855528   12.4976000000029
2.245   3.24417513432806    4.24582486567257   12.5300250000029
2.25   3.24917329721075    4.25082670278986   12.5625000000029
2.255   3.25417146009344    4.25582853990715   12.5950250000029
2.26   3.25916962297612    4.26083037702444   12.627600000003
2.265   3.26416778585881    4.26583221414174   12.660225000003
2.27   3.26916594874149    4.27083405125903   12.692900000003
2.275   3.27416411162418    4.27583588837632   12.725625000003
2.28   3.27916227450686    4.28083772549361   12.7584000000031
2.285   3.28416043738955    4.2858395626109   12.7912250000031
2.29   3.28915860027224    4.29084139972819   12.8241000000031
2.295   3.29415676315492    4.29584323684548   12.8570250000031
2.3   3.29915492603761    4.30084507396277   12.8900000000032
2.305   3.30415308892029    4.30584691108006   12.9230250000032
2.31   3.30915125180298    4.31084874819735   12.9561000000032
2.315   3.31414941468566    4.31585058531465   12.9892250000033
2.32   3.31914757756835    4.32085242243194   13.0224000000033
2.325   3.32414574045103    4.32585425954923   13.0556250000033
2.33   3.32914390333372    4.33085609666652   13.0889000000033
2.335   3.33414206621641    4.33585793378381   13.1222250000034
2.34   3.33914022909909    4.3408597709011   13.1556000000034
2.345   3.34413839198178    4.34586160801839   13.1890250000034
2.35   3.34913655486446    4.35086344513568   13.2225000000034
2.355   3.35413471774715    4.35586528225297   13.2560250000035
2.36   3.35913288062983    4.36086711937027   13.2896000000035
2.365   3.36413104351252    4.36586895648756   13.3232250000035
2.37   3.3691292063952    4.37087079360485   13.3569000000036
2.375   3.37412736927789    4.37587263072214   13.3906250000036
2.38   3.37912553216058    4.38087446783943   13.4244000000036
2.385   3.38412369504326    4.38587630495672   13.4582250000036
2.39   3.38912185792595    4.39087814207401   13.4921000000037
2.395   3.39412002080863    4.3958799791913   13.5260250000037
2.4   3.39911818369132    4.40088181630859   13.5600000000037
2.405   3.404116346574    4.40588365342589   13.5940250000038
2.41   3.40911450945669    4.41088549054318   13.6281000000038
2.415   3.41411267233938    4.41588732766047   13.6622250000038
2.42   3.41911083522206    4.42088916477776   13.6964000000038
2.425   3.42410899810475    4.42589100189505   13.7306250000039
2.43   3.42910716098743    4.43089283901234   13.7649000000039
2.435   3.43410532387012    4.43589467612963   13.7992250000039
2.44   3.4391034867528    4.44089651324692   13.833600000004
2.445   3.44410164963549    4.44589835036421   13.868025000004
2.45   3.44909981251817    4.4509001874815   13.902500000004
2.455   3.45409797540086    4.4559020245988   13.937025000004
2.46   3.45909613828355    4.46090386171609   13.9716000000041
2.465   3.46409430116623    4.46590569883338   14.0062250000041
2.47   3.46909246404892    4.47090753595067   14.0409000000041
2.475   3.4740906269316    4.47590937306796   14.0756250000042
2.48   3.47908878981429    4.48091121018525   14.1104000000042
2.485   3.48408695269697    4.48591304730254   14.1452250000042
2.49   3.48908511557966    4.49091488441983   14.1801000000043
2.495   3.49408327846235    4.49591672153712   14.2150250000043
2.5   3.49908144134503    4.50091855865442   14.2500000000043
2.505   3.50407960422772    4.50592039577171   14.2850250000043
2.51   3.5090777671104    4.510922232889   14.3201000000044
2.515   3.51407592999309    4.51592407000629   14.3552250000044
