#      t_n         x1_n         x2_n        y1_n       y2_n        vx1_n       vx2_n        vy1_n       vy2_n       
       18.755       93.7745       -150.039      -1552.87        -1552.87        5         -8        -168.795          -168.795        
       18.76       93.7995       -150.079      -1553.71        -1553.71        5         -8        -168.84          -168.84        
       18.765       93.8245       -150.119      -1554.56        -1554.56        5         -8        -168.885          -168.885        
       18.77       93.8495       -150.159      -1555.4        -1555.4        5         -8        -168.93          -168.93        
       18.775       93.8745       -150.199      -1556.24        -1556.24        5         -8        -168.975          -168.975        
       18.78       93.8995       -150.239      -1557.09        -1557.09        5         -8        -169.02          -169.02        
       18.785       93.9245       -150.279      -1557.93        -1557.93        5         -8        -169.065          -169.065        
       18.79       93.9495       -150.319      -1558.78        -1558.78        5         -8        -169.11          -169.11        
       18.795       93.9745       -150.359      -1559.63        -1559.63        5         -8        -169.155          -169.155        
       18.8       93.9995       -150.399      -1560.47        -1560.47        5         -8        -169.2          -169.2        
       18.805       94.0245       -150.439      -1561.32        -1561.32        5         -8        -169.245          -169.245        
       18.81       94.0495       -150.479      -1562.16        -1562.16        5         -8        -169.29          -169.29        
       18.815       94.0745       -150.519      -1563.01        -1563.01        5         -8        -169.335          -169.335        
       18.82       94.0995       -150.559      -1563.86        -1563.86        5         -8        -169.38          -169.38        
       18.825       94.1245       -150.599      -1564.7        -1564.7        5         -8        -169.425          -169.425        
       18.83       94.1495       -150.639      -1565.55        -1565.55        5         -8        -169.47          -169.47        
       18.835       94.1745       -150.679      -1566.4        -1566.4        5         -8        -169.515          -169.515        
       18.84       94.1995       -150.719      -1567.25        -1567.25        5         -8        -169.56          -169.56        
       18.845       94.2245       -150.759      -1568.09        -1568.09        5         -8        -169.605          -169.605        
       18.85       94.2495       -150.799      -1568.94        -1568.94        5         -8        -169.65          -169.65        
       18.855       94.2745       -150.839      -1569.79        -1569.79        5         -8        -169.695          -169.695        
       18.86       94.2995       -150.879      -1570.64        -1570.64        5         -8        -169.74          -169.74        
       18.865       94.3245       -150.919      -1571.49        -1571.49        5         -8        -169.785          -169.785        
       18.87       94.3495       -150.959      -1572.34        -1572.34        5         -8        -169.83          -169.83        
       18.875       94.3745       -150.999      -1573.19        -1573.19        5         -8        -169.875          -169.875        
       18.88       94.3995       -151.039      -1574.04        -1574.04        5         -8        -169.92          -169.92        
       18.885       94.4245       -151.079      -1574.89        -1574.89        5         -8        -169.965          -169.965        
       18.89       94.4495       -151.119      -1575.74        -1575.74        5         -8        -170.01          -170.01        
       18.895       94.4745       -151.159      -1576.59        -1576.59        5         -8        -170.055          -170.055        
       18.9       94.4995       -151.199      -1577.44        -1577.44        5         -8        -170.1          -170.1        
       18.905       94.5245       -151.239      -1578.29        -1578.29        5         -8        -170.145          -170.145        
       18.91       94.5495       -151.279      -1579.14        -1579.14        5         -8        -170.19          -170.19        
       18.915       94.5745       -151.319      -1579.99        -1579.99        5         -8        -170.235          -170.235        
       18.92       94.5995       -151.359      -1580.84        -1580.84        5         -8        -170.28          -170.28        
       18.925       94.6245       -151.399      -1581.69        -1581.69        5         -8        -170.325          -170.325        
       18.93       94.6495       -151.439      -1582.54        -1582.54        5         -8        -170.37          -170.37        
       18.935       94.6745       -151.479      -1583.4        -1583.4        5         -8        -170.415          -170.415        
       18.94       94.6995       -151.519      -1584.25        -1584.25        5         -8        -170.46          -170.46        
       18.945       94.7245       -151.559      -1585.1        -1585.1        5         -8        -170.505          -170.505        
       18.95       94.7495       -151.599      -1585.95        -1585.95        5         -8        -170.55          -170.55        
       18.955       94.7745       -151.639      -1586.81        -1586.81        5         -8        -170.595          -170.595        
       18.96       94.7995       -151.679      -1587.66        -1587.66        5         -8        -170.64          -170.64        
       18.965       94.8245       -151.719      -1588.51        -1588.51        5         -8        -170.685          -170.685        
       18.97       94.8495       -151.759      -1589.37        -1589.37        5         -8        -170.73          -170.73        
       18.975       94.8745       -151.799      -1590.22        -1590.22        5         -8        -170.775          -170.775        
       18.98       94.8995       -151.839      -1591.07        -1591.07        5         -8        -170.82          -170.82        
       18.985       94.9245       -151.879      -1591.93        -1591.93        5         -8        -170.865          -170.865        
       18.99       94.9495       -151.919      -1592.78        -1592.78        5         -8        -170.91          -170.91        
       18.995       94.9745       -151.959      -1593.64        -1593.64        5         -8        -170.955          -170.955        
       19       94.9995       -151.999      -1594.49        -1594.49        5         -8        -171          -171        
       19.005       95.0245       -152.039      -1595.35        -1595.35        5         -8        -171.045          -171.045        
       19.01       95.0495       -152.079      -1596.2        -1596.2        5         -8        -171.09          -171.09        
       19.015       95.0745       -152.119      -1597.06        -1597.06        5         -8        -171.135          -171.135        
       19.02       95.0995       -152.159      -1597.91        -1597.91        5         -8        -171.18          -171.18        
       19.025       95.1245       -152.199      -1598.77        -1598.77        5         -8        -171.225          -171.225        
       19.03       95.1495       -152.239      -1599.63        -1599.63        5         -8        -171.27          -171.27        
       19.035       95.1745       -152.279      -1600.48        -1600.48        5         -8        -171.315          -171.315        
       19.04       95.1995       -152.319      -1601.34        -1601.34        5         -8        -171.36          -171.36        
       19.045       95.2245       -152.359      -1602.2        -1602.2        5         -8        -171.405          -171.405        
       19.05       95.2495       -152.399      -1603.05        -1603.05        5         -8        -171.45          -171.45        
       19.055       95.2745       -152.439      -1603.91        -1603.91        5         -8        -171.495          -171.495        
       19.06       95.2995       -152.479      -1604.77        -1604.77        5         -8        -171.54          -171.54        
       19.065       95.3245       -152.519      -1605.63        -1605.63        5         -8        -171.585          -171.585        
       19.07       95.3495       -152.559      -1606.48        -1606.48        5         -8        -171.63          -171.63        
       19.075       95.3745       -152.599      -1607.34        -1607.34        5         -8        -171.675          -171.675        
       19.08       95.3995       -152.639      -1608.2        -1608.2        5         -8        -171.72          -171.72        
       19.085       95.4245       -152.679      -1609.06        -1609.06        5         -8        -171.765          -171.765        
       19.09       95.4495       -152.719      -1609.92        -1609.92        5         -8        -171.81          -171.81        
       19.095       95.4745       -152.759      -1610.78        -1610.78        5         -8        -171.855          -171.855        
       19.1       95.4995       -152.799      -1611.64        -1611.64        5         -8        -171.9          -171.9        
       19.105       95.5245       -152.839      -1612.5        -1612.5        5         -8        -171.945          -171.945        
       19.11       95.5495       -152.879      -1613.36        -1613.36        5         -8        -171.99          -171.99        
       19.115       95.5745       -152.919      -1614.22        -1614.22        5         -8        -172.035          -172.035        
       19.12       95.5995       -152.959      -1615.08        -1615.08        5         -8        -172.08          -172.08        
       19.125       95.6245       -152.999      -1615.94        -1615.94        5         -8        -172.125          -172.125        
       19.13       95.6495       -153.039      -1616.8        -1616.8        5         -8        -172.17          -172.17        
       19.135       95.6745       -153.079      -1617.66        -1617.66        5         -8        -172.215          -172.215        
       19.14       95.6995       -153.119      -1618.52        -1618.52        5         -8        -172.26          -172.26        
       19.145       95.7245       -153.159      -1619.38        -1619.38        5         -8        -172.305          -172.305        
       19.15       95.7495       -153.199      -1620.24        -1620.24        5         -8        -172.35          -172.35        
       19.155       95.7745       -153.239      -1621.1        -1621.1        5         -8        -172.395          -172.395        
       19.16       95.7995       -153.279      -1621.97        -1621.97        5         -8        -172.44          -172.44        
       19.165       95.8245       -153.319      -1622.83        -1622.83        5         -8        -172.485          -172.485        
       19.17       95.8495       -153.359      -1623.69        -1623.69        5         -8        -172.53          -172.53        
       19.175       95.8745       -153.399      -1624.55        -1624.55        5         -8        -172.575          -172.575        
       19.18       95.8995       -153.439      -1625.42        -1625.42        5         -8        -172.62          -172.62        
       19.185       95.9245       -153.479      -1626.28        -1626.28        5         -8        -172.665          -172.665        
       19.19       95.9495       -153.519      -1627.14        -1627.14        5         -8        -172.71          -172.71        
       19.195       95.9745       -153.559      -1628.01        -1628.01        5         -8        -172.755          -172.755        
       19.2       95.9995       -153.599      -1628.87        -1628.87        5         -8        -172.8          -172.8        
       19.205       96.0245       -153.639      -1629.74        -1629.74        5         -8        -172.845          -172.845        
       19.21       96.0495       -153.679      -1630.6        -1630.6        5         -8        -172.89          -172.89        
       19.215       96.0745       -153.719      -1631.46        -1631.46        5         -8        -172.935          -172.935        
       19.22       96.0995       -153.759      -1632.33        -1632.33        5         -8        -172.98          -172.98        
       19.225       96.1245       -153.799      -1633.19        -1633.19        5         -8        -173.025          -173.025        
       19.23       96.1495       -153.839      -1634.06        -1634.06        5         -8        -173.07          -173.07        
       19.235       96.1745       -153.879      -1634.92        -1634.92        5         -8        -173.115          -173.115        
       19.24       96.1995       -153.919      -1635.79        -1635.79        5         -8        -173.16          -173.16        
       19.245       96.2245       -153.959      -1636.66        -1636.66        5         -8        -173.205          -173.205        
       19.25       96.2495       -153.999      -1637.52        -1637.52        5         -8        -173.25          -173.25        
       19.255       96.2745       -154.039      -1638.39        -1638.39        5         -8        -173.295          -173.295        
       19.26       96.2995       -154.079      -1639.26        -1639.26        5         -8        -173.34          -173.34        
       19.265       96.3245       -154.119      -1640.12        -1640.12        5         -8        -173.385          -173.385        
       19.27       96.3495       -154.159      -1640.99        -1640.99        5         -8        -173.43          -173.43        
       19.275       96.3745       -154.199      -1641.86        -1641.86        5         -8        -173.475          -173.475        
       19.28       96.3995       -154.239      -1642.72        -1642.72        5         -8        -173.52          -173.52        
       19.285       96.4245       -154.279      -1643.59        -1643.59        5         -8        -173.565          -173.565        
       19.29       96.4495       -154.319      -1644.46        -1644.46        5         -8        -173.61          -173.61        
       19.295       96.4745       -154.359      -1645.33        -1645.33        5         -8        -173.655          -173.655        
       19.3       96.4995       -154.399      -1646.2        -1646.2        5         -8        -173.7          -173.7        
       19.305       96.5245       -154.439      -1647.06        -1647.06        5         -8        -173.745          -173.745        
       19.31       96.5495       -154.479      -1647.93        -1647.93        5         -8        -173.79          -173.79        
       19.315       96.5745       -154.519      -1648.8        -1648.8        5         -8        -173.835          -173.835        
       19.32       96.5995       -154.559      -1649.67        -1649.67        5         -8        -173.88          -173.88        
       19.325       96.6245       -154.599      -1650.54        -1650.54        5         -8        -173.925          -173.925        
       19.33       96.6495       -154.639      -1651.41        -1651.41        5         -8        -173.97          -173.97        
       19.335       96.6745       -154.679      -1652.28        -1652.28        5         -8        -174.015          -174.015        
       19.34       96.6995       -154.719      -1653.15        -1653.15        5         -8        -174.06          -174.06        
       19.345       96.7245       -154.759      -1654.02        -1654.02        5         -8        -174.105          -174.105        
       19.35       96.7495       -154.799      -1654.89        -1654.89        5         -8        -174.15          -174.15        
       19.355       96.7745       -154.839      -1655.76        -1655.76        5         -8        -174.195          -174.195        
       19.36       96.7995       -154.879      -1656.63        -1656.63        5         -8        -174.24          -174.24        
       19.365       96.8245       -154.919      -1657.51        -1657.51        5         -8        -174.285          -174.285        
       19.37       96.8495       -154.959      -1658.38        -1658.38        5         -8        -174.33          -174.33        
       19.375       96.8745       -154.999      -1659.25        -1659.25        5         -8        -174.375          -174.375        
       19.38       96.8995       -155.039      -1660.12        -1660.12        5         -8        -174.42          -174.42        
       19.385       96.9245       -155.079      -1660.99        -1660.99        5         -8        -174.465          -174.465        
       19.39       96.9495       -155.119      -1661.87        -1661.87        5         -8        -174.51          -174.51        
       19.395       96.9745       -155.159      -1662.74        -1662.74        5         -8        -174.555          -174.555        
       19.4       96.9995       -155.199      -1663.61        -1663.61        5         -8        -174.6          -174.6        
       19.405       97.0245       -155.239      -1664.48        -1664.48        5         -8        -174.645          -174.645        
       19.41       97.0495       -155.279      -1665.36        -1665.36        5         -8        -174.69          -174.69        
       19.415       97.0745       -155.319      -1666.23        -1666.23        5         -8        -174.735          -174.735        
       19.42       97.0995       -155.359      -1667.11        -1667.11        5         -8        -174.78          -174.78        
       19.425       97.1245       -155.399      -1667.98        -1667.98        5         -8        -174.825          -174.825        
       19.43       97.1495       -155.439      -1668.85        -1668.85        5         -8        -174.87          -174.87        
       19.435       97.1745       -155.479      -1669.73        -1669.73        5         -8        -174.915          -174.915        
       19.44       97.1995       -155.519      -1670.6        -1670.6        5         -8        -174.96          -174.96        
       19.445       97.2245       -155.559      -1671.48        -1671.48        5         -8        -175.005          -175.005        
       19.45       97.2495       -155.599      -1672.35        -1672.35        5         -8        -175.05          -175.05        
       19.455       97.2745       -155.639      -1673.23        -1673.23        5         -8        -175.095          -175.095        
       19.46       97.2995       -155.679      -1674.1        -1674.1        5         -8        -175.14          -175.14        
       19.465       97.3245       -155.719      -1674.98        -1674.98        5         -8        -175.185          -175.185        
       19.47       97.3495       -155.759      -1675.86        -1675.86        5         -8        -175.23          -175.23        
       19.475       97.3745       -155.799      -1676.73        -1676.73        5         -8        -175.275          -175.275        
       19.48       97.3995       -155.839      -1677.61        -1677.61        5         -8        -175.32          -175.32        
       19.485       97.4245       -155.879      -1678.48        -1678.48        5         -8        -175.365          -175.365        
       19.49       97.4495       -155.919      -1679.36        -1679.36        5         -8        -175.41          -175.41        
       19.495       97.4745       -155.959      -1680.24        -1680.24        5         -8        -175.455          -175.455        
       19.5       97.4995       -155.999      -1681.12        -1681.12        5         -8        -175.5          -175.5        
       19.505       97.5245       -156.039      -1681.99        -1681.99        5         -8        -175.545          -175.545        
       19.51       97.5495       -156.079      -1682.87        -1682.87        5         -8        -175.59          -175.59        
       19.515       97.5745       -156.119      -1683.75        -1683.75        5         -8        -175.635          -175.635        
       19.52       97.5995       -156.159      -1684.63        -1684.63        5         -8        -175.68          -175.68        
       19.525       97.6245       -156.199      -1685.51        -1685.51        5         -8        -175.725          -175.725        
       19.53       97.6495       -156.239      -1686.39        -1686.39        5         -8        -175.77          -175.77        
       19.535       97.6745       -156.279      -1687.26        -1687.26        5         -8        -175.815          -175.815        
       19.54       97.6995       -156.319      -1688.14        -1688.14        5         -8        -175.86          -175.86        
       19.545       97.7245       -156.359      -1689.02        -1689.02        5         -8        -175.905          -175.905        
       19.55       97.7495       -156.399      -1689.9        -1689.9        5         -8        -175.95          -175.95        
       19.555       97.7745       -156.439      -1690.78        -1690.78        5         -8        -175.995          -175.995        
       19.56       97.7995       -156.479      -1691.66        -1691.66        5         -8        -176.04          -176.04        
       19.565       97.8245       -156.519      -1692.54        -1692.54        5         -8        -176.085          -176.085        
       19.57       97.8495       -156.559      -1693.42        -1693.42        5         -8        -176.13          -176.13        
       19.575       97.8745       -156.599      -1694.3        -1694.3        5         -8        -176.175          -176.175        
       19.58       97.8995       -156.639      -1695.18        -1695.18        5         -8        -176.22          -176.22        
       19.585       97.9245       -156.679      -1696.07        -1696.07        5         -8        -176.265          -176.265        
       19.59       97.9495       -156.719      -1696.95        -1696.95        5         -8        -176.31          -176.31        
       19.595       97.9745       -156.759      -1697.83        -1697.83        5         -8        -176.355          -176.355        
       19.6       97.9995       -156.799      -1698.71        -1698.71        5         -8        -176.4          -176.4        
       19.605       98.0245       -156.839      -1699.59        -1699.59        5         -8        -176.445          -176.445        
       19.61       98.0495       -156.879      -1700.48        -1700.48        5         -8        -176.49          -176.49        
       19.615       98.0745       -156.919      -1701.36        -1701.36        5         -8        -176.535          -176.535        
       19.62       98.0995       -156.959      -1702.24        -1702.24        5         -8        -176.58          -176.58        
       19.625       98.1245       -156.999      -1703.12        -1703.12        5         -8        -176.625          -176.625        
       19.63       98.1495       -157.039      -1704.01        -1704.01        5         -8        -176.67          -176.67        
       19.635       98.1745       -157.079      -1704.89        -1704.89        5         -8        -176.715          -176.715        
       19.64       98.1995       -157.119      -1705.77        -1705.77        5         -8        -176.76          -176.76        
       19.645       98.2245       -157.159      -1706.66        -1706.66        5         -8        -176.805          -176.805        
       19.65       98.2495       -157.199      -1707.54        -1707.54        5         -8        -176.85          -176.85        
       19.655       98.2745       -157.239      -1708.43        -1708.43        5         -8        -176.895          -176.895        
       19.66       98.2995       -157.279      -1709.31        -1709.31        5         -8        -176.94          -176.94        
       19.665       98.3245       -157.319      -1710.2        -1710.2        5         -8        -176.985          -176.985        
       19.67       98.3495       -157.359      -1711.08        -1711.08        5         -8        -177.03          -177.03        
       19.675       98.3745       -157.399      -1711.97        -1711.97        5         -8        -177.075          -177.075        
       19.68       98.3995       -157.439      -1712.85        -1712.85        5         -8        -177.12          -177.12        
       19.685       98.4245       -157.479      -1713.74        -1713.74        5         -8        -177.165          -177.165        
       19.69       98.4495       -157.519      -1714.62        -1714.62        5         -8        -177.21          -177.21        
       19.695       98.4745       -157.559      -1715.51        -1715.51        5         -8        -177.255          -177.255        
       19.7       98.4995       -157.599      -1716.4        -1716.4        5         -8        -177.3          -177.3        
       19.705       98.5245       -157.639      -1717.28        -1717.28        5         -8        -177.345          -177.345        
       19.71       98.5495       -157.679      -1718.17        -1718.17        5         -8        -177.39          -177.39        
       19.715       98.5745       -157.719      -1719.06        -1719.06        5         -8        -177.435          -177.435        
       19.72       98.5995       -157.759      -1719.94        -1719.94        5         -8        -177.48          -177.48        
       19.725       98.6245       -157.799      -1720.83        -1720.83        5         -8        -177.525          -177.525        
       19.73       98.6495       -157.839      -1721.72        -1721.72        5         -8        -177.57          -177.57        
       19.735       98.6745       -157.879      -1722.61        -1722.61        5         -8        -177.615          -177.615        
       19.74       98.6995       -157.919      -1723.5        -1723.5        5         -8        -177.66          -177.66        
       19.745       98.7245       -157.959      -1724.38        -1724.38        5         -8        -177.705          -177.705        
       19.75       98.7495       -157.999      -1725.27        -1725.27        5         -8        -177.75          -177.75        
       19.755       98.7745       -158.039      -1726.16        -1726.16        5         -8        -177.795          -177.795        
       19.76       98.7995       -158.079      -1727.05        -1727.05        5         -8        -177.84          -177.84        
       19.765       98.8245       -158.119      -1727.94        -1727.94        5         -8        -177.885          -177.885        
       19.77       98.8495       -158.159      -1728.83        -1728.83        5         -8        -177.93          -177.93        
       19.775       98.8745       -158.199      -1729.72        -1729.72        5         -8        -177.975          -177.975        
       19.78       98.8995       -158.239      -1730.61        -1730.61        5         -8        -178.02          -178.02        
       19.785       98.9245       -158.279      -1731.5        -1731.5        5         -8        -178.065          -178.065        
       19.79       98.9495       -158.319      -1732.39        -1732.39        5         -8        -178.11          -178.11        
       19.795       98.9745       -158.359      -1733.28        -1733.28        5         -8        -178.155          -178.155        
       19.8       98.9995       -158.399      -1734.17        -1734.17        5         -8        -178.2          -178.2        
       19.805       99.0245       -158.439      -1735.06        -1735.06        5         -8        -178.245          -178.245        
       19.81       99.0495       -158.479      -1735.95        -1735.95        5         -8        -178.29          -178.29        
       19.815       99.0745       -158.519      -1736.85        -1736.85        5         -8        -178.335          -178.335        
       19.82       99.0995       -158.559      -1737.74        -1737.74        5         -8        -178.38          -178.38        
       19.825       99.1245       -158.599      -1738.63        -1738.63        5         -8        -178.425          -178.425        
       19.83       99.1495       -158.639      -1739.52        -1739.52        5         -8        -178.47          -178.47        
       19.835       99.1745       -158.679      -1740.41        -1740.41        5         -8        -178.515          -178.515        
       19.84       99.1995       -158.719      -1741.31        -1741.31        5         -8        -178.56          -178.56        
       19.845       99.2245       -158.759      -1742.2        -1742.2        5         -8        -178.605          -178.605        
       19.85       99.2495       -158.799      -1743.09        -1743.09        5         -8        -178.65          -178.65        
       19.855       99.2745       -158.839      -1743.99        -1743.99        5         -8        -178.695          -178.695        
       19.86       99.2995       -158.879      -1744.88        -1744.88        5         -8        -178.74          -178.74        
       19.865       99.3245       -158.919      -1745.77        -1745.77        5         -8        -178.785          -178.785        
       19.87       99.3495       -158.959      -1746.67        -1746.67        5         -8        -178.83          -178.83        
       19.875       99.3745       -158.999      -1747.56        -1747.56        5         -8        -178.875          -178.875        
       19.88       99.3995       -159.039      -1748.46        -1748.46        5         -8        -178.92          -178.92        
       19.885       99.4245       -159.079      -1749.35        -1749.35        5         -8        -178.965          -178.965        
       19.89       99.4495       -159.119      -1750.25        -1750.25        5         -8        -179.01          -179.01        
       19.895       99.4745       -159.159      -1751.14        -1751.14        5         -8        -179.055          -179.055        
       19.9       99.4995       -159.199      -1752.04        -1752.04        5         -8        -179.1          -179.1        
       19.905       99.5245       -159.239      -1752.93        -1752.93        5         -8        -179.145          -179.145        
       19.91       99.5495       -159.279      -1753.83        -1753.83        5         -8        -179.19          -179.19        
       19.915       99.5745       -159.319      -1754.72        -1754.72        5         -8        -179.235          -179.235        
       19.92       99.5995       -159.359      -1755.62        -1755.62        5         -8        -179.28          -179.28        
       19.925       99.6245       -159.399      -1756.52        -1756.52        5         -8        -179.325          -179.325        
       19.93       99.6495       -159.439      -1757.41        -1757.41        5         -8        -179.37          -179.37        
       19.935       99.6745       -159.479      -1758.31        -1758.31        5         -8        -179.415          -179.415        
       19.94       99.6995       -159.519      -1759.21        -1759.21        5         -8        -179.46          -179.46        
       19.945       99.7245       -159.559      -1760.1        -1760.1        5         -8        -179.505          -179.505        
       19.95       99.7495       -159.599      -1761        -1761        5         -8        -179.55          -179.55        
       19.955       99.7745       -159.639      -1761.9        -1761.9        5         -8        -179.595          -179.595        
       19.96       99.7995       -159.679      -1762.8        -1762.8        5         -8        -179.64          -179.64        
       19.965       99.8245       -159.719      -1763.7        -1763.7        5         -8        -179.685          -179.685        
       19.97       99.8495       -159.759      -1764.6        -1764.6        5         -8        -179.73          -179.73        
       19.975       99.8745       -159.799      -1765.49        -1765.49        5         -8        -179.775          -179.775        
       19.98       99.8995       -159.839      -1766.39        -1766.39        5         -8        -179.82          -179.82        
       19.985       99.9245       -159.879      -1767.29        -1767.29        5         -8        -179.865          -179.865        
       19.99       99.9495       -159.919      -1768.19        -1768.19        5         -8        -179.91          -179.91        
       19.995       99.9745       -159.959      -1769.09        -1769.09        5         -8        -179.955          -179.955        
       20       99.9995       -159.999      -1769.99        -1769.99        5         -8        -180          -180        
       20.005       100.025       -160.039      -1770.89        -1770.89        5         -8        -180.045          -180.045        
       20.01       100.05       -160.079      -1771.79        -1771.79        5         -8        -180.09          -180.09        
       20.015       100.075       -160.119      -1772.69        -1772.69        5         -8        -180.135          -180.135        
       20.02       100.1       -160.159      -1773.59        -1773.59        5         -8        -180.18          -180.18        
       20.025       100.125       -160.199      -1774.49        -1774.49        5         -8        -180.225          -180.225        
       20.03       100.15       -160.239      -1775.4        -1775.4        5         -8        -180.27          -180.27        
       20.035       100.175       -160.279      -1776.3        -1776.3        5         -8        -180.315          -180.315        
       20.04       100.2       -160.319      -1777.2        -1777.2        5         -8        -180.36          -180.36        
       20.045       100.225       -160.359      -1778.1        -1778.1        5         -8        -180.405          -180.405        
       20.05       100.25       -160.399      -1779        -1779        5         -8        -180.45          -180.45        
       20.055       100.275       -160.439      -1779.9        -1779.9        5         -8        -180.495          -180.495        
       20.06       100.3       -160.479      -1780.81        -1780.81        5         -8        -180.54          -180.54        
       20.065       100.325       -160.519      -1781.71        -1781.71        5         -8        -180.585          -180.585        
       20.07       100.35       -160.559      -1782.61        -1782.61        5         -8        -180.63          -180.63        
       20.075       100.375       -160.599      -1783.52        -1783.52        5         -8        -180.675          -180.675        
       20.08       100.4       -160.639      -1784.42        -1784.42        5         -8        -180.72          -180.72        
       20.085       100.425       -160.679      -1785.32        -1785.32        5         -8        -180.765          -180.765        
       20.09       100.45       -160.719      -1786.23        -1786.23        5         -8        -180.81          -180.81        
       20.095       100.475       -160.759      -1787.13        -1787.13        5         -8        -180.855          -180.855        
       20.1       100.5       -160.799      -1788.04        -1788.04        5         -8        -180.9          -180.9        
       20.105       100.525       -160.839      -1788.94        -1788.94        5         -8        -180.945          -180.945        
       20.11       100.55       -160.879      -1789.85        -1789.85        5         -8        -180.99          -180.99        
       20.115       100.575       -160.919      -1790.75        -1790.75        5         -8        -181.035          -181.035        
       20.12       100.6       -160.959      -1791.66        -1791.66        5         -8        -181.08          -181.08        
       20.125       100.625       -160.999      -1792.56        -1792.56        5         -8        -181.125          -181.125        
       20.13       100.65       -161.039      -1793.47        -1793.47        5         -8        -181.17          -181.17        
       20.135       100.675       -161.079      -1794.37        -1794.37        5         -8        -181.215          -181.215        
       20.14       100.7       -161.119      -1795.28        -1795.28        5         -8        -181.26          -181.26        
       20.145       100.725       -161.159      -1796.19        -1796.19        5         -8        -181.305          -181.305        
       20.15       100.75       -161.199      -1797.09        -1797.09        5         -8        -181.35          -181.35        
       20.155       100.775       -161.239      -1798        -1798        5         -8        -181.395          -181.395        
       20.16       100.8       -161.279      -1798.91        -1798.91        5         -8        -181.44          -181.44        
       20.165       100.825       -161.319      -1799.81        -1799.81        5         -8        -181.485          -181.485        
       20.17       100.85       -161.359      -1800.72        -1800.72        5         -8        -181.53          -181.53        
       20.175       100.875       -161.399      -1801.63        -1801.63        5         -8        -181.575          -181.575        
       20.18       100.9       -161.439      -1802.54        -1802.54        5         -8        -181.62          -181.62        
       20.185       100.925       -161.479      -1803.44        -1803.44        5         -8        -181.665          -181.665        
       20.19       100.95       -161.519      -1804.35        -1804.35        5         -8        -181.71          -181.71        
       20.195       100.975       -161.559      -1805.26        -1805.26        5         -8        -181.755          -181.755        
       20.2       101       -161.599      -1806.17        -1806.17        5         -8        -181.8          -181.8        
       20.205       101.025       -161.639      -1807.08        -1807.08        5         -8        -181.845          -181.845        
       20.21       101.05       -161.679      -1807.99        -1807.99        5         -8        -181.89          -181.89        
       20.215       101.075       -161.719      -1808.9        -1808.9        5         -8        -181.935          -181.935        
       20.22       101.1       -161.759      -1809.81        -1809.81        5         -8        -181.98          -181.98        
       20.225       101.125       -161.799      -1810.72        -1810.72        5         -8        -182.025          -182.025        
       20.23       101.15       -161.839      -1811.63        -1811.63        5         -8        -182.07          -182.07        
       20.235       101.175       -161.879      -1812.54        -1812.54        5         -8        -182.115          -182.115        
       20.24       101.2       -161.919      -1813.45        -1813.45        5         -8        -182.16          -182.16        
       20.245       101.225       -161.959      -1814.36        -1814.36        5         -8        -182.205          -182.205        
       20.25       101.25       -161.999      -1815.27        -1815.27        5         -8        -182.25          -182.25        
       20.255       101.275       -162.039      -1816.18        -1816.18        5         -8        -182.295          -182.295        
       20.26       101.3       -162.079      -1817.1        -1817.1        5         -8        -182.34          -182.34        
       20.265       101.325       -162.119      -1818.01        -1818.01        5         -8        -182.385          -182.385        
       20.27       101.35       -162.159      -1818.92        -1818.92        5         -8        -182.43          -182.43        
       20.275       101.375       -162.199      -1819.83        -1819.83        5         -8        -182.475          -182.475        
       20.28       101.4       -162.239      -1820.74        -1820.74        5         -8        -182.52          -182.52        
       20.285       101.425       -162.279      -1821.66        -1821.66        5         -8        -182.565          -182.565        
       20.29       101.45       -162.319      -1822.57        -1822.57        5         -8        -182.61          -182.61        
       20.295       101.475       -162.359      -1823.48        -1823.48        5         -8        -182.655          -182.655        
       20.3       101.5       -162.399      -1824.4        -1824.4        5         -8        -182.7          -182.7        
       20.305       101.525       -162.439      -1825.31        -1825.31        5         -8        -182.745          -182.745        
       20.31       101.55       -162.479      -1826.22        -1826.22        5         -8        -182.79          -182.79        
       20.315       101.575       -162.519      -1827.14        -1827.14        5         -8        -182.835          -182.835        
       20.32       101.6       -162.559      -1828.05        -1828.05        5         -8        -182.88          -182.88        
       20.325       101.625       -162.599      -1828.97        -1828.97        5         -8        -182.925          -182.925        
       20.33       101.65       -162.639      -1829.88        -1829.88        5         -8        -182.97          -182.97        
       20.335       101.675       -162.679      -1830.8        -1830.8        5         -8        -183.015          -183.015        
       20.34       101.7       -162.719      -1831.71        -1831.71        5         -8        -183.06          -183.06        
       20.345       101.725       -162.759      -1832.63        -1832.63        5         -8        -183.105          -183.105        
       20.35       101.75       -162.799      -1833.54        -1833.54        5         -8        -183.15          -183.15        
       20.355       101.775       -162.839      -1834.46        -1834.46        5         -8        -183.195          -183.195        
       20.36       101.8       -162.879      -1835.37        -1835.37        5         -8        -183.24          -183.24        
       20.365       101.825       -162.919      -1836.29        -1836.29        5         -8        -183.285          -183.285        
       20.37       101.85       -162.959      -1837.21        -1837.21        5         -8        -183.33          -183.33        
       20.375       101.875       -162.999      -1838.12        -1838.12        5         -8        -183.375          -183.375        
       20.38       101.9       -163.039      -1839.04        -1839.04        5         -8        -183.42          -183.42        
