#      t_n         x1_n         x2_n        y1_n       y2_n        vx1_n       vx2_n        vy1_n       vy2_n       
       51.82       259.099       -414.559      -12053.9        -12053.9        5         -8        -466.38          -466.38        
       51.825       259.124       -414.599      -12056.2        -12056.2        5         -8        -466.425          -466.425        
       51.83       259.149       -414.639      -12058.5        -12058.5        5         -8        -466.47          -466.47        
       51.835       259.174       -414.679      -12060.9        -12060.9        5         -8        -466.515          -466.515        
       51.84       259.199       -414.719      -12063.2        -12063.2        5         -8        -466.56          -466.56        
       51.845       259.224       -414.759      -12065.5        -12065.5        5         -8        -466.605          -466.605        
       51.85       259.249       -414.799      -12067.9        -12067.9        5         -8        -466.65          -466.65        
       51.855       259.274       -414.839      -12070.2        -12070.2        5         -8        -466.695          -466.695        
       51.86       259.299       -414.879      -12072.5        -12072.5        5         -8        -466.74          -466.74        
       51.865       259.324       -414.919      -12074.9        -12074.9        5         -8        -466.785          -466.785        
       51.87       259.349       -414.959      -12077.2        -12077.2        5         -8        -466.83          -466.83        
       51.875       259.374       -414.999      -12079.5        -12079.5        5         -8        -466.875          -466.875        
       51.88       259.399       -415.039      -12081.9        -12081.9        5         -8        -466.92          -466.92        
       51.885       259.424       -415.079      -12084.2        -12084.2        5         -8        -466.965          -466.965        
       51.89       259.449       -415.119      -12086.6        -12086.6        5         -8        -467.01          -467.01        
       51.895       259.474       -415.159      -12088.9        -12088.9        5         -8        -467.055          -467.055        
       51.9       259.499       -415.199      -12091.2        -12091.2        5         -8        -467.1          -467.1        
       51.905       259.524       -415.239      -12093.6        -12093.6        5         -8        -467.145          -467.145        
       51.91       259.549       -415.279      -12095.9        -12095.9        5         -8        -467.19          -467.19        
       51.915       259.574       -415.319      -12098.2        -12098.2        5         -8        -467.235          -467.235        
       51.92       259.599       -415.359      -12100.6        -12100.6        5         -8        -467.28          -467.28        
       51.925       259.624       -415.399      -12102.9        -12102.9        5         -8        -467.325          -467.325        
       51.93       259.649       -415.439      -12105.2        -12105.2        5         -8        -467.37          -467.37        
       51.935       259.674       -415.479      -12107.6        -12107.6        5         -8        -467.415          -467.415        
       51.94       259.699       -415.519      -12109.9        -12109.9        5         -8        -467.46          -467.46        
       51.945       259.724       -415.559      -12112.3        -12112.3        5         -8        -467.505          -467.505        
       51.95       259.749       -415.599      -12114.6        -12114.6        5         -8        -467.55          -467.55        
       51.955       259.774       -415.639      -12116.9        -12116.9        5         -8        -467.595          -467.595        
       51.96       259.799       -415.679      -12119.3        -12119.3        5         -8        -467.64          -467.64        
       51.965       259.824       -415.719      -12121.6        -12121.6        5         -8        -467.685          -467.685        
       51.97       259.849       -415.759      -12123.9        -12123.9        5         -8        -467.73          -467.73        
       51.975       259.874       -415.799      -12126.3        -12126.3        5         -8        -467.775          -467.775        
       51.98       259.899       -415.839      -12128.6        -12128.6        5         -8        -467.82          -467.82        
       51.985       259.924       -415.879      -12131        -12131        5         -8        -467.865          -467.865        
       51.99       259.949       -415.919      -12133.3        -12133.3        5         -8        -467.91          -467.91        
       51.995       259.974       -415.959      -12135.6        -12135.6        5         -8        -467.955          -467.955        
       52       259.999       -415.999      -12138        -12138        5         -8        -468          -468        
       52.005       260.024       -416.039      -12140.3        -12140.3        5         -8        -468.045          -468.045        
       52.01       260.049       -416.079      -12142.7        -12142.7        5         -8        -468.09          -468.09        
       52.015       260.074       -416.119      -12145        -12145        5         -8        -468.135          -468.135        
       52.02       260.099       -416.159      -12147.3        -12147.3        5         -8        -468.18          -468.18        
       52.025       260.124       -416.199      -12149.7        -12149.7        5         -8        -468.225          -468.225        
       52.03       260.149       -416.239      -12152        -12152        5         -8        -468.27          -468.27        
       52.035       260.174       -416.279      -12154.4        -12154.4        5         -8        -468.315          -468.315        
       52.04       260.199       -416.319      -12156.7        -12156.7        5         -8        -468.36          -468.36        
       52.045       260.224       -416.359      -12159        -12159        5         -8        -468.405          -468.405        
       52.05       260.249       -416.399      -12161.4        -12161.4        5         -8        -468.45          -468.45        
       52.055       260.274       -416.439      -12163.7        -12163.7        5         -8        -468.495          -468.495        
       52.06       260.299       -416.479      -12166.1        -12166.1        5         -8        -468.54          -468.54        
       52.065       260.324       -416.519      -12168.4        -12168.4        5         -8        -468.585          -468.585        
       52.07       260.349       -416.559      -12170.8        -12170.8        5         -8        -468.63          -468.63        
       52.075       260.374       -416.599      -12173.1        -12173.1        5         -8        -468.675          -468.675        
       52.08       260.399       -416.639      -12175.4        -12175.4        5         -8        -468.72          -468.72        
       52.085       260.424       -416.679      -12177.8        -12177.8        5         -8        -468.765          -468.765        
       52.09       260.449       -416.719      -12180.1        -12180.1        5         -8        -468.81          -468.81        
       52.095       260.474       -416.759      -12182.5        -12182.5        5         -8        -468.855          -468.855        
       52.1       260.499       -416.799      -12184.8        -12184.8        5         -8        -468.9          -468.9        
       52.105       260.524       -416.839      -12187.2        -12187.2        5         -8        -468.945          -468.945        
       52.11       260.549       -416.879      -12189.5        -12189.5        5         -8        -468.99          -468.99        
       52.115       260.574       -416.919      -12191.9        -12191.9        5         -8        -469.035          -469.035        
       52.12       260.599       -416.959      -12194.2        -12194.2        5         -8        -469.08          -469.08        
       52.125       260.624       -416.999      -12196.5        -12196.5        5         -8        -469.125          -469.125        
       52.13       260.649       -417.039      -12198.9        -12198.9        5         -8        -469.17          -469.17        
       52.135       260.674       -417.079      -12201.2        -12201.2        5         -8        -469.215          -469.215        
       52.14       260.699       -417.119      -12203.6        -12203.6        5         -8        -469.26          -469.26        
       52.145       260.724       -417.159      -12205.9        -12205.9        5         -8        -469.305          -469.305        
       52.15       260.749       -417.199      -12208.3        -12208.3        5         -8        -469.35          -469.35        
       52.155       260.774       -417.239      -12210.6        -12210.6        5         -8        -469.395          -469.395        
       52.16       260.799       -417.279      -12213        -12213        5         -8        -469.44          -469.44        
       52.165       260.824       -417.319      -12215.3        -12215.3        5         -8        -469.485          -469.485        
       52.17       260.849       -417.359      -12217.7        -12217.7        5         -8        -469.53          -469.53        
       52.175       260.874       -417.399      -12220        -12220        5         -8        -469.575          -469.575        
       52.18       260.899       -417.439      -12222.4        -12222.4        5         -8        -469.62          -469.62        
       52.185       260.924       -417.479      -12224.7        -12224.7        5         -8        -469.665          -469.665        
       52.19       260.949       -417.519      -12227.1        -12227.1        5         -8        -469.71          -469.71        
       52.195       260.974       -417.559      -12229.4        -12229.4        5         -8        -469.755          -469.755        
       52.2       260.999       -417.599      -12231.8        -12231.8        5         -8        -469.8          -469.8        
       52.205       261.024       -417.639      -12234.1        -12234.1        5         -8        -469.845          -469.845        
       52.21       261.049       -417.679      -12236.5        -12236.5        5         -8        -469.89          -469.89        
       52.215       261.074       -417.719      -12238.8        -12238.8        5         -8        -469.935          -469.935        
       52.22       261.099       -417.759      -12241.2        -12241.2        5         -8        -469.98          -469.98        
       52.225       261.124       -417.799      -12243.5        -12243.5        5         -8        -470.025          -470.025        
       52.23       261.149       -417.839      -12245.9        -12245.9        5         -8        -470.07          -470.07        
       52.235       261.174       -417.879      -12248.2        -12248.2        5         -8        -470.115          -470.115        
       52.24       261.199       -417.919      -12250.6        -12250.6        5         -8        -470.16          -470.16        
       52.245       261.224       -417.959      -12252.9        -12252.9        5         -8        -470.205          -470.205        
       52.25       261.249       -417.999      -12255.3        -12255.3        5         -8        -470.25          -470.25        
       52.255       261.274       -418.039      -12257.6        -12257.6        5         -8        -470.295          -470.295        
       52.26       261.299       -418.079      -12260        -12260        5         -8        -470.34          -470.34        
       52.265       261.324       -418.119      -12262.3        -12262.3        5         -8        -470.385          -470.385        
       52.27       261.349       -418.159      -12264.7        -12264.7        5         -8        -470.43          -470.43        
       52.275       261.374       -418.199      -12267        -12267        5         -8        -470.475          -470.475        
       52.28       261.399       -418.239      -12269.4        -12269.4        5         -8        -470.52          -470.52        
       52.285       261.424       -418.279      -12271.7        -12271.7        5         -8        -470.565          -470.565        
       52.29       261.449       -418.319      -12274.1        -12274.1        5         -8        -470.61          -470.61        
       52.295       261.474       -418.359      -12276.4        -12276.4        5         -8        -470.655          -470.655        
       52.3       261.499       -418.399      -12278.8        -12278.8        5         -8        -470.7          -470.7        
       52.305       261.524       -418.439      -12281.1        -12281.1        5         -8        -470.745          -470.745        
       52.31       261.549       -418.479      -12283.5        -12283.5        5         -8        -470.79          -470.79        
       52.315       261.574       -418.519      -12285.8        -12285.8        5         -8        -470.835          -470.835        
       52.32       261.599       -418.559      -12288.2        -12288.2        5         -8        -470.88          -470.88        
       52.325       261.624       -418.599      -12290.6        -12290.6        5         -8        -470.925          -470.925        
       52.33       261.649       -418.639      -12292.9        -12292.9        5         -8        -470.97          -470.97        
       52.335       261.674       -418.679      -12295.3        -12295.3        5         -8        -471.015          -471.015        
       52.34       261.699       -418.719      -12297.6        -12297.6        5         -8        -471.06          -471.06        
       52.345       261.724       -418.759      -12300        -12300        5         -8        -471.105          -471.105        
       52.35       261.749       -418.799      -12302.3        -12302.3        5         -8        -471.15          -471.15        
       52.355       261.774       -418.839      -12304.7        -12304.7        5         -8        -471.195          -471.195        
       52.36       261.799       -418.879      -12307        -12307        5         -8        -471.24          -471.24        
       52.365       261.824       -418.919      -12309.4        -12309.4        5         -8        -471.285          -471.285        
       52.37       261.849       -418.959      -12311.8        -12311.8        5         -8        -471.33          -471.33        
       52.375       261.874       -418.999      -12314.1        -12314.1        5         -8        -471.375          -471.375        
       52.38       261.899       -419.039      -12316.5        -12316.5        5         -8        -471.42          -471.42        
       52.385       261.924       -419.079      -12318.8        -12318.8        5         -8        -471.465          -471.465        
       52.39       261.949       -419.119      -12321.2        -12321.2        5         -8        -471.51          -471.51        
       52.395       261.974       -419.159      -12323.5        -12323.5        5         -8        -471.555          -471.555        
       52.4       261.999       -419.199      -12325.9        -12325.9        5         -8        -471.6          -471.6        
       52.405       262.024       -419.239      -12328.3        -12328.3        5         -8        -471.645          -471.645        
       52.41       262.049       -419.279      -12330.6        -12330.6        5         -8        -471.69          -471.69        
       52.415       262.074       -419.319      -12333        -12333        5         -8        -471.735          -471.735        
       52.42       262.099       -419.359      -12335.3        -12335.3        5         -8        -471.78          -471.78        
       52.425       262.124       -419.399      -12337.7        -12337.7        5         -8        -471.825          -471.825        
       52.43       262.149       -419.439      -12340        -12340        5         -8        -471.87          -471.87        
       52.435       262.174       -419.479      -12342.4        -12342.4        5         -8        -471.915          -471.915        
       52.44       262.199       -419.519      -12344.8        -12344.8        5         -8        -471.96          -471.96        
       52.445       262.224       -419.559      -12347.1        -12347.1        5         -8        -472.005          -472.005        
       52.45       262.249       -419.599      -12349.5        -12349.5        5         -8        -472.05          -472.05        
       52.455       262.274       -419.639      -12351.8        -12351.8        5         -8        -472.095          -472.095        
       52.46       262.299       -419.679      -12354.2        -12354.2        5         -8        -472.14          -472.14        
       52.465       262.324       -419.719      -12356.6        -12356.6        5         -8        -472.185          -472.185        
       52.47       262.349       -419.759      -12358.9        -12358.9        5         -8        -472.23          -472.23        
       52.475       262.374       -419.799      -12361.3        -12361.3        5         -8        -472.275          -472.275        
       52.48       262.399       -419.839      -12363.7        -12363.7        5         -8        -472.32          -472.32        
       52.485       262.424       -419.879      -12366        -12366        5         -8        -472.365          -472.365        
       52.49       262.449       -419.919      -12368.4        -12368.4        5         -8        -472.41          -472.41        
       52.495       262.474       -419.959      -12370.7        -12370.7        5         -8        -472.455          -472.455        
       52.5       262.499       -419.999      -12373.1        -12373.1        5         -8        -472.5          -472.5        
       52.505       262.524       -420.039      -12375.5        -12375.5        5         -8        -472.545          -472.545        
       52.51       262.549       -420.079      -12377.8        -12377.8        5         -8        -472.59          -472.59        
       52.515       262.574       -420.119      -12380.2        -12380.2        5         -8        -472.635          -472.635        
       52.52       262.599       -420.159      -12382.6        -12382.6        5         -8        -472.68          -472.68        
       52.525       262.624       -420.199      -12384.9        -12384.9        5         -8        -472.725          -472.725        
       52.53       262.649       -420.239      -12387.3        -12387.3        5         -8        -472.77          -472.77        
       52.535       262.674       -420.279      -12389.6        -12389.6        5         -8        -472.815          -472.815        
       52.54       262.699       -420.319      -12392        -12392        5         -8        -472.86          -472.86        
       52.545       262.724       -420.359      -12394.4        -12394.4        5         -8        -472.905          -472.905        
       52.55       262.749       -420.399      -12396.7        -12396.7        5         -8        -472.95          -472.95        
       52.555       262.774       -420.439      -12399.1        -12399.1        5         -8        -472.995          -472.995        
       52.56       262.799       -420.479      -12401.5        -12401.5        5         -8        -473.04          -473.04        
       52.565       262.824       -420.519      -12403.8        -12403.8        5         -8        -473.085          -473.085        
       52.57       262.849       -420.559      -12406.2        -12406.2        5         -8        -473.13          -473.13        
       52.575       262.874       -420.599      -12408.6        -12408.6        5         -8        -473.175          -473.175        
       52.58       262.899       -420.639      -12410.9        -12410.9        5         -8        -473.22          -473.22        
       52.585       262.924       -420.679      -12413.3        -12413.3        5         -8        -473.265          -473.265        
       52.59       262.949       -420.719      -12415.7        -12415.7        5         -8        -473.31          -473.31        
       52.595       262.974       -420.759      -12418        -12418        5         -8        -473.355          -473.355        
       52.6       262.999       -420.799      -12420.4        -12420.4        5         -8        -473.4          -473.4        
       52.605       263.024       -420.839      -12422.8        -12422.8        5         -8        -473.445          -473.445        
       52.61       263.049       -420.879      -12425.1        -12425.1        5         -8        -473.49          -473.49        
       52.615       263.074       -420.919      -12427.5        -12427.5        5         -8        -473.535          -473.535        
       52.62       263.099       -420.959      -12429.9        -12429.9        5         -8        -473.58          -473.58        
       52.625       263.124       -420.999      -12432.2        -12432.2        5         -8        -473.625          -473.625        
       52.63       263.149       -421.039      -12434.6        -12434.6        5         -8        -473.67          -473.67        
       52.635       263.174       -421.079      -12437        -12437        5         -8        -473.715          -473.715        
       52.64       263.199       -421.119      -12439.3        -12439.3        5         -8        -473.76          -473.76        
       52.645       263.224       -421.159      -12441.7        -12441.7        5         -8        -473.805          -473.805        
       52.65       263.249       -421.199      -12444.1        -12444.1        5         -8        -473.85          -473.85        
       52.655       263.274       -421.239      -12446.4        -12446.4        5         -8        -473.895          -473.895        
       52.66       263.299       -421.279      -12448.8        -12448.8        5         -8        -473.94          -473.94        
       52.665       263.324       -421.319      -12451.2        -12451.2        5         -8        -473.985          -473.985        
       52.67       263.349       -421.359      -12453.6        -12453.6        5         -8        -474.03          -474.03        
       52.675       263.374       -421.399      -12455.9        -12455.9        5         -8        -474.075          -474.075        
       52.68       263.399       -421.439      -12458.3        -12458.3        5         -8        -474.12          -474.12        
       52.685       263.424       -421.479      -12460.7        -12460.7        5         -8        -474.165          -474.165        
       52.69       263.449       -421.519      -12463        -12463        5         -8        -474.21          -474.21        
       52.695       263.474       -421.559      -12465.4        -12465.4        5         -8        -474.255          -474.255        
       52.7       263.499       -421.599      -12467.8        -12467.8        5         -8        -474.3          -474.3        
       52.705       263.524       -421.639      -12470.2        -12470.2        5         -8        -474.345          -474.345        
       52.71       263.549       -421.679      -12472.5        -12472.5        5         -8        -474.39          -474.39        
       52.715       263.574       -421.719      -12474.9        -12474.9        5         -8        -474.435          -474.435        
       52.72       263.599       -421.759      -12477.3        -12477.3        5         -8        -474.48          -474.48        
       52.725       263.624       -421.799      -12479.6        -12479.6        5         -8        -474.525          -474.525        
       52.73       263.649       -421.839      -12482        -12482        5         -8        -474.57          -474.57        
       52.735       263.674       -421.879      -12484.4        -12484.4        5         -8        -474.615          -474.615        
       52.74       263.699       -421.919      -12486.8        -12486.8        5         -8        -474.66          -474.66        
       52.745       263.724       -421.959      -12489.1        -12489.1        5         -8        -474.705          -474.705        
       52.75       263.749       -421.999      -12491.5        -12491.5        5         -8        -474.75          -474.75        
       52.755       263.774       -422.039      -12493.9        -12493.9        5         -8        -474.795          -474.795        
       52.76       263.799       -422.079      -12496.3        -12496.3        5         -8        -474.84          -474.84        
       52.765       263.824       -422.119      -12498.6        -12498.6        5         -8        -474.885          -474.885        
       52.77       263.849       -422.159      -12501        -12501        5         -8        -474.93          -474.93        
       52.775       263.874       -422.199      -12503.4        -12503.4        5         -8        -474.975          -474.975        
       52.78       263.899       -422.239      -12505.8        -12505.8        5         -8        -475.02          -475.02        
       52.785       263.924       -422.279      -12508.1        -12508.1        5         -8        -475.065          -475.065        
       52.79       263.949       -422.319      -12510.5        -12510.5        5         -8        -475.11          -475.11        
       52.795       263.974       -422.359      -12512.9        -12512.9        5         -8        -475.155          -475.155        
       52.8       263.999       -422.399      -12515.3        -12515.3        5         -8        -475.2          -475.2        
       52.805       264.024       -422.439      -12517.6        -12517.6        5         -8        -475.245          -475.245        
       52.81       264.049       -422.479      -12520        -12520        5         -8        -475.29          -475.29        
       52.815       264.074       -422.519      -12522.4        -12522.4        5         -8        -475.335          -475.335        
       52.82       264.099       -422.559      -12524.8        -12524.8        5         -8        -475.38          -475.38        
       52.825       264.124       -422.599      -12527.1        -12527.1        5         -8        -475.425          -475.425        
       52.83       264.149       -422.639      -12529.5        -12529.5        5         -8        -475.47          -475.47        
       52.835       264.174       -422.679      -12531.9        -12531.9        5         -8        -475.515          -475.515        
       52.84       264.199       -422.719      -12534.3        -12534.3        5         -8        -475.56          -475.56        
       52.845       264.224       -422.759      -12536.6        -12536.6        5         -8        -475.605          -475.605        
       52.85       264.249       -422.799      -12539        -12539        5         -8        -475.65          -475.65        
       52.855       264.274       -422.839      -12541.4        -12541.4        5         -8        -475.695          -475.695        
       52.86       264.299       -422.879      -12543.8        -12543.8        5         -8        -475.74          -475.74        
       52.865       264.324       -422.919      -12546.2        -12546.2        5         -8        -475.785          -475.785        
       52.87       264.349       -422.959      -12548.5        -12548.5        5         -8        -475.83          -475.83        
       52.875       264.374       -422.999      -12550.9        -12550.9        5         -8        -475.875          -475.875        
       52.88       264.399       -423.039      -12553.3        -12553.3        5         -8        -475.92          -475.92        
       52.885       264.424       -423.079      -12555.7        -12555.7        5         -8        -475.965          -475.965        
       52.89       264.449       -423.119      -12558.1        -12558.1        5         -8        -476.01          -476.01        
       52.895       264.474       -423.159      -12560.4        -12560.4        5         -8        -476.055          -476.055        
       52.9       264.499       -423.199      -12562.8        -12562.8        5         -8        -476.1          -476.1        
       52.905       264.524       -423.239      -12565.2        -12565.2        5         -8        -476.145          -476.145        
       52.91       264.549       -423.279      -12567.6        -12567.6        5         -8        -476.19          -476.19        
       52.915       264.574       -423.319      -12570        -12570        5         -8        -476.235          -476.235        
       52.92       264.599       -423.359      -12572.3        -12572.3        5         -8        -476.28          -476.28        
       52.925       264.624       -423.399      -12574.7        -12574.7        5         -8        -476.325          -476.325        
       52.93       264.649       -423.439      -12577.1        -12577.1        5         -8        -476.37          -476.37        
       52.935       264.674       -423.479      -12579.5        -12579.5        5         -8        -476.415          -476.415        
       52.94       264.699       -423.519      -12581.9        -12581.9        5         -8        -476.46          -476.46        
       52.945       264.724       -423.559      -12584.3        -12584.3        5         -8        -476.505          -476.505        
       52.95       264.749       -423.599      -12586.6        -12586.6        5         -8        -476.55          -476.55        
       52.955       264.774       -423.639      -12589        -12589        5         -8        -476.595          -476.595        
       52.96       264.799       -423.679      -12591.4        -12591.4        5         -8        -476.64          -476.64        
       52.965       264.824       -423.719      -12593.8        -12593.8        5         -8        -476.685          -476.685        
       52.97       264.849       -423.759      -12596.2        -12596.2        5         -8        -476.73          -476.73        
       52.975       264.874       -423.799      -12598.6        -12598.6        5         -8        -476.775          -476.775        
       52.98       264.899       -423.839      -12600.9        -12600.9        5         -8        -476.82          -476.82        
       52.985       264.924       -423.879      -12603.3        -12603.3        5         -8        -476.865          -476.865        
       52.99       264.949       -423.919      -12605.7        -12605.7        5         -8        -476.91          -476.91        
       52.995       264.974       -423.959      -12608.1        -12608.1        5         -8        -476.955          -476.955        
       53       264.999       -423.999      -12610.5        -12610.5        5         -8        -477          -477        
       53.005       265.024       -424.039      -12612.9        -12612.9        5         -8        -477.045          -477.045        
       53.01       265.049       -424.079      -12615.2        -12615.2        5         -8        -477.09          -477.09        
       53.015       265.074       -424.119      -12617.6        -12617.6        5         -8        -477.135          -477.135        
       53.02       265.099       -424.159      -12620        -12620        5         -8        -477.18          -477.18        
       53.025       265.124       -424.199      -12622.4        -12622.4        5         -8        -477.225          -477.225        
       53.03       265.149       -424.239      -12624.8        -12624.8        5         -8        -477.27          -477.27        
       53.035       265.174       -424.279      -12627.2        -12627.2        5         -8        -477.315          -477.315        
       53.04       265.199       -424.319      -12629.6        -12629.6        5         -8        -477.36          -477.36        
       53.045       265.224       -424.359      -12632        -12632        5         -8        -477.405          -477.405        
       53.05       265.249       -424.399      -12634.3        -12634.3        5         -8        -477.45          -477.45        
       53.055       265.274       -424.439      -12636.7        -12636.7        5         -8        -477.495          -477.495        
       53.06       265.299       -424.479      -12639.1        -12639.1        5         -8        -477.54          -477.54        
       53.065       265.324       -424.519      -12641.5        -12641.5        5         -8        -477.585          -477.585        
       53.07       265.349       -424.559      -12643.9        -12643.9        5         -8        -477.63          -477.63        
       53.075       265.374       -424.599      -12646.3        -12646.3        5         -8        -477.675          -477.675        
       53.08       265.399       -424.639      -12648.7        -12648.7        5         -8        -477.72          -477.72        
       53.085       265.424       -424.679      -12651.1        -12651.1        5         -8        -477.765          -477.765        
       53.09       265.449       -424.719      -12653.4        -12653.4        5         -8        -477.81          -477.81        
       53.095       265.474       -424.759      -12655.8        -12655.8        5         -8        -477.855          -477.855        
       53.1       265.499       -424.799      -12658.2        -12658.2        5         -8        -477.9          -477.9        
       53.105       265.524       -424.839      -12660.6        -12660.6        5         -8        -477.945          -477.945        
       53.11       265.549       -424.879      -12663        -12663        5         -8        -477.99          -477.99        
       53.115       265.574       -424.919      -12665.4        -12665.4        5         -8        -478.035          -478.035        
       53.12       265.599       -424.959      -12667.8        -12667.8        5         -8        -478.08          -478.08        
       53.125       265.624       -424.999      -12670.2        -12670.2        5         -8        -478.125          -478.125        
       53.13       265.649       -425.039      -12672.6        -12672.6        5         -8        -478.17          -478.17        
       53.135       265.674       -425.079      -12675        -12675        5         -8        -478.215          -478.215        
       53.14       265.699       -425.119      -12677.3        -12677.3        5         -8        -478.26          -478.26        
       53.145       265.724       -425.159      -12679.7        -12679.7        5         -8        -478.305          -478.305        
       53.15       265.749       -425.199      -12682.1        -12682.1        5         -8        -478.35          -478.35        
       53.155       265.774       -425.239      -12684.5        -12684.5        5         -8        -478.395          -478.395        
       53.16       265.799       -425.279      -12686.9        -12686.9        5         -8        -478.44          -478.44        
       53.165       265.824       -425.319      -12689.3        -12689.3        5         -8        -478.485          -478.485        
       53.17       265.849       -425.359      -12691.7        -12691.7        5         -8        -478.53          -478.53        
       53.175       265.874       -425.399      -12694.1        -12694.1        5         -8        -478.575          -478.575        
       53.18       265.899       -425.439      -12696.5        -12696.5        5         -8        -478.62          -478.62        
       53.185       265.924       -425.479      -12698.9        -12698.9        5         -8        -478.665          -478.665        
       53.19       265.949       -425.519      -12701.3        -12701.3        5         -8        -478.71          -478.71        
       53.195       265.974       -425.559      -12703.7        -12703.7        5         -8        -478.755          -478.755        
       53.2       265.999       -425.599      -12706.1        -12706.1        5         -8        -478.8          -478.8        
       53.205       266.024       -425.639      -12708.5        -12708.5        5         -8        -478.845          -478.845        
       53.21       266.049       -425.679      -12710.8        -12710.8        5         -8        -478.89          -478.89        
       53.215       266.074       -425.719      -12713.2        -12713.2        5         -8        -478.935          -478.935        
       53.22       266.099       -425.759      -12715.6        -12715.6        5         -8        -478.98          -478.98        
       53.225       266.124       -425.799      -12718        -12718        5         -8        -479.025          -479.025        
       53.23       266.149       -425.839      -12720.4        -12720.4        5         -8        -479.07          -479.07        
       53.235       266.174       -425.879      -12722.8        -12722.8        5         -8        -479.115          -479.115        
       53.24       266.199       -425.919      -12725.2        -12725.2        5         -8        -479.16          -479.16        
       53.245       266.224       -425.959      -12727.6        -12727.6        5         -8        -479.205          -479.205        
       53.25       266.249       -425.999      -12730        -12730        5         -8        -479.25          -479.25        
       53.255       266.274       -426.039      -12732.4        -12732.4        5         -8        -479.295          -479.295        
       53.26       266.299       -426.079      -12734.8        -12734.8        5         -8        -479.34          -479.34        
       53.265       266.324       -426.119      -12737.2        -12737.2        5         -8        -479.385          -479.385        
       53.27       266.349       -426.159      -12739.6        -12739.6        5         -8        -479.43          -479.43        
       53.275       266.374       -426.199      -12742        -12742        5         -8        -479.475          -479.475        
       53.28       266.399       -426.239      -12744.4        -12744.4        5         -8        -479.52          -479.52        
       53.285       266.424       -426.279      -12746.8        -12746.8        5         -8        -479.565          -479.565        
       53.29       266.449       -426.319      -12749.2        -12749.2        5         -8        -479.61          -479.61        
       53.295       266.474       -426.359      -12751.6        -12751.6        5         -8        -479.655          -479.655        
       53.3       266.499       -426.399      -12754        -12754        5         -8        -479.7          -479.7        
       53.305       266.524       -426.439      -12756.4        -12756.4        5         -8        -479.745          -479.745        
       53.31       266.549       -426.479      -12758.8        -12758.8        5         -8        -479.79          -479.79        
       53.315       266.574       -426.519      -12761.2        -12761.2        5         -8        -479.835          -479.835        
       53.32       266.599       -426.559      -12763.6        -12763.6        5         -8        -479.88          -479.88        
       53.325       266.624       -426.599      -12766        -12766        5         -8        -479.925          -479.925        
       53.33       266.649       -426.639      -12768.4        -12768.4        5         -8        -479.97          -479.97        
       53.335       266.674       -426.679      -12770.8        -12770.8        5         -8        -480.015          -480.015        
       53.34       266.699       -426.719      -12773.2        -12773.2        5         -8        -480.06          -480.06        
       53.345       266.724       -426.759      -12775.6        -12775.6        5         -8        -480.105          -480.105        
       53.35       266.749       -426.799      -12778        -12778        5         -8        -480.15          -480.15        
       53.355       266.774       -426.839      -12780.4        -12780.4        5         -8        -480.195          -480.195        
       53.36       266.799       -426.879      -12782.8        -12782.8        5         -8        -480.24          -480.24        
       53.365       266.824       -426.919      -12785.2        -12785.2        5         -8        -480.285          -480.285        
       53.37       266.849       -426.959      -12787.6        -12787.6        5         -8        -480.33          -480.33        
       53.375       266.874       -426.999      -12790        -12790        5         -8        -480.375          -480.375        
       53.38       266.899       -427.039      -12792.4        -12792.4        5         -8        -480.42          -480.42        
       53.385       266.924       -427.079      -12794.8        -12794.8        5         -8        -480.465          -480.465        
       53.39       266.949       -427.119      -12797.2        -12797.2        5         -8        -480.51          -480.51        
       53.395       266.974       -427.159      -12799.6        -12799.6        5         -8        -480.555          -480.555        
       53.4       266.999       -427.199      -12802        -12802        5         -8        -480.6          -480.6        
       53.405       267.024       -427.239      -12804.4        -12804.4        5         -8        -480.645          -480.645        
       53.41       267.049       -427.279      -12806.8        -12806.8        5         -8        -480.69          -480.69        
       53.415       267.074       -427.319      -12809.2        -12809.2        5         -8        -480.735          -480.735        
       53.42       267.099       -427.359      -12811.6        -12811.6        5         -8        -480.78          -480.78        
       53.425       267.124       -427.399      -12814        -12814        5         -8        -480.825          -480.825        
       53.43       267.149       -427.439      -12816.4        -12816.4        5         -8        -480.87          -480.87        
       53.435       267.174       -427.479      -12818.8        -12818.8        5         -8        -480.915          -480.915        
       53.44       267.199       -427.519      -12821.2        -12821.2        5         -8        -480.96          -480.96        
       53.445       267.224       -427.559      -12823.6        -12823.6        5         -8        -481.005          -481.005        
       53.45       267.249       -427.599      -12826        -12826        5         -8        -481.05          -481.05        
       53.455       267.274       -427.639      -12828.4        -12828.4        5         -8        -481.095          -481.095        
       53.46       267.299       -427.679      -12830.8        -12830.8        5         -8        -481.14          -481.14        
       53.465       267.324       -427.719      -12833.3        -12833.3        5         -8        -481.185          -481.185        
       53.47       267.349       -427.759      -12835.7        -12835.7        5         -8        -481.23          -481.23        
       53.475       267.374       -427.799      -12838.1        -12838.1        5         -8        -481.275          -481.275        
       53.48       267.399       -427.839      -12840.5        -12840.5        5         -8        -481.32          -481.32        
       53.485       267.424       -427.879      -12842.9        -12842.9        5         -8        -481.365          -481.365        
       53.49       267.449       -427.919      -12845.3        -12845.3        5         -8        -481.41          -481.41        
       53.495       267.474       -427.959      -12847.7        -12847.7        5         -8        -481.455          -481.455        
