#      t_n         x_n         xteo        err    
       37.07       -19.3939       -19.3939        2.86916e-05
       37.075       -19.4042       -19.4042        2.87024e-05
       37.08       -19.4143       -19.4144        2.87128e-05
       37.085       -19.4243       -19.4243        2.8723e-05
       37.09       -19.434       -19.434        2.87329e-05
       37.095       -19.4435       -19.4436        2.87425e-05
       37.1       -19.4529       -19.4529        2.87519e-05
       37.105       -19.462       -19.462        2.87609e-05
       37.11       -19.4709       -19.471        2.87696e-05
       37.115       -19.4796       -19.4797        2.87781e-05
       37.12       -19.4882       -19.4882        2.87863e-05
       37.125       -19.4965       -19.4965        2.87942e-05
       37.13       -19.5046       -19.5046        2.88018e-05
       37.135       -19.5125       -19.5125        2.88091e-05
       37.14       -19.5202       -19.5202        2.88161e-05
       37.145       -19.5277       -19.5277        2.88228e-05
       37.15       -19.535       -19.535        2.88293e-05
       37.155       -19.542       -19.5421        2.88354e-05
       37.16       -19.5489       -19.5489        2.88413e-05
       37.165       -19.5556       -19.5556        2.88469e-05
       37.17       -19.5621       -19.5621        2.88521e-05
       37.175       -19.5683       -19.5684        2.88572e-05
       37.18       -19.5744       -19.5744        2.88619e-05
       37.185       -19.5802       -19.5803        2.88663e-05
       37.19       -19.5859       -19.5859        2.88704e-05
       37.195       -19.5913       -19.5914        2.88743e-05
       37.2       -19.5966       -19.5966        2.88778e-05
       37.205       -19.6016       -19.6016        2.88811e-05
       37.21       -19.6064       -19.6065        2.88841e-05
       37.215       -19.6111       -19.6111        2.88868e-05
       37.22       -19.6155       -19.6155        2.88892e-05
       37.225       -19.6197       -19.6197        2.88913e-05
       37.23       -19.6237       -19.6237        2.88931e-05
       37.235       -19.6275       -19.6275        2.88947e-05
       37.24       -19.6311       -19.6311        2.88959e-05
       37.245       -19.6345       -19.6345        2.88969e-05
       37.25       -19.6377       -19.6377        2.88975e-05
       37.255       -19.6407       -19.6407        2.88979e-05
       37.26       -19.6435       -19.6435        2.8898e-05
       37.265       -19.646       -19.6461        2.88978e-05
       37.27       -19.6484       -19.6484        2.88973e-05
       37.275       -19.6505       -19.6506        2.88966e-05
       37.28       -19.6525       -19.6525        2.88955e-05
       37.285       -19.6542       -19.6543        2.88942e-05
       37.29       -19.6558       -19.6558        2.88925e-05
       37.295       -19.6571       -19.6572        2.88906e-05
       37.3       -19.6583       -19.6583        2.88884e-05
       37.305       -19.6592       -19.6592        2.88859e-05
       37.31       -19.6599       -19.6599        2.88831e-05
       37.315       -19.6604       -19.6604        2.888e-05
       37.32       -19.6607       -19.6608        2.88766e-05
       37.325       -19.6608       -19.6609        2.88729e-05
       37.33       -19.6607       -19.6608        2.8869e-05
       37.335       -19.6604       -19.6604        2.88648e-05
       37.34       -19.6599       -19.6599        2.88602e-05
       37.345       -19.6592       -19.6592        2.88554e-05
       37.35       -19.6583       -19.6583        2.88503e-05
       37.355       -19.6571       -19.6572        2.88449e-05
       37.36       -19.6558       -19.6558        2.88392e-05
       37.365       -19.6542       -19.6543        2.88333e-05
       37.37       -19.6525       -19.6525        2.8827e-05
       37.375       -19.6505       -19.6506        2.88205e-05
       37.38       -19.6484       -19.6484        2.88136e-05
       37.385       -19.646       -19.646        2.88065e-05
       37.39       -19.6434       -19.6435        2.87991e-05
       37.395       -19.6407       -19.6407        2.87914e-05
       37.4       -19.6377       -19.6377        2.87834e-05
       37.405       -19.6345       -19.6345        2.87751e-05
       37.41       -19.6311       -19.6311        2.87666e-05
       37.415       -19.6275       -19.6275        2.87577e-05
       37.42       -19.6237       -19.6237        2.87486e-05
       37.425       -19.6197       -19.6197        2.87392e-05
       37.43       -19.6155       -19.6155        2.87295e-05
       37.435       -19.611       -19.6111        2.87195e-05
       37.44       -19.6064       -19.6064        2.87092e-05
       37.445       -19.6016       -19.6016        2.86986e-05
       37.45       -19.5966       -19.5966        2.86877e-05
       37.455       -19.5913       -19.5913        2.86766e-05
       37.46       -19.5859       -19.5859        2.86652e-05
       37.465       -19.5802       -19.5802        2.86534e-05
       37.47       -19.5744       -19.5744        2.86414e-05
       37.475       -19.5683       -19.5683        2.86291e-05
       37.48       -19.562       -19.5621        2.86166e-05
       37.485       -19.5556       -19.5556        2.86037e-05
       37.49       -19.5489       -19.5489        2.85905e-05
       37.495       -19.542       -19.542        2.85771e-05
       37.5       -19.5349       -19.5349        2.85634e-05
       37.505       -19.5276       -19.5277        2.85494e-05
       37.51       -19.5201       -19.5202        2.85351e-05
       37.515       -19.5124       -19.5125        2.85205e-05
       37.52       -19.5045       -19.5046        2.85056e-05
       37.525       -19.4964       -19.4965        2.84905e-05
       37.53       -19.4881       -19.4881        2.84751e-05
       37.535       -19.4796       -19.4796        2.84593e-05
       37.54       -19.4709       -19.4709        2.84433e-05
       37.545       -19.462       -19.462        2.84271e-05
       37.55       -19.4528       -19.4529        2.84105e-05
       37.555       -19.4435       -19.4435        2.83936e-05
       37.56       -19.434       -19.434        2.83765e-05
       37.565       -19.4242       -19.4243        2.83591e-05
       37.57       -19.4143       -19.4143        2.83414e-05
       37.575       -19.4042       -19.4042        2.83234e-05
       37.58       -19.3938       -19.3938        2.83051e-05
       37.585       -19.3833       -19.3833        2.82865e-05
       37.59       -19.3725       -19.3725        2.82677e-05
       37.595       -19.3615       -19.3616        2.82486e-05
       37.6       -19.3504       -19.3504        2.82292e-05
       37.605       -19.339       -19.3391        2.82095e-05
       37.61       -19.3275       -19.3275        2.81895e-05
       37.615       -19.3157       -19.3157        2.81693e-05
       37.62       -19.3037       -19.3038        2.81487e-05
       37.625       -19.2916       -19.2916        2.81279e-05
       37.63       -19.2792       -19.2792        2.81068e-05
       37.635       -19.2666       -19.2666        2.80855e-05
       37.64       -19.2538       -19.2539        2.80638e-05
       37.645       -19.2409       -19.2409        2.80419e-05
       37.65       -19.2277       -19.2277        2.80196e-05
       37.655       -19.2143       -19.2143        2.79972e-05
       37.66       -19.2007       -19.2007        2.79744e-05
       37.665       -19.1869       -19.187        2.79513e-05
       37.67       -19.1729       -19.173        2.7928e-05
       37.675       -19.1588       -19.1588        2.79044e-05
       37.68       -19.1444       -19.1444        2.78805e-05
       37.685       -19.1298       -19.1298        2.78563e-05
       37.69       -19.115       -19.115        2.78319e-05
       37.695       -19.1       -19.1        2.78071e-05
       37.7       -19.0848       -19.0849        2.77821e-05
       37.705       -19.0694       -19.0695        2.77568e-05
       37.71       -19.0539       -19.0539        2.77313e-05
       37.715       -19.0381       -19.0381        2.77054e-05
       37.72       -19.0221       -19.0221        2.76793e-05
       37.725       -19.0059       -19.0059        2.76529e-05
       37.73       -18.9895       -18.9895        2.76262e-05
       37.735       -18.9729       -18.9729        2.75993e-05
       37.74       -18.9561       -18.9562        2.75721e-05
       37.745       -18.9392       -18.9392        2.75446e-05
       37.75       -18.922       -18.922        2.75168e-05
       37.755       -18.9046       -18.9046        2.74888e-05
       37.76       -18.887       -18.887        2.74604e-05
       37.765       -18.8692       -18.8693        2.74318e-05
       37.77       -18.8513       -18.8513        2.7403e-05
       37.775       -18.8331       -18.8331        2.73738e-05
       37.78       -18.8147       -18.8148        2.73444e-05
       37.785       -18.7962       -18.7962        2.73147e-05
       37.79       -18.7774       -18.7774        2.72847e-05
       37.795       -18.7584       -18.7585        2.72545e-05
       37.8       -18.7393       -18.7393        2.7224e-05
       37.805       -18.7199       -18.72        2.71932e-05
       37.81       -18.7004       -18.7004        2.71621e-05
       37.815       -18.6806       -18.6807        2.71308e-05
       37.82       -18.6607       -18.6607        2.70992e-05
       37.825       -18.6406       -18.6406        2.70674e-05
       37.83       -18.6202       -18.6203        2.70352e-05
       37.835       -18.5997       -18.5997        2.70028e-05
       37.84       -18.579       -18.579        2.69701e-05
       37.845       -18.5581       -18.5581        2.69372e-05
       37.85       -18.537       -18.537        2.6904e-05
       37.855       -18.5157       -18.5157        2.68705e-05
       37.86       -18.4942       -18.4942        2.68367e-05
       37.865       -18.4725       -18.4725        2.68027e-05
       37.87       -18.4506       -18.4506        2.67684e-05
       37.875       -18.4285       -18.4285        2.67338e-05
       37.88       -18.4062       -18.4062        2.6699e-05
       37.885       -18.3837       -18.3838        2.66639e-05
       37.89       -18.3611       -18.3611        2.66285e-05
       37.895       -18.3382       -18.3382        2.65929e-05
       37.9       -18.3152       -18.3152        2.6557e-05
       37.905       -18.2919       -18.292        2.65209e-05
       37.91       -18.2685       -18.2685        2.64844e-05
       37.915       -18.2449       -18.2449        2.64478e-05
       37.92       -18.2211       -18.2211        2.64108e-05
       37.925       -18.1971       -18.1971        2.63736e-05
       37.93       -18.1729       -18.1729        2.63361e-05
       37.935       -18.1485       -18.1485        2.62984e-05
       37.94       -18.1239       -18.1239        2.62603e-05
       37.945       -18.0991       -18.0991        2.62221e-05
       37.95       -18.0742       -18.0742        2.61835e-05
       37.955       -18.049       -18.049        2.61448e-05
       37.96       -18.0237       -18.0237        2.61057e-05
       37.965       -17.9981       -17.9982        2.60664e-05
       37.97       -17.9724       -17.9725        2.60268e-05
       37.975       -17.9465       -17.9465        2.5987e-05
       37.98       -17.9204       -17.9204        2.59469e-05
       37.985       -17.8941       -17.8942        2.59065e-05
       37.99       -17.8677       -17.8677        2.58659e-05
       37.995       -17.841       -17.841        2.5825e-05
       38       -17.8142       -17.8142        2.57839e-05
       38.005       -17.7871       -17.7872        2.57425e-05
       38.01       -17.7599       -17.7599        2.57009e-05
       38.015       -17.7325       -17.7325        2.5659e-05
       38.02       -17.7049       -17.7049        2.56168e-05
       38.025       -17.6771       -17.6771        2.55744e-05
       38.03       -17.6492       -17.6492        2.55317e-05
       38.035       -17.621       -17.621        2.54888e-05
       38.04       -17.5927       -17.5927        2.54456e-05
       38.045       -17.5641       -17.5642        2.54022e-05
       38.05       -17.5354       -17.5355        2.53585e-05
       38.055       -17.5065       -17.5066        2.53145e-05
       38.06       -17.4775       -17.4775        2.52703e-05
       38.065       -17.4482       -17.4482        2.52259e-05
       38.07       -17.4188       -17.4188        2.51812e-05
       38.075       -17.3891       -17.3892        2.51362e-05
       38.08       -17.3593       -17.3594        2.5091e-05
       38.085       -17.3293       -17.3294        2.50456e-05
       38.09       -17.2992       -17.2992        2.49999e-05
       38.095       -17.2688       -17.2688        2.49539e-05
       38.1       -17.2383       -17.2383        2.49077e-05
       38.105       -17.2075       -17.2076        2.48612e-05
       38.11       -17.1766       -17.1767        2.48145e-05
       38.115       -17.1456       -17.1456        2.47676e-05
       38.12       -17.1143       -17.1143        2.47204e-05
       38.125       -17.0828       -17.0829        2.46729e-05
       38.13       -17.0512       -17.0512        2.46252e-05
       38.135       -17.0194       -17.0194        2.45773e-05
       38.14       -16.9874       -16.9875        2.45291e-05
       38.145       -16.9553       -16.9553        2.44807e-05
       38.15       -16.9229       -16.923        2.4432e-05
       38.155       -16.8904       -16.8904        2.43831e-05
       38.16       -16.8577       -16.8577        2.43339e-05
       38.165       -16.8248       -16.8249        2.42845e-05
       38.17       -16.7918       -16.7918        2.42349e-05
       38.175       -16.7586       -16.7586        2.4185e-05
       38.18       -16.7252       -16.7252        2.41348e-05
       38.185       -16.6916       -16.6916        2.40845e-05
       38.19       -16.6578       -16.6578        2.40339e-05
       38.195       -16.6239       -16.6239        2.3983e-05
       38.2       -16.5898       -16.5898        2.39319e-05
       38.205       -16.5555       -16.5555        2.38806e-05
       38.21       -16.521       -16.5211        2.3829e-05
       38.215       -16.4864       -16.4864        2.37772e-05
       38.22       -16.4516       -16.4516        2.37251e-05
       38.225       -16.4166       -16.4166        2.36729e-05
       38.23       -16.3815       -16.3815        2.36203e-05
       38.235       -16.3461       -16.3462        2.35676e-05
       38.24       -16.3106       -16.3107        2.35146e-05
       38.245       -16.275       -16.275        2.34613e-05
       38.25       -16.2391       -16.2391        2.34079e-05
       38.255       -16.2031       -16.2031        2.33542e-05
       38.26       -16.1669       -16.1669        2.33003e-05
       38.265       -16.1306       -16.1306        2.32461e-05
       38.27       -16.094       -16.094        2.31917e-05
       38.275       -16.0573       -16.0573        2.31371e-05
       38.28       -16.0205       -16.0205        2.30822e-05
       38.285       -15.9834       -15.9834        2.30271e-05
       38.29       -15.9462       -15.9462        2.29718e-05
       38.295       -15.9088       -15.9089        2.29162e-05
       38.3       -15.8713       -15.8713        2.28605e-05
       38.305       -15.8336       -15.8336        2.28045e-05
       38.31       -15.7957       -15.7957        2.27482e-05
       38.315       -15.7577       -15.7577        2.26917e-05
       38.32       -15.7194       -15.7195        2.26351e-05
       38.325       -15.6811       -15.6811        2.25781e-05
       38.33       -15.6425       -15.6425        2.2521e-05
       38.335       -15.6038       -15.6038        2.24636e-05
       38.34       -15.5649       -15.565        2.2406e-05
       38.345       -15.5259       -15.5259        2.23482e-05
       38.35       -15.4867       -15.4867        2.22902e-05
       38.355       -15.4473       -15.4473        2.22319e-05
       38.36       -15.4078       -15.4078        2.21734e-05
       38.365       -15.3681       -15.3681        2.21147e-05
       38.37       -15.3282       -15.3283        2.20558e-05
       38.375       -15.2882       -15.2882        2.19966e-05
       38.38       -15.248       -15.2481        2.19373e-05
       38.385       -15.2077       -15.2077        2.18777e-05
       38.39       -15.1672       -15.1672        2.18179e-05
       38.395       -15.1265       -15.1265        2.17579e-05
       38.4       -15.0857       -15.0857        2.16976e-05
       38.405       -15.0447       -15.0447        2.16372e-05
       38.41       -15.0036       -15.0036        2.15765e-05
       38.415       -14.9623       -14.9623        2.15156e-05
       38.42       -14.9208       -14.9208        2.14545e-05
       38.425       -14.8792       -14.8792        2.13932e-05
       38.43       -14.8374       -14.8374        2.13316e-05
       38.435       -14.7955       -14.7955        2.12699e-05
       38.44       -14.7534       -14.7534        2.12079e-05
       38.445       -14.7111       -14.7111        2.11458e-05
       38.45       -14.6687       -14.6687        2.10834e-05
       38.455       -14.6261       -14.6262        2.10208e-05
       38.46       -14.5834       -14.5834        2.0958e-05
       38.465       -14.5405       -14.5406        2.0895e-05
       38.47       -14.4975       -14.4975        2.08317e-05
       38.475       -14.4543       -14.4543        2.07683e-05
       38.48       -14.411       -14.411        2.07047e-05
       38.485       -14.3675       -14.3675        2.06408e-05
       38.49       -14.3239       -14.3239        2.05768e-05
       38.495       -14.2801       -14.2801        2.05125e-05
       38.5       -14.2361       -14.2361        2.0448e-05
       38.505       -14.192       -14.192        2.03834e-05
       38.51       -14.1478       -14.1478        2.03185e-05
       38.515       -14.1034       -14.1034        2.02534e-05
       38.52       -14.0588       -14.0588        2.01881e-05
       38.525       -14.0141       -14.0141        2.01227e-05
       38.53       -13.9693       -13.9693        2.0057e-05
       38.535       -13.9243       -13.9243        1.99911e-05
       38.54       -13.8791       -13.8791        1.9925e-05
       38.545       -13.8338       -13.8339        1.98587e-05
       38.55       -13.7884       -13.7884        1.97923e-05
       38.555       -13.7428       -13.7428        1.97256e-05
       38.56       -13.6971       -13.6971        1.96587e-05
       38.565       -13.6512       -13.6512        1.95916e-05
       38.57       -13.6052       -13.6052        1.95244e-05
       38.575       -13.559       -13.559        1.94569e-05
       38.58       -13.5127       -13.5127        1.93893e-05
       38.585       -13.4662       -13.4662        1.93214e-05
       38.59       -13.4196       -13.4196        1.92534e-05
       38.595       -13.3729       -13.3729        1.91851e-05
       38.6       -13.326       -13.326        1.91167e-05
       38.605       -13.2789       -13.2789        1.90481e-05
       38.61       -13.2317       -13.2318        1.89793e-05
       38.615       -13.1844       -13.1845        1.89103e-05
       38.62       -13.137       -13.137        1.88411e-05
       38.625       -13.0894       -13.0894        1.87717e-05
       38.63       -13.0416       -13.0417        1.87022e-05
       38.635       -12.9938       -12.9938        1.86324e-05
       38.64       -12.9457       -12.9458        1.85625e-05
       38.645       -12.8976       -12.8976        1.84924e-05
       38.65       -12.8493       -12.8493        1.8422e-05
       38.655       -12.8009       -12.8009        1.83516e-05
       38.66       -12.7523       -12.7523        1.82809e-05
       38.665       -12.7036       -12.7036        1.821e-05
       38.67       -12.6547       -12.6548        1.8139e-05
       38.675       -12.6058       -12.6058        1.80678e-05
       38.68       -12.5567       -12.5567        1.79964e-05
       38.685       -12.5074       -12.5074        1.79248e-05
       38.69       -12.458       -12.458        1.7853e-05
       38.695       -12.4085       -12.4085        1.77811e-05
       38.7       -12.3589       -12.3589        1.7709e-05
       38.705       -12.3091       -12.3091        1.76367e-05
       38.71       -12.2592       -12.2592        1.75642e-05
       38.715       -12.2091       -12.2091        1.74916e-05
       38.72       -12.1589       -12.159        1.74187e-05
       38.725       -12.1086       -12.1087        1.73457e-05
       38.73       -12.0582       -12.0582        1.72726e-05
       38.735       -12.0076       -12.0076        1.71992e-05
       38.74       -11.9569       -11.9569        1.71257e-05
       38.745       -11.9061       -11.9061        1.7052e-05
       38.75       -11.8552       -11.8552        1.69782e-05
       38.755       -11.8041       -11.8041        1.69042e-05
       38.76       -11.7529       -11.7529        1.683e-05
       38.765       -11.7015       -11.7015        1.67556e-05
       38.77       -11.6501       -11.6501        1.66811e-05
       38.775       -11.5985       -11.5985        1.66064e-05
       38.78       -11.5468       -11.5468        1.65315e-05
       38.785       -11.4949       -11.495        1.64565e-05
       38.79       -11.443       -11.443        1.63813e-05
       38.795       -11.3909       -11.3909        1.63059e-05
       38.8       -11.3387       -11.3387        1.62304e-05
       38.805       -11.2864       -11.2864        1.61547e-05
       38.81       -11.2339       -11.2339        1.60789e-05
       38.815       -11.1813       -11.1813        1.60029e-05
       38.82       -11.1286       -11.1286        1.59267e-05
       38.825       -11.0758       -11.0758        1.58504e-05
       38.83       -11.0229       -11.0229        1.57739e-05
       38.835       -10.9698       -10.9698        1.56973e-05
       38.84       -10.9167       -10.9167        1.56205e-05
       38.845       -10.8634       -10.8634        1.55435e-05
       38.85       -10.81       -10.81        1.54664e-05
       38.855       -10.7564       -10.7564        1.53892e-05
       38.86       -10.7028       -10.7028        1.53118e-05
       38.865       -10.649       -10.649        1.52342e-05
       38.87       -10.5952       -10.5952        1.51565e-05
       38.875       -10.5412       -10.5412        1.50786e-05
       38.88       -10.4871       -10.4871        1.50006e-05
       38.885       -10.4328       -10.4329        1.49224e-05
       38.89       -10.3785       -10.3785        1.48441e-05
       38.895       -10.3241       -10.3241        1.47656e-05
       38.9       -10.2695       -10.2695        1.4687e-05
       38.905       -10.2148       -10.2149        1.46082e-05
       38.91       -10.1601       -10.1601        1.45293e-05
       38.915       -10.1052       -10.1052        1.44503e-05
       38.92       -10.0502       -10.0502        1.43711e-05
       38.925       -9.99506       -9.99507        1.42917e-05
       38.93       -9.93984       -9.93985        1.42122e-05
       38.935       -9.88451       -9.88453        1.41326e-05
       38.94       -9.82907       -9.82909        1.40528e-05
       38.945       -9.77353       -9.77354        1.39729e-05
       38.95       -9.71788       -9.71789        1.38929e-05
       38.955       -9.66212       -9.66214        1.38127e-05
       38.96       -9.60626       -9.60627        1.37324e-05
       38.965       -9.55029       -9.55031        1.36519e-05
       38.97       -9.49422       -9.49423        1.35713e-05
       38.975       -9.43804       -9.43806        1.34906e-05
       38.98       -9.38176       -9.38178        1.34097e-05
       38.985       -9.32538       -9.32539        1.33287e-05
       38.99       -9.26889       -9.26891        1.32475e-05
       38.995       -9.21231       -9.21232        1.31663e-05
       39       -9.15562       -9.15563        1.30849e-05
       39.005       -9.09883       -9.09884        1.30033e-05
       39.01       -9.04194       -9.04195        1.29217e-05
       39.015       -8.98495       -8.98496        1.28399e-05
       39.02       -8.92786       -8.92788        1.27579e-05
       39.025       -8.87068       -8.87069        1.26759e-05
       39.03       -8.81339       -8.81341        1.25937e-05
       39.035       -8.75601       -8.75602        1.25114e-05
       39.04       -8.69853       -8.69855        1.2429e-05
       39.045       -8.64096       -8.64097        1.23464e-05
       39.05       -8.58329       -8.5833        1.22638e-05
       39.055       -8.52552       -8.52554        1.2181e-05
       39.06       -8.46766       -8.46768        1.2098e-05
       39.065       -8.40971       -8.40972        1.2015e-05
       39.07       -8.35166       -8.35168        1.19318e-05
       39.075       -8.29353       -8.29354        1.18486e-05
       39.08       -8.23529       -8.23531        1.17652e-05
       39.085       -8.17697       -8.17698        1.16817e-05
       39.09       -8.11856       -8.11857        1.1598e-05
       39.095       -8.06005       -8.06007        1.15143e-05
       39.1       -8.00146       -8.00147        1.14304e-05
       39.105       -7.94278       -7.94279        1.13464e-05
       39.11       -7.88401       -7.88402        1.12623e-05
       39.115       -7.82515       -7.82516        1.11781e-05
       39.12       -7.7662       -7.76621        1.10938e-05
       39.125       -7.70717       -7.70718        1.10094e-05
       39.13       -7.64805       -7.64806        1.09249e-05
       39.135       -7.58884       -7.58885        1.08402e-05
       39.14       -7.52955       -7.52956        1.07555e-05
       39.145       -7.47018       -7.47019        1.06706e-05
       39.15       -7.41072       -7.41073        1.05856e-05
       39.155       -7.35118       -7.35119        1.05006e-05
       39.16       -7.29155       -7.29156        1.04154e-05
       39.165       -7.23185       -7.23186        1.03301e-05
       39.17       -7.17206       -7.17207        1.02447e-05
       39.175       -7.11219       -7.1122        1.01592e-05
       39.18       -7.05224       -7.05225        1.00736e-05
       39.185       -6.99221       -6.99222        9.98794e-06
       39.19       -6.9321       -6.93211        9.90215e-06
       39.195       -6.87192       -6.87193        9.81626e-06
       39.2       -6.81165       -6.81166        9.73027e-06
       39.205       -6.75131       -6.75132        9.64418e-06
       39.21       -6.69089       -6.6909        9.558e-06
       39.215       -6.6304       -6.63041        9.47173e-06
       39.22       -6.56983       -6.56984        9.38535e-06
       39.225       -6.50918       -6.50919        9.29889e-06
       39.23       -6.44847       -6.44847        9.21233e-06
       39.235       -6.38767       -6.38768        9.12568e-06
       39.24       -6.32681       -6.32682        9.03894e-06
       39.245       -6.26587       -6.26588        8.9521e-06
       39.25       -6.20486       -6.20487        8.86518e-06
       39.255       -6.14378       -6.14379        8.77817e-06
       39.26       -6.08263       -6.08264        8.69107e-06
       39.265       -6.02141       -6.02142        8.60389e-06
       39.27       -5.96012       -5.96012        8.51662e-06
       39.275       -5.89876       -5.89877        8.42926e-06
       39.28       -5.83733       -5.83734        8.34182e-06
       39.285       -5.77583       -5.77584        8.25429e-06
       39.29       -5.71427       -5.71428        8.16669e-06
       39.295       -5.65264       -5.65265        8.079e-06
       39.3       -5.59095       -5.59096        7.99123e-06
       39.305       -5.52919       -5.5292        7.90338e-06
       39.31       -5.46737       -5.46738        7.81545e-06
       39.315       -5.40548       -5.40549        7.72745e-06
       39.32       -5.34353       -5.34354        7.63936e-06
       39.325       -5.28152       -5.28152        7.5512e-06
       39.33       -5.21944       -5.21945        7.46297e-06
       39.335       -5.15731       -5.15731        7.37466e-06
       39.34       -5.09511       -5.09512        7.28628e-06
       39.345       -5.03285       -5.03286        7.19782e-06
       39.35       -4.97054       -4.97054        7.10929e-06
       39.355       -4.90816       -4.90817        7.02069e-06
       39.36       -4.84573       -4.84573        6.93202e-06
       39.365       -4.78323       -4.78324        6.84328e-06
       39.37       -4.72069       -4.72069        6.75448e-06
       39.375       -4.65808       -4.65809        6.6656e-06
       39.38       -4.59542       -4.59543        6.57666e-06
       39.385       -4.53271       -4.53271        6.48765e-06
       39.39       -4.46994       -4.46994        6.39858e-06
       39.395       -4.40711       -4.40712        6.30944e-06
       39.4       -4.34424       -4.34424        6.22024e-06
       39.405       -4.28131       -4.28131        6.13098e-06
       39.41       -4.21832       -4.21833        6.04166e-06
       39.415       -4.15529       -4.1553        5.95228e-06
       39.42       -4.09221       -4.09221        5.86284e-06
       39.425       -4.02907       -4.02908        5.77333e-06
       39.43       -3.96589       -3.9659        5.68378e-06
       39.435       -3.90266       -3.90267        5.59416e-06
       39.44       -3.83938       -3.83939        5.50449e-06
       39.445       -3.77605       -3.77606        5.41476e-06
       39.45       -3.71268       -3.71268        5.32498e-06
       39.455       -3.64926       -3.64926        5.23515e-06
       39.46       -3.58579       -3.5858        5.14526e-06
       39.465       -3.52228       -3.52228        5.05532e-06
       39.47       -3.45872       -3.45873        4.96533e-06
       39.475       -3.39512       -3.39513        4.8753e-06
       39.48       -3.33148       -3.33149        4.78521e-06
       39.485       -3.2678       -3.2678        4.69508e-06
       39.49       -3.20407       -3.20408        4.60489e-06
       39.495       -3.1403       -3.14031        4.51467e-06
       39.5       -3.07649       -3.0765        4.42439e-06
       39.505       -3.01265       -3.01265        4.33408e-06
       39.51       -2.94876       -2.94876        4.24372e-06
       39.515       -2.88483       -2.88484        4.15331e-06
       39.52       -2.82087       -2.82087        4.06287e-06
       39.525       -2.75687       -2.75687        3.97239e-06
       39.53       -2.69283       -2.69283        3.88186e-06
       39.535       -2.62875       -2.62876        3.7913e-06
       39.54       -2.56464       -2.56465        3.7007e-06
       39.545       -2.5005       -2.5005        3.61006e-06
       39.55       -2.43632       -2.43632        3.51938e-06
       39.555       -2.37211       -2.37211        3.42867e-06
       39.56       -2.30786       -2.30787        3.33793e-06
       39.565       -2.24358       -2.24359        3.24715e-06
       39.57       -2.17928       -2.17928        3.15634e-06
       39.575       -2.11494       -2.11494        3.0655e-06
       39.58       -2.05057       -2.05057        2.97463e-06
       39.585       -1.98617       -1.98617        2.88373e-06
       39.59       -1.92174       -1.92174        2.7928e-06
       39.595       -1.85728       -1.85728        2.70184e-06
       39.6       -1.7928       -1.7928        2.61086e-06
       39.605       -1.72828       -1.72829        2.51984e-06
       39.61       -1.66374       -1.66375        2.42881e-06
       39.615       -1.59918       -1.59918        2.33775e-06
       39.62       -1.53459       -1.53459        2.24666e-06
       39.625       -1.46998       -1.46998        2.15556e-06
       39.63       -1.40534       -1.40534        2.06443e-06
       39.635       -1.34068       -1.34068        1.97328e-06
       39.64       -1.276       -1.276        1.88211e-06
       39.645       -1.21129       -1.21129        1.79092e-06
       39.65       -1.14656       -1.14657        1.69972e-06
       39.655       -1.08182       -1.08182        1.6085e-06
       39.66       -1.01705       -1.01705        1.51726e-06
       39.665       -0.952263       -0.952264        1.426e-06
       39.67       -0.887458       -0.887459        1.33474e-06
       39.675       -0.822634       -0.822636        1.24346e-06
       39.68       -0.757794       -0.757795        1.15216e-06
       39.685       -0.692937       -0.692938        1.06086e-06
       39.69       -0.628063       -0.628064        9.69541e-07
       39.695       -0.563175       -0.563176        8.78216e-07
       39.7       -0.498271       -0.498272        7.86882e-07
       39.705       -0.433354       -0.433354        6.9554e-07
       39.71       -0.368422       -0.368423        6.04191e-07
       39.715       -0.303479       -0.303479        5.12836e-07
       39.72       -0.238522       -0.238523        4.21476e-07
       39.725       -0.173555       -0.173555        3.30112e-07
       39.73       -0.108576       -0.108577        2.38744e-07
       39.735       -0.0435876       -0.0435877        1.47374e-07
       39.74       0.0214107       0.0214107        5.60028e-08
       39.745       0.086418       0.086418        3.53692e-08
       39.75       0.151433       0.151434        1.26741e-07
       39.755       0.216457       0.216457        2.18111e-07
       39.76       0.281487       0.281487        3.09479e-07
       39.765       0.346523       0.346524        4.00844e-07
       39.77       0.411565       0.411566        4.92205e-07
       39.775       0.476613       0.476613        5.83562e-07
       39.78       0.541664       0.541665        6.74912e-07
       39.785       0.606719       0.60672        7.66256e-07
       39.79       0.671778       0.671778        8.57591e-07
       39.795       0.736838       0.736839        9.48919e-07
       39.8       0.801901       0.801902        1.04024e-06
       39.805       0.866965       0.866966        1.13154e-06
       39.81       0.932029       0.93203        1.22284e-06
       39.815       0.997093       0.997094        1.31412e-06
       39.82       1.06216       1.06216        1.40539e-06
       39.825       1.12722       1.12722        1.49665e-06
       39.83       1.19228       1.19228        1.58789e-06
       39.835       1.25733       1.25734        1.67912e-06
       39.84       1.32239       1.32239        1.77033e-06
       39.845       1.38744       1.38744        1.86152e-06
       39.85       1.45248       1.45248        1.95269e-06
       39.855       1.51752       1.51752        2.04385e-06
       39.86       1.58255       1.58256        2.13498e-06
       39.865       1.64758       1.64758        2.22609e-06
       39.87       1.7126       1.7126        2.31718e-06
       39.875       1.77761       1.77761        2.40824e-06
       39.88       1.84261       1.84261        2.49929e-06
       39.885       1.90761       1.90761        2.5903e-06
