#      t_n         x_n         xteo        err    
       31       12.7308       12.7308        1.97944e-05
       31.005       12.7745       12.7745        1.98608e-05
       31.01       12.8181       12.8182        1.99271e-05
       31.015       12.8616       12.8617        1.99932e-05
       31.02       12.905       12.905        2.00591e-05
       31.025       12.9483       12.9483        2.01248e-05
       31.03       12.9914       12.9914        2.01902e-05
       31.035       13.0345       13.0345        2.02555e-05
       31.04       13.0774       13.0774        2.03206e-05
       31.045       13.1201       13.1201        2.03855e-05
       31.05       13.1628       13.1628        2.04501e-05
       31.055       13.2053       13.2053        2.05146e-05
       31.06       13.2477       13.2477        2.05789e-05
       31.065       13.29       13.29        2.06429e-05
       31.07       13.3322       13.3322        2.07068e-05
       31.075       13.3742       13.3742        2.07704e-05
       31.08       13.4161       13.4162        2.08338e-05
       31.085       13.4579       13.4579        2.08971e-05
       31.09       13.4996       13.4996        2.09601e-05
       31.095       13.5411       13.5411        2.10229e-05
       31.1       13.5825       13.5826        2.10855e-05
       31.105       13.6238       13.6238        2.11479e-05
       31.11       13.665       13.665        2.12101e-05
       31.115       13.706       13.706        2.1272e-05
       31.12       13.7469       13.7469        2.13338e-05
       31.125       13.7877       13.7877        2.13953e-05
       31.13       13.8283       13.8284        2.14566e-05
       31.135       13.8689       13.8689        2.15177e-05
       31.14       13.9092       13.9093        2.15786e-05
       31.145       13.9495       13.9495        2.16393e-05
       31.15       13.9896       13.9897        2.16998e-05
       31.155       14.0296       14.0296        2.176e-05
       31.16       14.0695       14.0695        2.182e-05
       31.165       14.1092       14.1092        2.18798e-05
       31.17       14.1488       14.1488        2.19394e-05
       31.175       14.1883       14.1883        2.19988e-05
       31.18       14.2276       14.2277        2.20579e-05
       31.185       14.2668       14.2669        2.21169e-05
       31.19       14.3059       14.3059        2.21756e-05
       31.195       14.3448       14.3449        2.22341e-05
       31.2       14.3836       14.3837        2.22923e-05
       31.205       14.4223       14.4223        2.23504e-05
       31.21       14.4608       14.4609        2.24082e-05
       31.215       14.4992       14.4993        2.24658e-05
       31.22       14.5375       14.5375        2.25232e-05
       31.225       14.5756       14.5756        2.25803e-05
       31.23       14.6136       14.6136        2.26372e-05
       31.235       14.6515       14.6515        2.26939e-05
       31.24       14.6892       14.6892        2.27504e-05
       31.245       14.7268       14.7268        2.28066e-05
       31.25       14.7642       14.7642        2.28626e-05
       31.255       14.8015       14.8015        2.29184e-05
       31.26       14.8386       14.8387        2.29739e-05
       31.265       14.8757       14.8757        2.30293e-05
       31.27       14.9126       14.9126        2.30844e-05
       31.275       14.9493       14.9493        2.31392e-05
       31.28       14.9859       14.9859        2.31939e-05
       31.285       15.0224       15.0224        2.32482e-05
       31.29       15.0587       15.0587        2.33024e-05
       31.295       15.0949       15.0949        2.33563e-05
       31.3       15.1309       15.1309        2.341e-05
       31.305       15.1668       15.1668        2.34635e-05
       31.31       15.2025       15.2026        2.35167e-05
       31.315       15.2381       15.2382        2.35697e-05
       31.32       15.2736       15.2736        2.36225e-05
       31.325       15.3089       15.309        2.3675e-05
       31.33       15.3441       15.3441        2.37273e-05
       31.335       15.3791       15.3792        2.37794e-05
       31.34       15.414       15.414        2.38312e-05
       31.345       15.4488       15.4488        2.38827e-05
       31.35       15.4834       15.4834        2.39341e-05
       31.355       15.5178       15.5178        2.39852e-05
       31.36       15.5521       15.5522        2.4036e-05
       31.365       15.5863       15.5863        2.40866e-05
       31.37       15.6203       15.6203        2.4137e-05
       31.375       15.6542       15.6542        2.41871e-05
       31.38       15.6879       15.6879        2.4237e-05
       31.385       15.7215       15.7215        2.42867e-05
       31.39       15.7549       15.7549        2.43361e-05
       31.395       15.7882       15.7882        2.43853e-05
       31.4       15.8213       15.8213        2.44342e-05
       31.405       15.8543       15.8543        2.44828e-05
       31.41       15.8871       15.8871        2.45313e-05
       31.415       15.9198       15.9198        2.45795e-05
       31.42       15.9523       15.9523        2.46274e-05
       31.425       15.9847       15.9847        2.46751e-05
       31.43       16.0169       16.0169        2.47225e-05
       31.435       16.049       16.049        2.47697e-05
       31.44       16.0809       16.0809        2.48167e-05
       31.445       16.1127       16.1127        2.48634e-05
       31.45       16.1443       16.1443        2.49098e-05
       31.455       16.1758       16.1758        2.4956e-05
       31.46       16.2071       16.2071        2.5002e-05
       31.465       16.2382       16.2383        2.50477e-05
       31.47       16.2692       16.2693        2.50932e-05
       31.475       16.3001       16.3001        2.51384e-05
       31.48       16.3308       16.3308        2.51833e-05
       31.485       16.3614       16.3614        2.5228e-05
       31.49       16.3917       16.3918        2.52725e-05
       31.495       16.422       16.422        2.53167e-05
       31.5       16.4521       16.4521        2.53606e-05
       31.505       16.482       16.482        2.54043e-05
       31.51       16.5118       16.5118        2.54477e-05
       31.515       16.5414       16.5414        2.54909e-05
       31.52       16.5708       16.5709        2.55338e-05
       31.525       16.6002       16.6002        2.55765e-05
       31.53       16.6293       16.6293        2.56189e-05
       31.535       16.6583       16.6583        2.56611e-05
       31.54       16.6871       16.6871        2.5703e-05
       31.545       16.7158       16.7158        2.57446e-05
       31.55       16.7443       16.7443        2.5786e-05
       31.555       16.7727       16.7727        2.58272e-05
       31.56       16.8009       16.8009        2.5868e-05
       31.565       16.8289       16.8289        2.59086e-05
       31.57       16.8568       16.8568        2.5949e-05
       31.575       16.8845       16.8845        2.59891e-05
       31.58       16.9121       16.9121        2.60289e-05
       31.585       16.9395       16.9395        2.60685e-05
       31.59       16.9667       16.9667        2.61078e-05
       31.595       16.9938       16.9938        2.61469e-05
       31.6       17.0207       17.0208        2.61857e-05
       31.605       17.0475       17.0475        2.62242e-05
       31.61       17.0741       17.0741        2.62625e-05
       31.615       17.1005       17.1005        2.63005e-05
       31.62       17.1268       17.1268        2.63382e-05
       31.625       17.1529       17.1529        2.63757e-05
       31.63       17.1789       17.1789        2.64129e-05
       31.635       17.2046       17.2047        2.64499e-05
       31.64       17.2303       17.2303        2.64865e-05
       31.645       17.2557       17.2558        2.6523e-05
       31.65       17.281       17.2811        2.65591e-05
       31.655       17.3062       17.3062        2.6595e-05
       31.66       17.3311       17.3312        2.66306e-05
       31.665       17.3559       17.356        2.6666e-05
       31.67       17.3806       17.3806        2.67011e-05
       31.675       17.4051       17.4051        2.67359e-05
       31.68       17.4294       17.4294        2.67705e-05
       31.685       17.4535       17.4536        2.68048e-05
       31.69       17.4775       17.4775        2.68388e-05
       31.695       17.5013       17.5014        2.68725e-05
       31.7       17.525       17.525        2.6906e-05
       31.705       17.5485       17.5485        2.69392e-05
       31.71       17.5718       17.5718        2.69722e-05
       31.715       17.5949       17.595        2.70049e-05
       31.72       17.6179       17.6179        2.70373e-05
       31.725       17.6407       17.6408        2.70694e-05
       31.73       17.6634       17.6634        2.71013e-05
       31.735       17.6859       17.6859        2.71329e-05
       31.74       17.7082       17.7082        2.71642e-05
       31.745       17.7303       17.7304        2.71953e-05
       31.75       17.7523       17.7523        2.7226e-05
       31.755       17.7741       17.7742        2.72566e-05
       31.76       17.7958       17.7958        2.72868e-05
       31.765       17.8172       17.8173        2.73168e-05
       31.77       17.8385       17.8386        2.73464e-05
       31.775       17.8597       17.8597        2.73759e-05
       31.78       17.8806       17.8807        2.7405e-05
       31.785       17.9014       17.9015        2.74339e-05
       31.79       17.9221       17.9221        2.74625e-05
       31.795       17.9425       17.9426        2.74908e-05
       31.8       17.9628       17.9628        2.75188e-05
       31.805       17.9829       17.983        2.75466e-05
       31.81       18.0029       18.0029        2.75741e-05
       31.815       18.0226       18.0227        2.76013e-05
       31.82       18.0422       18.0423        2.76283e-05
       31.825       18.0617       18.0617        2.76549e-05
       31.83       18.0809       18.081        2.76813e-05
       31.835       18.1       18.1001        2.77074e-05
       31.84       18.1189       18.119        2.77333e-05
       31.845       18.1377       18.1377        2.77588e-05
       31.85       18.1563       18.1563        2.77841e-05
       31.855       18.1747       18.1747        2.78091e-05
       31.86       18.1929       18.1929        2.78338e-05
       31.865       18.2109       18.211        2.78583e-05
       31.87       18.2288       18.2289        2.78825e-05
       31.875       18.2465       18.2466        2.79064e-05
       31.88       18.2641       18.2641        2.793e-05
       31.885       18.2814       18.2815        2.79533e-05
       31.89       18.2986       18.2986        2.79764e-05
       31.895       18.3156       18.3157        2.79991e-05
       31.9       18.3325       18.3325        2.80216e-05
       31.905       18.3491       18.3492        2.80438e-05
       31.91       18.3656       18.3657        2.80658e-05
       31.915       18.3819       18.382        2.80874e-05
       31.92       18.3981       18.3981        2.81088e-05
       31.925       18.4141       18.4141        2.81299e-05
       31.93       18.4298       18.4299        2.81507e-05
       31.935       18.4455       18.4455        2.81712e-05
       31.94       18.4609       18.4609        2.81915e-05
       31.945       18.4762       18.4762        2.82114e-05
       31.95       18.4913       18.4913        2.82311e-05
       31.955       18.5062       18.5062        2.82505e-05
       31.96       18.5209       18.5209        2.82696e-05
       31.965       18.5355       18.5355        2.82885e-05
       31.97       18.5499       18.5499        2.8307e-05
       31.975       18.5641       18.5641        2.83253e-05
       31.98       18.5781       18.5781        2.83433e-05
       31.985       18.592       18.592        2.8361e-05
       31.99       18.6057       18.6057        2.83784e-05
       31.995       18.6192       18.6192        2.83955e-05
       32       18.6325       18.6325        2.84124e-05
       32.005       18.6456       18.6457        2.84289e-05
       32.01       18.6586       18.6586        2.84452e-05
       32.015       18.6714       18.6714        2.84612e-05
       32.02       18.684       18.684        2.84769e-05
       32.025       18.6965       18.6965        2.84924e-05
       32.03       18.7087       18.7087        2.85075e-05
       32.035       18.7208       18.7208        2.85224e-05
       32.04       18.7327       18.7327        2.85369e-05
       32.045       18.7444       18.7445        2.85512e-05
       32.05       18.756       18.756        2.85652e-05
       32.055       18.7674       18.7674        2.8579e-05
       32.06       18.7785       18.7786        2.85924e-05
       32.065       18.7896       18.7896        2.86055e-05
       32.07       18.8004       18.8004        2.86184e-05
       32.075       18.8111       18.8111        2.8631e-05
       32.08       18.8215       18.8216        2.86433e-05
       32.085       18.8318       18.8319        2.86553e-05
       32.09       18.8419       18.842        2.8667e-05
       32.095       18.8519       18.8519        2.86784e-05
       32.1       18.8616       18.8617        2.86895e-05
       32.105       18.8712       18.8713        2.87004e-05
       32.11       18.8806       18.8807        2.8711e-05
       32.115       18.8898       18.8899        2.87213e-05
       32.12       18.8989       18.8989        2.87312e-05
       32.125       18.9078       18.9078        2.8741e-05
       32.13       18.9164       18.9165        2.87504e-05
       32.135       18.9249       18.925        2.87595e-05
       32.14       18.9333       18.9333        2.87683e-05
       32.145       18.9414       18.9414        2.87769e-05
       32.15       18.9494       18.9494        2.87852e-05
       32.155       18.9571       18.9572        2.87932e-05
       32.16       18.9647       18.9648        2.88008e-05
       32.165       18.9722       18.9722        2.88083e-05
       32.17       18.9794       18.9794        2.88154e-05
       32.175       18.9865       18.9865        2.88222e-05
       32.18       18.9933       18.9934        2.88287e-05
       32.185       19       19.0001        2.8835e-05
       32.19       19.0065       19.0066        2.8841e-05
       32.195       19.0129       19.0129        2.88466e-05
       32.2       19.019       19.0191        2.8852e-05
       32.205       19.025       19.025        2.88571e-05
       32.21       19.0308       19.0308        2.88619e-05
       32.215       19.0364       19.0364        2.88665e-05
       32.22       19.0418       19.0419        2.88707e-05
       32.225       19.0471       19.0471        2.88746e-05
       32.23       19.0522       19.0522        2.88783e-05
       32.235       19.057       19.0571        2.88817e-05
       32.24       19.0618       19.0618        2.88847e-05
       32.245       19.0663       19.0663        2.88875e-05
       32.25       19.0706       19.0706        2.889e-05
       32.255       19.0748       19.0748        2.88922e-05
       32.26       19.0788       19.0788        2.88942e-05
       32.265       19.0826       19.0826        2.88958e-05
       32.27       19.0862       19.0862        2.88971e-05
       32.275       19.0896       19.0896        2.88982e-05
       32.28       19.0929       19.0929        2.8899e-05
       32.285       19.0959       19.096        2.88995e-05
       32.29       19.0988       19.0988        2.88996e-05
       32.295       19.1015       19.1015        2.88995e-05
       32.3       19.104       19.1041        2.88992e-05
       32.305       19.1064       19.1064        2.88985e-05
       32.31       19.1085       19.1086        2.88975e-05
       32.315       19.1105       19.1106        2.88963e-05
       32.32       19.1123       19.1123        2.88947e-05
       32.325       19.1139       19.114        2.88929e-05
       32.33       19.1154       19.1154        2.88908e-05
       32.335       19.1166       19.1166        2.88884e-05
       32.34       19.1177       19.1177        2.88857e-05
       32.345       19.1186       19.1186        2.88827e-05
       32.35       19.1193       19.1193        2.88794e-05
       32.355       19.1198       19.1198        2.88758e-05
       32.36       19.1201       19.1202        2.8872e-05
       32.365       19.1203       19.1203        2.88678e-05
       32.37       19.1203       19.1203        2.88634e-05
       32.375       19.1201       19.1201        2.88587e-05
       32.38       19.1197       19.1197        2.88537e-05
       32.385       19.1191       19.1191        2.88484e-05
       32.39       19.1184       19.1184        2.88428e-05
       32.395       19.1174       19.1175        2.88369e-05
       32.4       19.1163       19.1163        2.88308e-05
       32.405       19.115       19.115        2.88243e-05
       32.41       19.1135       19.1136        2.88176e-05
       32.415       19.1119       19.1119        2.88105e-05
       32.42       19.11       19.1101        2.88032e-05
       32.425       19.108       19.108        2.87956e-05
       32.43       19.1058       19.1058        2.87877e-05
       32.435       19.1034       19.1034        2.87796e-05
       32.44       19.1008       19.1009        2.87711e-05
       32.445       19.0981       19.0981        2.87623e-05
       32.45       19.0951       19.0952        2.87533e-05
       32.455       19.092       19.092        2.8744e-05
       32.46       19.0887       19.0888        2.87343e-05
       32.465       19.0852       19.0853        2.87244e-05
       32.47       19.0816       19.0816        2.87143e-05
       32.475       19.0777       19.0778        2.87038e-05
       32.48       19.0737       19.0737        2.8693e-05
       32.485       19.0695       19.0695        2.8682e-05
       32.49       19.0651       19.0651        2.86706e-05
       32.495       19.0605       19.0606        2.8659e-05
       32.5       19.0558       19.0558        2.86471e-05
       32.505       19.0509       19.0509        2.86349e-05
       32.51       19.0457       19.0458        2.86224e-05
       32.515       19.0404       19.0405        2.86096e-05
       32.52       19.035       19.035        2.85966e-05
       32.525       19.0293       19.0293        2.85832e-05
       32.53       19.0235       19.0235        2.85696e-05
       32.535       19.0174       19.0175        2.85557e-05
       32.54       19.0112       19.0113        2.85415e-05
       32.545       19.0049       19.0049        2.8527e-05
       32.55       18.9983       18.9983        2.85122e-05
       32.555       18.9916       18.9916        2.84972e-05
       32.56       18.9846       18.9847        2.84818e-05
       32.565       18.9775       18.9776        2.84662e-05
       32.57       18.9702       18.9703        2.84503e-05
       32.575       18.9628       18.9628        2.84341e-05
       32.58       18.9551       18.9552        2.84176e-05
       32.585       18.9473       18.9473        2.84009e-05
       32.59       18.9393       18.9393        2.83838e-05
       32.595       18.9311       18.9311        2.83665e-05
       32.6       18.9227       18.9228        2.83489e-05
       32.605       18.9142       18.9142        2.8331e-05
       32.61       18.9055       18.9055        2.83128e-05
       32.615       18.8965       18.8966        2.82944e-05
       32.62       18.8875       18.8875        2.82756e-05
       32.625       18.8782       18.8782        2.82566e-05
       32.63       18.8687       18.8688        2.82373e-05
       32.635       18.8591       18.8591        2.82177e-05
       32.64       18.8493       18.8493        2.81978e-05
       32.645       18.8393       18.8393        2.81776e-05
       32.65       18.8292       18.8292        2.81572e-05
       32.655       18.8188       18.8188        2.81365e-05
       32.66       18.8083       18.8083        2.81155e-05
       32.665       18.7976       18.7976        2.80942e-05
       32.67       18.7867       18.7867        2.80726e-05
       32.675       18.7756       18.7757        2.80508e-05
       32.68       18.7644       18.7644        2.80287e-05
       32.685       18.753       18.753        2.80063e-05
       32.69       18.7414       18.7414        2.79836e-05
       32.695       18.7296       18.7296        2.79606e-05
       32.7       18.7177       18.7177        2.79374e-05
       32.705       18.7055       18.7056        2.79138e-05
       32.71       18.6932       18.6933        2.789e-05
       32.715       18.6807       18.6808        2.7866e-05
       32.72       18.6681       18.6681        2.78416e-05
       32.725       18.6552       18.6553        2.7817e-05
       32.73       18.6422       18.6422        2.7792e-05
       32.735       18.629       18.629        2.77669e-05
       32.74       18.6156       18.6157        2.77414e-05
       32.745       18.6021       18.6021        2.77156e-05
       32.75       18.5884       18.5884        2.76896e-05
       32.755       18.5745       18.5745        2.76633e-05
       32.76       18.5604       18.5604        2.76367e-05
       32.765       18.5461       18.5462        2.76099e-05
       32.77       18.5317       18.5317        2.75827e-05
       32.775       18.5171       18.5171        2.75553e-05
       32.78       18.5023       18.5023        2.75276e-05
       32.785       18.4873       18.4874        2.74997e-05
       32.79       18.4722       18.4722        2.74714e-05
       32.795       18.4569       18.4569        2.74429e-05
       32.8       18.4414       18.4414        2.74142e-05
       32.805       18.4257       18.4258        2.73851e-05
       32.81       18.4099       18.4099        2.73558e-05
       32.815       18.3939       18.3939        2.73262e-05
       32.82       18.3777       18.3777        2.72963e-05
       32.825       18.3613       18.3614        2.72661e-05
       32.83       18.3448       18.3448        2.72357e-05
       32.835       18.3281       18.3281        2.7205e-05
       32.84       18.3112       18.3112        2.71741e-05
       32.845       18.2941       18.2942        2.71428e-05
       32.85       18.2769       18.2769        2.71113e-05
       32.855       18.2595       18.2595        2.70795e-05
       32.86       18.2419       18.242        2.70475e-05
       32.865       18.2242       18.2242        2.70151e-05
       32.87       18.2062       18.2063        2.69826e-05
       32.875       18.1881       18.1882        2.69497e-05
       32.88       18.1699       18.1699        2.69166e-05
       32.885       18.1514       18.1515        2.68832e-05
       32.89       18.1328       18.1328        2.68495e-05
       32.895       18.114       18.114        2.68156e-05
       32.9       18.0951       18.0951        2.67813e-05
       32.905       18.0759       18.076        2.67469e-05
       32.91       18.0566       18.0566        2.67121e-05
       32.915       18.0371       18.0372        2.66771e-05
       32.92       18.0175       18.0175        2.66419e-05
       32.925       17.9977       17.9977        2.66063e-05
       32.93       17.9777       17.9777        2.65705e-05
       32.935       17.9575       17.9576        2.65344e-05
       32.94       17.9372       17.9372        2.64981e-05
       32.945       17.9167       17.9167        2.64615e-05
       32.95       17.896       17.8961        2.64246e-05
       32.955       17.8752       17.8752        2.63875e-05
       32.96       17.8542       17.8542        2.63501e-05
       32.965       17.833       17.833        2.63124e-05
       32.97       17.8116       17.8117        2.62745e-05
       32.975       17.7901       17.7902        2.62363e-05
       32.98       17.7684       17.7685        2.61979e-05
       32.985       17.7466       17.7466        2.61592e-05
       32.99       17.7246       17.7246        2.61202e-05
       32.995       17.7024       17.7024        2.6081e-05
       33       17.68       17.68        2.60415e-05
       33.005       17.6575       17.6575        2.60017e-05
       33.01       17.6348       17.6348        2.59617e-05
       33.015       17.6119       17.612        2.59214e-05
       33.02       17.5889       17.5889        2.58809e-05
       33.025       17.5657       17.5657        2.58401e-05
       33.03       17.5423       17.5424        2.57991e-05
       33.035       17.5188       17.5188        2.57578e-05
       33.04       17.4951       17.4951        2.57162e-05
       33.045       17.4713       17.4713        2.56744e-05
       33.05       17.4472       17.4473        2.56323e-05
       33.055       17.423       17.4231        2.559e-05
       33.06       17.3987       17.3987        2.55474e-05
       33.065       17.3742       17.3742        2.55045e-05
       33.07       17.3495       17.3495        2.54614e-05
       33.075       17.3246       17.3247        2.54181e-05
       33.08       17.2996       17.2996        2.53745e-05
       33.085       17.2744       17.2745        2.53306e-05
       33.09       17.2491       17.2491        2.52865e-05
       33.095       17.2236       17.2236        2.52421e-05
       33.1       17.1979       17.198        2.51975e-05
       33.105       17.1721       17.1721        2.51526e-05
       33.11       17.1461       17.1461        2.51075e-05
       33.115       17.1199       17.12        2.50621e-05
       33.12       17.0936       17.0937        2.50165e-05
       33.125       17.0672       17.0672        2.49706e-05
       33.13       17.0405       17.0405        2.49245e-05
       33.135       17.0137       17.0137        2.48781e-05
       33.14       16.9867       16.9868        2.48315e-05
       33.145       16.9596       16.9596        2.47846e-05
       33.15       16.9323       16.9324        2.47375e-05
       33.155       16.9049       16.9049        2.46901e-05
       33.16       16.8773       16.8773        2.46425e-05
       33.165       16.8495       16.8495        2.45947e-05
       33.17       16.8216       16.8216        2.45465e-05
       33.175       16.7935       16.7935        2.44982e-05
       33.18       16.7653       16.7653        2.44496e-05
       33.185       16.7369       16.7369        2.44008e-05
       33.19       16.7083       16.7083        2.43517e-05
       33.195       16.6796       16.6796        2.43023e-05
       33.2       16.6507       16.6508        2.42528e-05
       33.205       16.6217       16.6217        2.4203e-05
       33.21       16.5925       16.5925        2.41529e-05
       33.215       16.5632       16.5632        2.41026e-05
       33.22       16.5337       16.5337        2.40521e-05
       33.225       16.504       16.504        2.40013e-05
       33.23       16.4742       16.4742        2.39503e-05
       33.235       16.4442       16.4442        2.3899e-05
       33.24       16.4141       16.4141        2.38475e-05
       33.245       16.3838       16.3838        2.37958e-05
       33.25       16.3534       16.3534        2.37438e-05
       33.255       16.3228       16.3228        2.36916e-05
       33.26       16.2921       16.2921        2.36391e-05
       33.265       16.2612       16.2612        2.35865e-05
       33.27       16.2301       16.2301        2.35335e-05
       33.275       16.1989       16.1989        2.34804e-05
       33.28       16.1676       16.1676        2.3427e-05
       33.285       16.136       16.1361        2.33734e-05
       33.29       16.1044       16.1044        2.33195e-05
       33.295       16.0726       16.0726        2.32654e-05
       33.3       16.0406       16.0406        2.32111e-05
       33.305       16.0085       16.0085        2.31565e-05
       33.31       15.9762       15.9762        2.31017e-05
       33.315       15.9438       15.9438        2.30467e-05
       33.32       15.9112       15.9113        2.29915e-05
       33.325       15.8785       15.8785        2.2936e-05
       33.33       15.8457       15.8457        2.28803e-05
       33.335       15.8126       15.8127        2.28244e-05
       33.34       15.7795       15.7795        2.27682e-05
       33.345       15.7462       15.7462        2.27118e-05
       33.35       15.7127       15.7127        2.26552e-05
       33.355       15.6791       15.6791        2.25983e-05
       33.36       15.6453       15.6454        2.25413e-05
       33.365       15.6114       15.6115        2.2484e-05
       33.37       15.5774       15.5774        2.24264e-05
       33.375       15.5432       15.5432        2.23687e-05
       33.38       15.5088       15.5089        2.23107e-05
       33.385       15.4743       15.4744        2.22525e-05
       33.39       15.4397       15.4397        2.21941e-05
       33.395       15.4049       15.4049        2.21355e-05
       33.4       15.37       15.37        2.20766e-05
       33.405       15.3349       15.335        2.20175e-05
       33.41       15.2997       15.2997        2.19582e-05
       33.415       15.2644       15.2644        2.18987e-05
       33.42       15.2289       15.2289        2.1839e-05
       33.425       15.1932       15.1932        2.1779e-05
       33.43       15.1574       15.1574        2.17189e-05
       33.435       15.1215       15.1215        2.16585e-05
       33.44       15.0854       15.0854        2.15979e-05
       33.445       15.0492       15.0492        2.1537e-05
       33.45       15.0128       15.0129        2.1476e-05
       33.455       14.9763       14.9764        2.14147e-05
       33.46       14.9397       14.9397        2.13533e-05
       33.465       14.9029       14.903        2.12916e-05
       33.47       14.866       14.866        2.12297e-05
       33.475       14.829       14.829        2.11676e-05
       33.48       14.7918       14.7918        2.11053e-05
       33.485       14.7544       14.7544        2.10427e-05
       33.49       14.7169       14.717        2.098e-05
       33.495       14.6793       14.6794        2.0917e-05
       33.5       14.6416       14.6416        2.08539e-05
       33.505       14.6037       14.6037        2.07905e-05
       33.51       14.5657       14.5657        2.07269e-05
       33.515       14.5275       14.5275        2.06632e-05
       33.52       14.4892       14.4892        2.05992e-05
       33.525       14.4508       14.4508        2.0535e-05
       33.53       14.4122       14.4122        2.04706e-05
       33.535       14.3735       14.3735        2.0406e-05
       33.54       14.3347       14.3347        2.03412e-05
       33.545       14.2957       14.2957        2.02762e-05
       33.55       14.2566       14.2566        2.02109e-05
       33.555       14.2174       14.2174        2.01455e-05
       33.56       14.178       14.178        2.00799e-05
       33.565       14.1385       14.1385        2.00141e-05
       33.57       14.0989       14.0989        1.99481e-05
       33.575       14.0591       14.0591        1.98819e-05
       33.58       14.0192       14.0192        1.98154e-05
       33.585       13.9792       13.9792        1.97488e-05
       33.59       13.939       13.939        1.9682e-05
       33.595       13.8987       13.8987        1.9615e-05
       33.6       13.8583       13.8583        1.95478e-05
       33.605       13.8177       13.8178        1.94804e-05
       33.61       13.7771       13.7771        1.94128e-05
       33.615       13.7362       13.7363        1.9345e-05
       33.62       13.6953       13.6953        1.9277e-05
       33.625       13.6542       13.6543        1.92088e-05
       33.63       13.6131       13.6131        1.91405e-05
       33.635       13.5717       13.5718        1.90719e-05
       33.64       13.5303       13.5303        1.90032e-05
       33.645       13.4887       13.4887        1.89342e-05
       33.65       13.447       13.447        1.88651e-05
       33.655       13.4052       13.4052        1.87958e-05
       33.66       13.3632       13.3633        1.87263e-05
       33.665       13.3212       13.3212        1.86566e-05
       33.67       13.279       13.279        1.85867e-05
       33.675       13.2367       13.2367        1.85166e-05
       33.68       13.1942       13.1942        1.84464e-05
       33.685       13.1517       13.1517        1.8376e-05
       33.69       13.109       13.109        1.83053e-05
       33.695       13.0662       13.0662        1.82345e-05
       33.7       13.0232       13.0232        1.81635e-05
       33.705       12.9802       12.9802        1.80924e-05
       33.71       12.937       12.937        1.8021e-05
       33.715       12.8937       12.8937        1.79495e-05
       33.72       12.8503       12.8503        1.78778e-05
       33.725       12.8068       12.8068        1.78059e-05
       33.73       12.7631       12.7631        1.77339e-05
       33.735       12.7193       12.7194        1.76616e-05
       33.74       12.6754       12.6755        1.75892e-05
       33.745       12.6314       12.6315        1.75166e-05
       33.75       12.5873       12.5873        1.74438e-05
       33.755       12.5431       12.5431        1.73709e-05
       33.76       12.4987       12.4987        1.72978e-05
       33.765       12.4543       12.4543        1.72245e-05
       33.77       12.4097       12.4097        1.7151e-05
       33.775       12.365       12.365        1.70774e-05
       33.78       12.3201       12.3202        1.70036e-05
       33.785       12.2752       12.2752        1.69296e-05
       33.79       12.2302       12.2302        1.68555e-05
       33.795       12.185       12.185        1.67812e-05
       33.8       12.1397       12.1398        1.67067e-05
       33.805       12.0944       12.0944        1.6632e-05
       33.81       12.0489       12.0489        1.65572e-05
       33.815       12.0033       12.0033        1.64823e-05
       33.82       11.9575       11.9576        1.64071e-05
       33.825       11.9117       11.9117        1.63318e-05
       33.83       11.8658       11.8658        1.62563e-05
       33.835       11.8197       11.8197        1.61807e-05
       33.84       11.7736       11.7736        1.61049e-05
       33.845       11.7273       11.7273        1.6029e-05
       33.85       11.6809       11.681        1.59528e-05
       33.855       11.6345       11.6345        1.58766e-05
       33.86       11.5879       11.5879        1.58001e-05
       33.865       11.5412       11.5412        1.57235e-05
       33.87       11.4944       11.4944        1.56468e-05
       33.875       11.4475       11.4475        1.55699e-05
       33.88       11.4005       11.4005        1.54928e-05
       33.885       11.3533       11.3534        1.54156e-05
       33.89       11.3061       11.3061        1.53382e-05
       33.895       11.2588       11.2588        1.52607e-05
       33.9       11.2114       11.2114        1.5183e-05
       33.905       11.1638       11.1639        1.51052e-05
       33.91       11.1162       11.1162        1.50272e-05
       33.915       11.0685       11.0685        1.49491e-05
       33.92       11.0206       11.0207        1.48708e-05
       33.925       10.9727       10.9727        1.47924e-05
       33.93       10.9247       10.9247        1.47138e-05
       33.935       10.8765       10.8765        1.46351e-05
       33.94       10.8283       10.8283        1.45562e-05
       33.945       10.7799       10.78        1.44772e-05
       33.95       10.7315       10.7315        1.43981e-05
       33.955       10.683       10.683        1.43188e-05
       33.96       10.6343       10.6344        1.42393e-05
       33.965       10.5856       10.5856        1.41597e-05
       33.97       10.5368       10.5368        1.408e-05
       33.975       10.4879       10.4879        1.40001e-05
       33.98       10.4388       10.4389        1.39201e-05
       33.985       10.3897       10.3898        1.384e-05
       33.99       10.3405       10.3405        1.37597e-05
       33.995       10.2912       10.2912        1.36793e-05
       34       10.2418       10.2418        1.35987e-05
       34.005       10.1923       10.1924        1.3518e-05
       34.01       10.1428       10.1428        1.34372e-05
       34.015       10.0931       10.0931        1.33562e-05
       34.02       10.0433       10.0433        1.32751e-05
       34.025       9.99346       9.99348        1.31939e-05
       34.03       9.94351       9.94353        1.31125e-05
       34.035       9.89348       9.89349        1.3031e-05
       34.04       9.84335       9.84336        1.29494e-05
       34.045       9.79313       9.79314        1.28676e-05
       34.05       9.74282       9.74284        1.27857e-05
       34.055       9.69243       9.69244        1.27037e-05
       34.06       9.64195       9.64196        1.26216e-05
