#      t_n         x_n         xteo        err    
       15.96       -9.64886       -9.64888        1.79054e-05
       15.965       -9.6957       -9.69571        1.7977e-05
       15.97       -9.74243       -9.74245        1.80485e-05
       15.975       -9.78905       -9.78907        1.81198e-05
       15.98       -9.83557       -9.83559        1.81909e-05
       15.985       -9.88198       -9.882        1.82618e-05
       15.99       -9.92829       -9.92831        1.83325e-05
       15.995       -9.97448       -9.9745        1.84031e-05
       16       -10.0206       -10.0206        1.84734e-05
       16.005       -10.0665       -10.0666        1.85436e-05
       16.01       -10.1124       -10.1124        1.86136e-05
       16.015       -10.1582       -10.1582        1.86834e-05
       16.02       -10.2038       -10.2038        1.87531e-05
       16.025       -10.2493       -10.2494        1.88225e-05
       16.03       -10.2948       -10.2948        1.88918e-05
       16.035       -10.3401       -10.3401        1.89608e-05
       16.04       -10.3853       -10.3853        1.90297e-05
       16.045       -10.4304       -10.4304        1.90984e-05
       16.05       -10.4753       -10.4754        1.91669e-05
       16.055       -10.5202       -10.5202        1.92352e-05
       16.06       -10.5649       -10.565        1.93033e-05
       16.065       -10.6096       -10.6096        1.93712e-05
       16.07       -10.6541       -10.6541        1.94389e-05
       16.075       -10.6985       -10.6985        1.95064e-05
       16.08       -10.7428       -10.7428        1.95738e-05
       16.085       -10.7869       -10.7869        1.96409e-05
       16.09       -10.831       -10.831        1.97079e-05
       16.095       -10.8749       -10.8749        1.97746e-05
       16.1       -10.9187       -10.9187        1.98411e-05
       16.105       -10.9624       -10.9624        1.99075e-05
       16.11       -11.006       -11.006        1.99736e-05
       16.115       -11.0494       -11.0495        2.00396e-05
       16.12       -11.0928       -11.0928        2.01053e-05
       16.125       -11.136       -11.136        2.01709e-05
       16.13       -11.1791       -11.1791        2.02362e-05
       16.135       -11.2221       -11.2221        2.03014e-05
       16.14       -11.2649       -11.2649        2.03663e-05
       16.145       -11.3077       -11.3077        2.0431e-05
       16.15       -11.3503       -11.3503        2.04956e-05
       16.155       -11.3928       -11.3928        2.05599e-05
       16.16       -11.4351       -11.4351        2.0624e-05
       16.165       -11.4774       -11.4774        2.06879e-05
       16.17       -11.5195       -11.5195        2.07516e-05
       16.175       -11.5615       -11.5615        2.08151e-05
       16.18       -11.6033       -11.6034        2.08784e-05
       16.185       -11.6451       -11.6451        2.09415e-05
       16.19       -11.6867       -11.6867        2.10044e-05
       16.195       -11.7282       -11.7282        2.10671e-05
       16.2       -11.7696       -11.7696        2.11295e-05
       16.205       -11.8108       -11.8108        2.11918e-05
       16.21       -11.8519       -11.8519        2.12538e-05
       16.215       -11.8929       -11.8929        2.13156e-05
       16.22       -11.9337       -11.9338        2.13772e-05
       16.225       -11.9745       -11.9745        2.14386e-05
       16.23       -12.0151       -12.0151        2.14998e-05
       16.235       -12.0555       -12.0556        2.15607e-05
       16.24       -12.0959       -12.0959        2.16215e-05
       16.245       -12.1361       -12.1361        2.1682e-05
       16.25       -12.1762       -12.1762        2.17423e-05
       16.255       -12.2161       -12.2161        2.18024e-05
       16.26       -12.2559       -12.2559        2.18623e-05
       16.265       -12.2956       -12.2956        2.1922e-05
       16.27       -12.3352       -12.3352        2.19814e-05
       16.275       -12.3746       -12.3746        2.20406e-05
       16.28       -12.4139       -12.4139        2.20996e-05
       16.285       -12.453       -12.453        2.21584e-05
       16.29       -12.492       -12.4921        2.2217e-05
       16.295       -12.5309       -12.5309        2.22753e-05
       16.3       -12.5697       -12.5697        2.23334e-05
       16.305       -12.6083       -12.6083        2.23913e-05
       16.31       -12.6468       -12.6468        2.2449e-05
       16.315       -12.6851       -12.6851        2.25064e-05
       16.32       -12.7233       -12.7233        2.25636e-05
       16.325       -12.7614       -12.7614        2.26206e-05
       16.33       -12.7993       -12.7994        2.26774e-05
       16.335       -12.8371       -12.8372        2.27339e-05
       16.34       -12.8748       -12.8748        2.27902e-05
       16.345       -12.9123       -12.9123        2.28463e-05
       16.35       -12.9497       -12.9497        2.29022e-05
       16.355       -12.987       -12.987        2.29578e-05
       16.36       -13.0241       -13.0241        2.30132e-05
       16.365       -13.061       -13.0611        2.30684e-05
       16.37       -13.0979       -13.0979        2.31233e-05
       16.375       -13.1345       -13.1346        2.3178e-05
       16.38       -13.1711       -13.1711        2.32325e-05
       16.385       -13.2075       -13.2075        2.32867e-05
       16.39       -13.2438       -13.2438        2.33407e-05
       16.395       -13.2799       -13.2799        2.33945e-05
       16.4       -13.3159       -13.3159        2.3448e-05
       16.405       -13.3517       -13.3517        2.35013e-05
       16.41       -13.3874       -13.3874        2.35544e-05
       16.415       -13.423       -13.423        2.36072e-05
       16.42       -13.4584       -13.4584        2.36598e-05
       16.425       -13.4936       -13.4937        2.37122e-05
       16.43       -13.5288       -13.5288        2.37643e-05
       16.435       -13.5637       -13.5638        2.38162e-05
       16.44       -13.5986       -13.5986        2.38679e-05
       16.445       -13.6333       -13.6333        2.39193e-05
       16.45       -13.6678       -13.6678        2.39705e-05
       16.455       -13.7022       -13.7022        2.40214e-05
       16.46       -13.7365       -13.7365        2.40721e-05
       16.465       -13.7706       -13.7706        2.41225e-05
       16.47       -13.8045       -13.8046        2.41727e-05
       16.475       -13.8383       -13.8384        2.42227e-05
       16.48       -13.872       -13.872        2.42724e-05
       16.485       -13.9055       -13.9055        2.43219e-05
       16.49       -13.9389       -13.9389        2.43712e-05
       16.495       -13.9721       -13.9721        2.44202e-05
       16.5       -14.0052       -14.0052        2.44689e-05
       16.505       -14.0381       -14.0381        2.45174e-05
       16.51       -14.0709       -14.0709        2.45657e-05
       16.515       -14.1035       -14.1035        2.46137e-05
       16.52       -14.136       -14.136        2.46615e-05
       16.525       -14.1683       -14.1683        2.4709e-05
       16.53       -14.2004       -14.2005        2.47563e-05
       16.535       -14.2325       -14.2325        2.48033e-05
       16.54       -14.2643       -14.2644        2.48501e-05
       16.545       -14.2961       -14.2961        2.48966e-05
       16.55       -14.3276       -14.3276        2.49429e-05
       16.555       -14.359       -14.359        2.49889e-05
       16.56       -14.3903       -14.3903        2.50347e-05
       16.565       -14.4214       -14.4214        2.50803e-05
       16.57       -14.4523       -14.4524        2.51255e-05
       16.575       -14.4831       -14.4832        2.51706e-05
       16.58       -14.5138       -14.5138        2.52154e-05
       16.585       -14.5443       -14.5443        2.52599e-05
       16.59       -14.5746       -14.5746        2.53042e-05
       16.595       -14.6048       -14.6048        2.53482e-05
       16.6       -14.6348       -14.6348        2.5392e-05
       16.605       -14.6647       -14.6647        2.54355e-05
       16.61       -14.6944       -14.6944        2.54787e-05
       16.615       -14.724       -14.724        2.55218e-05
       16.62       -14.7534       -14.7534        2.55645e-05
       16.625       -14.7826       -14.7826        2.5607e-05
       16.63       -14.8117       -14.8117        2.56492e-05
       16.635       -14.8406       -14.8406        2.56912e-05
       16.64       -14.8694       -14.8694        2.5733e-05
       16.645       -14.898       -14.898        2.57744e-05
       16.65       -14.9265       -14.9265        2.58156e-05
       16.655       -14.9548       -14.9548        2.58566e-05
       16.66       -14.9829       -14.9829        2.58973e-05
       16.665       -15.0109       -15.0109        2.59377e-05
       16.67       -15.0387       -15.0387        2.59779e-05
       16.675       -15.0664       -15.0664        2.60178e-05
       16.68       -15.0939       -15.0939        2.60575e-05
       16.685       -15.1212       -15.1212        2.60969e-05
       16.69       -15.1484       -15.1484        2.6136e-05
       16.695       -15.1754       -15.1754        2.61749e-05
       16.7       -15.2023       -15.2023        2.62135e-05
       16.705       -15.229       -15.229        2.62519e-05
       16.71       -15.2555       -15.2555        2.62899e-05
       16.715       -15.2819       -15.2819        2.63278e-05
       16.72       -15.3081       -15.3081        2.63653e-05
       16.725       -15.3342       -15.3342        2.64026e-05
       16.73       -15.36       -15.3601        2.64397e-05
       16.735       -15.3858       -15.3858        2.64764e-05
       16.74       -15.4113       -15.4114        2.65129e-05
       16.745       -15.4367       -15.4368        2.65492e-05
       16.75       -15.462       -15.462        2.65852e-05
       16.755       -15.487       -15.4871        2.66209e-05
       16.76       -15.512       -15.512        2.66563e-05
       16.765       -15.5367       -15.5367        2.66915e-05
       16.77       -15.5613       -15.5613        2.67264e-05
       16.775       -15.5857       -15.5857        2.6761e-05
       16.78       -15.61       -15.61        2.67954e-05
       16.785       -15.634       -15.6341        2.68295e-05
       16.79       -15.658       -15.658        2.68634e-05
       16.795       -15.6817       -15.6817        2.68969e-05
       16.8       -15.7053       -15.7053        2.69302e-05
       16.805       -15.7287       -15.7287        2.69633e-05
       16.81       -15.752       -15.752        2.6996e-05
       16.815       -15.7751       -15.7751        2.70285e-05
       16.82       -15.798       -15.798        2.70608e-05
       16.825       -15.8207       -15.8208        2.70927e-05
       16.83       -15.8433       -15.8434        2.71244e-05
       16.835       -15.8658       -15.8658        2.71558e-05
       16.84       -15.888       -15.888        2.71869e-05
       16.845       -15.9101       -15.9101        2.72178e-05
       16.85       -15.932       -15.932        2.72484e-05
       16.855       -15.9538       -15.9538        2.72787e-05
       16.86       -15.9753       -15.9754        2.73088e-05
       16.865       -15.9967       -15.9968        2.73386e-05
       16.87       -16.018       -16.018        2.73681e-05
       16.875       -16.0391       -16.0391        2.73973e-05
       16.88       -16.06       -16.06        2.74262e-05
       16.885       -16.0807       -16.0807        2.74549e-05
       16.89       -16.1012       -16.1013        2.74833e-05
       16.895       -16.1216       -16.1217        2.75115e-05
       16.9       -16.1419       -16.1419        2.75393e-05
       16.905       -16.1619       -16.1619        2.75669e-05
       16.91       -16.1818       -16.1818        2.75942e-05
       16.915       -16.2015       -16.2015        2.76212e-05
       16.92       -16.221       -16.2211        2.7648e-05
       16.925       -16.2404       -16.2404        2.76745e-05
       16.93       -16.2596       -16.2596        2.77007e-05
       16.935       -16.2786       -16.2787        2.77266e-05
       16.94       -16.2975       -16.2975        2.77522e-05
       16.945       -16.3162       -16.3162        2.77776e-05
       16.95       -16.3347       -16.3347        2.78027e-05
       16.955       -16.353       -16.353        2.78275e-05
       16.96       -16.3712       -16.3712        2.78521e-05
       16.965       -16.3892       -16.3892        2.78763e-05
       16.97       -16.407       -16.407        2.79003e-05
       16.975       -16.4246       -16.4246        2.7924e-05
       16.98       -16.4421       -16.4421        2.79474e-05
       16.985       -16.4594       -16.4594        2.79706e-05
       16.99       -16.4765       -16.4765        2.79934e-05
       16.995       -16.4934       -16.4935        2.8016e-05
       17       -16.5102       -16.5103        2.80383e-05
       17.005       -16.5268       -16.5269        2.80603e-05
       17.01       -16.5433       -16.5433        2.80821e-05
       17.015       -16.5595       -16.5595        2.81035e-05
       17.02       -16.5756       -16.5756        2.81247e-05
       17.025       -16.5915       -16.5915        2.81456e-05
       17.03       -16.6072       -16.6072        2.81662e-05
       17.035       -16.6228       -16.6228        2.81866e-05
       17.04       -16.6381       -16.6382        2.82066e-05
       17.045       -16.6533       -16.6534        2.82264e-05
       17.05       -16.6684       -16.6684        2.82459e-05
       17.055       -16.6832       -16.6832        2.82651e-05
       17.06       -16.6979       -16.6979        2.8284e-05
       17.065       -16.7124       -16.7124        2.83026e-05
       17.07       -16.7267       -16.7267        2.8321e-05
       17.075       -16.7408       -16.7409        2.83391e-05
       17.08       -16.7548       -16.7548        2.83569e-05
       17.085       -16.7686       -16.7686        2.83744e-05
       17.09       -16.7822       -16.7822        2.83916e-05
       17.095       -16.7957       -16.7957        2.84085e-05
       17.1       -16.8089       -16.8089        2.84252e-05
       17.105       -16.822       -16.822        2.84416e-05
       17.11       -16.8349       -16.8349        2.84577e-05
       17.115       -16.8476       -16.8477        2.84735e-05
       17.12       -16.8602       -16.8602        2.8489e-05
       17.125       -16.8726       -16.8726        2.85042e-05
       17.13       -16.8847       -16.8848        2.85192e-05
       17.135       -16.8968       -16.8968        2.85338e-05
       17.14       -16.9086       -16.9086        2.85482e-05
       17.145       -16.9203       -16.9203        2.85623e-05
       17.15       -16.9317       -16.9318        2.85761e-05
       17.155       -16.943       -16.9431        2.85896e-05
       17.16       -16.9542       -16.9542        2.86029e-05
       17.165       -16.9651       -16.9651        2.86158e-05
       17.17       -16.9759       -16.9759        2.86285e-05
       17.175       -16.9865       -16.9865        2.86408e-05
       17.18       -16.9969       -16.9969        2.86529e-05
       17.185       -17.0071       -17.0071        2.86647e-05
       17.19       -17.0172       -17.0172        2.86763e-05
       17.195       -17.027       -17.0271        2.86875e-05
       17.2       -17.0367       -17.0368        2.86984e-05
       17.205       -17.0462       -17.0463        2.87091e-05
       17.21       -17.0556       -17.0556        2.87195e-05
       17.215       -17.0647       -17.0648        2.87296e-05
       17.22       -17.0737       -17.0737        2.87393e-05
       17.225       -17.0825       -17.0825        2.87489e-05
       17.23       -17.0911       -17.0911        2.87581e-05
       17.235       -17.0995       -17.0996        2.8767e-05
       17.24       -17.1078       -17.1078        2.87757e-05
       17.245       -17.1159       -17.1159        2.8784e-05
       17.25       -17.1238       -17.1238        2.87921e-05
       17.255       -17.1315       -17.1315        2.87999e-05
       17.26       -17.139       -17.139        2.88074e-05
       17.265       -17.1464       -17.1464        2.88146e-05
       17.27       -17.1535       -17.1536        2.88215e-05
       17.275       -17.1605       -17.1606        2.88281e-05
       17.28       -17.1673       -17.1674        2.88345e-05
       17.285       -17.174       -17.174        2.88405e-05
       17.29       -17.1804       -17.1804        2.88463e-05
       17.295       -17.1867       -17.1867        2.88518e-05
       17.3       -17.1928       -17.1928        2.8857e-05
       17.305       -17.1987       -17.1987        2.88619e-05
       17.31       -17.2044       -17.2044        2.88665e-05
       17.315       -17.2099       -17.21        2.88708e-05
       17.32       -17.2153       -17.2153        2.88748e-05
       17.325       -17.2205       -17.2205        2.88786e-05
       17.33       -17.2255       -17.2255        2.8882e-05
       17.335       -17.2303       -17.2303        2.88852e-05
       17.34       -17.2349       -17.235        2.88881e-05
       17.345       -17.2394       -17.2394        2.88907e-05
       17.35       -17.2437       -17.2437        2.8893e-05
       17.355       -17.2478       -17.2478        2.8895e-05
       17.36       -17.2517       -17.2517        2.88967e-05
       17.365       -17.2554       -17.2554        2.88981e-05
       17.37       -17.2589       -17.259        2.88993e-05
       17.375       -17.2623       -17.2623        2.89002e-05
       17.38       -17.2655       -17.2655        2.89007e-05
       17.385       -17.2685       -17.2685        2.8901e-05
       17.39       -17.2713       -17.2713        2.8901e-05
       17.395       -17.2739       -17.274        2.89007e-05
       17.4       -17.2764       -17.2764        2.89001e-05
       17.405       -17.2787       -17.2787        2.88992e-05
       17.41       -17.2808       -17.2808        2.88981e-05
       17.415       -17.2827       -17.2827        2.88966e-05
       17.42       -17.2844       -17.2844        2.88949e-05
       17.425       -17.286       -17.286        2.88928e-05
       17.43       -17.2873       -17.2873        2.88905e-05
       17.435       -17.2885       -17.2885        2.88879e-05
       17.44       -17.2895       -17.2895        2.8885e-05
       17.445       -17.2903       -17.2903        2.88818e-05
       17.45       -17.291       -17.291        2.88783e-05
       17.455       -17.2914       -17.2914        2.88746e-05
       17.46       -17.2917       -17.2917        2.88705e-05
       17.465       -17.2918       -17.2918        2.88662e-05
       17.47       -17.2917       -17.2917        2.88616e-05
       17.475       -17.2914       -17.2914        2.88566e-05
       17.48       -17.2909       -17.291        2.88514e-05
       17.485       -17.2903       -17.2903        2.88459e-05
       17.49       -17.2895       -17.2895        2.88402e-05
       17.495       -17.2885       -17.2885        2.88341e-05
       17.5       -17.2873       -17.2873        2.88277e-05
       17.505       -17.2859       -17.286        2.88211e-05
       17.51       -17.2844       -17.2844        2.88141e-05
       17.515       -17.2827       -17.2827        2.88069e-05
       17.52       -17.2807       -17.2808        2.87994e-05
       17.525       -17.2786       -17.2787        2.87916e-05
       17.53       -17.2764       -17.2764        2.87835e-05
       17.535       -17.2739       -17.2739        2.87751e-05
       17.54       -17.2713       -17.2713        2.87665e-05
       17.545       -17.2684       -17.2685        2.87575e-05
       17.55       -17.2654       -17.2655        2.87483e-05
       17.555       -17.2623       -17.2623        2.87387e-05
       17.56       -17.2589       -17.2589        2.87289e-05
       17.565       -17.2553       -17.2554        2.87188e-05
       17.57       -17.2516       -17.2516        2.87084e-05
       17.575       -17.2477       -17.2477        2.86978e-05
       17.58       -17.2436       -17.2436        2.86868e-05
       17.585       -17.2393       -17.2394        2.86756e-05
       17.59       -17.2349       -17.2349        2.8664e-05
       17.595       -17.2302       -17.2303        2.86522e-05
       17.6       -17.2254       -17.2254        2.86401e-05
       17.605       -17.2204       -17.2204        2.86277e-05
       17.61       -17.2152       -17.2153        2.8615e-05
       17.615       -17.2099       -17.2099        2.8602e-05
       17.62       -17.2043       -17.2043        2.85888e-05
       17.625       -17.1986       -17.1986        2.85752e-05
       17.63       -17.1927       -17.1927        2.85614e-05
       17.635       -17.1866       -17.1866        2.85473e-05
       17.64       -17.1803       -17.1804        2.85329e-05
       17.645       -17.1739       -17.1739        2.85182e-05
       17.65       -17.1672       -17.1673        2.85033e-05
       17.655       -17.1604       -17.1605        2.8488e-05
       17.66       -17.1534       -17.1535        2.84725e-05
       17.665       -17.1463       -17.1463        2.84567e-05
       17.67       -17.1389       -17.1389        2.84406e-05
       17.675       -17.1314       -17.1314        2.84242e-05
       17.68       -17.1237       -17.1237        2.84075e-05
       17.685       -17.1158       -17.1158        2.83905e-05
       17.69       -17.1077       -17.1077        2.83733e-05
       17.695       -17.0994       -17.0995        2.83558e-05
       17.7       -17.091       -17.091        2.8338e-05
       17.705       -17.0824       -17.0824        2.83199e-05
       17.71       -17.0736       -17.0736        2.83015e-05
       17.715       -17.0646       -17.0646        2.82828e-05
       17.72       -17.0554       -17.0555        2.82639e-05
       17.725       -17.0461       -17.0461        2.82447e-05
       17.73       -17.0366       -17.0366        2.82252e-05
       17.735       -17.0269       -17.0269        2.82054e-05
       17.74       -17.017       -17.0171        2.81853e-05
       17.745       -17.007       -17.007        2.81649e-05
       17.75       -16.9967       -16.9968        2.81443e-05
       17.755       -16.9863       -16.9864        2.81234e-05
       17.76       -16.9757       -16.9758        2.81022e-05
       17.765       -16.965       -16.965        2.80807e-05
       17.77       -16.954       -16.954        2.8059e-05
       17.775       -16.9429       -16.9429        2.80369e-05
       17.78       -16.9316       -16.9316        2.80146e-05
       17.785       -16.9201       -16.9201        2.7992e-05
       17.79       -16.9084       -16.9085        2.79691e-05
       17.795       -16.8966       -16.8966        2.7946e-05
       17.8       -16.8846       -16.8846        2.79225e-05
       17.805       -16.8724       -16.8724        2.78988e-05
       17.81       -16.86       -16.86        2.78748e-05
       17.815       -16.8474       -16.8475        2.78505e-05
       17.82       -16.8347       -16.8347        2.7826e-05
       17.825       -16.8218       -16.8218        2.78012e-05
       17.83       -16.8087       -16.8088        2.77761e-05
       17.835       -16.7955       -16.7955        2.77507e-05
       17.84       -16.782       -16.7821        2.7725e-05
       17.845       -16.7684       -16.7684        2.76991e-05
       17.85       -16.7546       -16.7546        2.76728e-05
       17.855       -16.7406       -16.7407        2.76463e-05
       17.86       -16.7265       -16.7265        2.76196e-05
       17.865       -16.7122       -16.7122        2.75925e-05
       17.87       -16.6977       -16.6977        2.75652e-05
       17.875       -16.683       -16.683        2.75376e-05
       17.88       -16.6681       -16.6682        2.75097e-05
       17.885       -16.6531       -16.6531        2.74816e-05
       17.89       -16.6379       -16.6379        2.74532e-05
       17.895       -16.6225       -16.6226        2.74245e-05
       17.9       -16.607       -16.607        2.73955e-05
       17.905       -16.5913       -16.5913        2.73662e-05
       17.91       -16.5754       -16.5754        2.73367e-05
       17.915       -16.5593       -16.5593        2.73069e-05
       17.92       -16.543       -16.543        2.72769e-05
       17.925       -16.5266       -16.5266        2.72465e-05
       17.93       -16.51       -16.51        2.72159e-05
       17.935       -16.4932       -16.4932        2.7185e-05
       17.94       -16.4763       -16.4763        2.71539e-05
       17.945       -16.4591       -16.4592        2.71224e-05
       17.95       -16.4418       -16.4419        2.70907e-05
       17.955       -16.4244       -16.4244        2.70588e-05
       17.96       -16.4067       -16.4067        2.70265e-05
       17.965       -16.3889       -16.3889        2.6994e-05
       17.97       -16.3709       -16.3709        2.69612e-05
       17.975       -16.3527       -16.3528        2.69282e-05
       17.98       -16.3344       -16.3344        2.68949e-05
       17.985       -16.3159       -16.3159        2.68613e-05
       17.99       -16.2972       -16.2972        2.68274e-05
       17.995       -16.2784       -16.2784        2.67933e-05
       18       -16.2593       -16.2594        2.67589e-05
       18.005       -16.2401       -16.2402        2.67242e-05
       18.01       -16.2208       -16.2208        2.66893e-05
       18.015       -16.2012       -16.2013        2.66541e-05
       18.02       -16.1815       -16.1815        2.66187e-05
       18.025       -16.1616       -16.1617        2.65829e-05
       18.03       -16.1416       -16.1416        2.65469e-05
       18.035       -16.1214       -16.1214        2.65107e-05
       18.04       -16.101       -16.101        2.64742e-05
       18.045       -16.0804       -16.0804        2.64374e-05
       18.05       -16.0597       -16.0597        2.64003e-05
       18.055       -16.0388       -16.0388        2.6363e-05
       18.06       -16.0177       -16.0177        2.63254e-05
       18.065       -15.9964       -15.9965        2.62876e-05
       18.07       -15.975       -15.9751        2.62495e-05
       18.075       -15.9534       -15.9535        2.62111e-05
       18.08       -15.9317       -15.9317        2.61725e-05
       18.085       -15.9098       -15.9098        2.61336e-05
       18.09       -15.8877       -15.8877        2.60944e-05
       18.095       -15.8654       -15.8655        2.6055e-05
       18.1       -15.843       -15.843        2.60154e-05
       18.105       -15.8204       -15.8204        2.59754e-05
       18.11       -15.7977       -15.7977        2.59352e-05
       18.115       -15.7747       -15.7748        2.58948e-05
       18.12       -15.7516       -15.7517        2.58541e-05
       18.125       -15.7284       -15.7284        2.58131e-05
       18.13       -15.705       -15.705        2.57719e-05
       18.135       -15.6814       -15.6814        2.57304e-05
       18.14       -15.6576       -15.6576        2.56886e-05
       18.145       -15.6337       -15.6337        2.56466e-05
       18.15       -15.6096       -15.6096        2.56044e-05
       18.155       -15.5854       -15.5854        2.55619e-05
       18.16       -15.5609       -15.561        2.55191e-05
       18.165       -15.5364       -15.5364        2.54761e-05
       18.17       -15.5116       -15.5116        2.54328e-05
       18.175       -15.4867       -15.4867        2.53893e-05
       18.18       -15.4616       -15.4616        2.53455e-05
       18.185       -15.4364       -15.4364        2.53014e-05
       18.19       -15.411       -15.411        2.52571e-05
       18.195       -15.3854       -15.3854        2.52126e-05
       18.2       -15.3597       -15.3597        2.51678e-05
       18.205       -15.3338       -15.3338        2.51228e-05
       18.21       -15.3077       -15.3078        2.50775e-05
       18.215       -15.2815       -15.2815        2.50319e-05
       18.22       -15.2551       -15.2552        2.49861e-05
       18.225       -15.2286       -15.2286        2.49401e-05
       18.23       -15.2019       -15.2019        2.48938e-05
       18.235       -15.175       -15.1751        2.48472e-05
       18.24       -15.148       -15.148        2.48004e-05
       18.245       -15.1208       -15.1209        2.47534e-05
       18.25       -15.0935       -15.0935        2.47061e-05
       18.255       -15.066       -15.066        2.46585e-05
       18.26       -15.0383       -15.0383        2.46107e-05
       18.265       -15.0105       -15.0105        2.45627e-05
       18.27       -14.9825       -14.9825        2.45144e-05
       18.275       -14.9544       -14.9544        2.44659e-05
       18.28       -14.9261       -14.9261        2.44171e-05
       18.285       -14.8976       -14.8976        2.43681e-05
       18.29       -14.869       -14.869        2.43189e-05
       18.295       -14.8402       -14.8402        2.42694e-05
       18.3       -14.8113       -14.8113        2.42196e-05
       18.305       -14.7822       -14.7822        2.41696e-05
       18.31       -14.7529       -14.753        2.41194e-05
       18.315       -14.7235       -14.7236        2.4069e-05
       18.32       -14.694       -14.694        2.40182e-05
       18.325       -14.6643       -14.6643        2.39673e-05
       18.33       -14.6344       -14.6344        2.39161e-05
       18.335       -14.6044       -14.6044        2.38647e-05
       18.34       -14.5742       -14.5742        2.3813e-05
       18.345       -14.5438       -14.5439        2.37611e-05
       18.35       -14.5133       -14.5134        2.3709e-05
       18.355       -14.4827       -14.4827        2.36566e-05
       18.36       -14.4519       -14.4519        2.3604e-05
       18.365       -14.4209       -14.421        2.35511e-05
       18.37       -14.3898       -14.3899        2.34981e-05
       18.375       -14.3586       -14.3586        2.34447e-05
       18.38       -14.3272       -14.3272        2.33912e-05
       18.385       -14.2956       -14.2956        2.33374e-05
       18.39       -14.2639       -14.2639        2.32834e-05
       18.395       -14.232       -14.232        2.32291e-05
       18.4       -14.2       -14.2        2.31746e-05
       18.405       -14.1678       -14.1678        2.31199e-05
       18.41       -14.1355       -14.1355        2.3065e-05
       18.415       -14.103       -14.103        2.30098e-05
       18.42       -14.0704       -14.0704        2.29544e-05
       18.425       -14.0376       -14.0377        2.28987e-05
       18.43       -14.0047       -14.0047        2.28429e-05
       18.435       -13.9716       -13.9717        2.27868e-05
       18.44       -13.9384       -13.9384        2.27304e-05
       18.445       -13.905       -13.9051        2.26739e-05
       18.45       -13.8715       -13.8715        2.26171e-05
       18.455       -13.8379       -13.8379        2.25601e-05
       18.46       -13.804       -13.8041        2.25029e-05
       18.465       -13.7701       -13.7701        2.24454e-05
       18.47       -13.736       -13.736        2.23877e-05
       18.475       -13.7017       -13.7017        2.23298e-05
       18.48       -13.6673       -13.6673        2.22717e-05
       18.485       -13.6328       -13.6328        2.22134e-05
       18.49       -13.5981       -13.5981        2.21548e-05
       18.495       -13.5633       -13.5633        2.2096e-05
       18.5       -13.5283       -13.5283        2.2037e-05
       18.505       -13.4931       -13.4932        2.19778e-05
       18.51       -13.4579       -13.4579        2.19183e-05
       18.515       -13.4225       -13.4225        2.18586e-05
       18.52       -13.3869       -13.3869        2.17987e-05
       18.525       -13.3512       -13.3512        2.17386e-05
       18.53       -13.3154       -13.3154        2.16783e-05
       18.535       -13.2794       -13.2794        2.16178e-05
       18.54       -13.2433       -13.2433        2.1557e-05
       18.545       -13.207       -13.207        2.1496e-05
       18.55       -13.1706       -13.1706        2.14348e-05
       18.555       -13.134       -13.134        2.13734e-05
       18.56       -13.0973       -13.0974        2.13118e-05
       18.565       -13.0605       -13.0605        2.125e-05
       18.57       -13.0235       -13.0236        2.11879e-05
       18.575       -12.9864       -12.9864        2.11257e-05
       18.58       -12.9492       -12.9492        2.10632e-05
       18.585       -12.9118       -12.9118        2.10005e-05
       18.59       -12.8743       -12.8743        2.09376e-05
       18.595       -12.8366       -12.8366        2.08746e-05
       18.6       -12.7988       -12.7988        2.08112e-05
       18.605       -12.7609       -12.7609        2.07477e-05
       18.61       -12.7228       -12.7228        2.0684e-05
       18.615       -12.6846       -12.6846        2.06201e-05
       18.62       -12.6462       -12.6462        2.0556e-05
       18.625       -12.6077       -12.6078        2.04916e-05
       18.63       -12.5691       -12.5691        2.04271e-05
       18.635       -12.5304       -12.5304        2.03623e-05
       18.64       -12.4915       -12.4915        2.02974e-05
       18.645       -12.4525       -12.4525        2.02322e-05
       18.65       -12.4133       -12.4133        2.01669e-05
       18.655       -12.374       -12.374        2.01013e-05
       18.66       -12.3346       -12.3346        2.00355e-05
       18.665       -12.295       -12.2951        1.99696e-05
       18.67       -12.2554       -12.2554        1.99034e-05
       18.675       -12.2155       -12.2156        1.98371e-05
       18.68       -12.1756       -12.1756        1.97705e-05
       18.685       -12.1355       -12.1355        1.97037e-05
       18.69       -12.0953       -12.0953        1.96368e-05
       18.695       -12.055       -12.055        1.95696e-05
       18.7       -12.0145       -12.0145        1.95023e-05
       18.705       -11.9739       -11.9739        1.94348e-05
       18.71       -11.9332       -11.9332        1.9367e-05
       18.715       -11.8923       -11.8923        1.92991e-05
       18.72       -11.8513       -11.8513        1.9231e-05
       18.725       -11.8102       -11.8102        1.91627e-05
       18.73       -11.769       -11.769        1.90942e-05
       18.735       -11.7276       -11.7276        1.90255e-05
       18.74       -11.6861       -11.6861        1.89566e-05
       18.745       -11.6445       -11.6445        1.88875e-05
       18.75       -11.6027       -11.6028        1.88183e-05
       18.755       -11.5609       -11.5609        1.87488e-05
       18.76       -11.5189       -11.5189        1.86792e-05
       18.765       -11.4768       -11.4768        1.86093e-05
       18.77       -11.4345       -11.4345        1.85393e-05
       18.775       -11.3922       -11.3922        1.84691e-05
       18.78       -11.3497       -11.3497        1.83988e-05
