# x      Y       Yex     err
0		0.375		0.375		0
0.001		0.374996245676738		0.374996250004375		4.3276374706025e-09
0.002		0.374984991406053		0.37498500007		8.66394711529495e-09
0.003		0.374966237345524		0.374966250354375		1.30088505523318e-08
0.004		0.37493998375773		0.37494000112		1.73622696775233e-08
0.005		0.374906231010249		0.374906252734375		2.17241258870793e-08
0.006		0.37486497957566		0.37486500567		2.60943402996539e-08
0.007		0.374816230031541		0.374816260504375		3.04728341449234e-08
0.008		0.374759983060472		0.37476001792		3.4859528152964e-08
0.009		0.374696239450032		0.374696278704375		3.92543428873182e-08
0.01		0.374625000092801		0.37462504375		4.36571988560175e-08
0.011		0.374546265986359		0.374546314054375		4.80680164005598e-08
0.012		0.374460038233285		0.37446009072		5.24867153628428e-08
0.013		0.374366318041159		0.374366374954375		5.69132155292529e-08
0.014		0.374265106722564		0.37426516807		6.1347436464132e-08
0.015		0.374156405695077		0.374156471484375		6.57892975652885e-08
0.016		0.374040216481282		0.37404028672		7.02387180639974e-08
0.017		0.373916540708758		0.373916615404375		7.46956169139779e-08
0.018		0.373785380110087		0.37378545927		7.91599130134379e-08
0.019		0.37364673652285		0.373646820154375		8.36315249275188e-08
0.02		0.373500611889629		0.3735007		8.8110370999317e-08
0.021		0.373347008258005		0.373347100854375		9.25963695164178e-08
0.022		0.373185927780561		0.37318602487		9.70894385998733e-08
0.023		0.373017372714879		0.373017474304375		1.01589495926646e-07
0.024		0.372841345423541		0.37284145152		1.06096459173699e-07
0.025		0.372657848374129		0.372657958984375		1.10610245740439e-07
0.026		0.372466884139227		0.37246699927		1.15130772804228e-07
0.027		0.372268455396418		0.372268575054375		1.19657957486918e-07
0.028		0.372062564928283		0.37206268912		1.24191716521782e-07
0.029		0.371849215622408		0.371849344354375		1.2873196653107e-07
0.03		0.371628410471376		0.37162854375		1.33278623970501e-07
0.031		0.37140015257277		0.371400290404375		1.37831605184768e-07
0.032		0.371164445129174		0.37116458752		1.42390826185501e-07
0.033		0.370921291448172		0.370921438404375		1.46956202928816e-07
0.034		0.370670694942349		0.37067084647		1.51527651037764e-07
0.035		0.370412659129289		0.370412815234375		1.56105086079883e-07
0.036		0.370147187631577		0.37014734832		1.60688423289645e-07
0.037		0.369874284176797		0.369874449454375		1.6527757773499e-07
0.038		0.369593952597536		0.36959412247		1.69872464372833e-07
0.039		0.369306196831377		0.369306371304375		1.74472997993558e-07
0.04		0.369011020920907		0.3690112		1.79079093165502e-07
0.041		0.368708429013711		0.368708612704375		1.83690664234959e-07
0.042		0.368398425362375		0.36839861367		1.88307625270667e-07
0.043		0.368081014324485		0.368081207254375		1.92929890396876e-07
0.044		0.367756200362627		0.36775639792		1.97557373404766e-07
0.045		0.367423988044387		0.367424190234375		2.02189987918988e-07
0.046		0.367084382042353		0.36708458887		2.06827647342145e-07
0.047		0.36673738713411		0.366737598604375		2.11470265076841e-07
0.048		0.366383008202246		0.36638322432		2.16117754192613e-07
0.049		0.366021250234347		0.366021471004375		2.20770027536954e-07
0.05		0.365652118323002		0.36565234375		2.25426997901845e-07
0.051		0.365275617665797		0.365275847754375		2.30088577746201e-07
0.052		0.36489175356532		0.36489198832		2.34754679584448e-07
0.053		0.36450053142916		0.364500770854375		2.3942521543141e-07
0.054		0.364101956769903		0.36410220087		2.44100097468447e-07
0.055		0.363696035205138		0.363696283984375		2.48779237377317e-07
0.056		0.363282772457453		0.36328302592		2.53462547006311e-07
0.057		0.362862174354437		0.362862432504375		2.58149937648611e-07
0.058		0.362434246828679		0.36243450967		2.62841320652907e-07
0.059		0.361998995917768		0.361999263454375		2.67536607201357e-07
0.06		0.361556427764292		0.3615567		2.72235708198565e-07
0.061		0.36110654861584		0.361106825554375		2.76938534549132e-07
0.062		0.360649364825003		0.36064964647		2.8164499671357e-07
0.063		0.36018488284937		0.360185169204375		2.86355005318928e-07
0.064		0.359713109251529		0.35971340032		2.91068470548161e-07
0.065		0.359234050699072		0.359234346484375		2.95785302639739e-07
0.066		0.358747713964589		0.35874801447		3.00505411277019e-07
0.067		0.358254105925669		0.358254411154375		3.05228706476424e-07
0.068		0.357753233564902		0.35775354352		3.09955097699266e-07
0.069		0.357245103969881		0.357245418654375		3.14684494351347e-07
0.07		0.356729724333194		0.35673004375		3.19416805782957e-07
0.071		0.356207101952434		0.356207426104375		3.24151941011319e-07
0.072		0.355677244230191		0.35567757312		3.28889808998145e-07
0.073		0.355140158674056		0.355140492304375		3.33630318538614e-07
0.074		0.354595852896622		0.35459619127		3.38373378205858e-07
0.075		0.354044334615479		0.354044677734375		3.43118896350969e-07
0.076		0.353485611653219		0.35348595952		3.47866781436057e-07
0.077		0.352919691937434		0.352920044554375		3.52616941423634e-07
0.078		0.352346583500716		0.35234694087		3.57369284387232e-07
0.079		0.351766294480657		0.351766656604375		3.62123718011809e-07
0.08		0.35117883311985		0.3511792		3.66880149982318e-07
0.081		0.350584207765887		0.350584579404375		3.7163848765065e-07
0.082		0.349982426871362		0.34998280327		3.76398638424202e-07
0.083		0.349373498993866		0.349373880154375		3.81160509321798e-07
0.084		0.348757432795992		0.34875781872		3.85924007584304e-07
0.085		0.348134237045335		0.348134627734375		3.90689039841963e-07
0.086		0.347503920614487		0.34750431607		3.95455512780529e-07
0.087		0.346866492481042		0.346866892704375		4.00223332974736e-07
0.088		0.346221961727593		0.34622236672		4.04992406777271e-07
0.089		0.345570337541735		0.345570747304375		4.09762640374289e-07
0.09		0.34491162921606		0.34491204375		4.14533939840922e-07
0.091		0.344245846148164		0.344246265454375		4.19306210919235e-07
