#   x     ph    phteo     err 
1.92   -0.352492079542667     -0.351700611253572      0.000791468289095265
1.925   -0.330884542213296     -0.330141599638143      0.000742942575152505
1.93   -0.309195364071576     -0.308501130523018      0.000694233548557743
1.935   -0.287429896597849     -0.286784543370139      0.000645353227710588
1.94   -0.265593510095707     -0.264997196422431      0.00059631367327545
1.945   -0.243691592366951     -0.243144465381745      0.000547126985205537
1.95   -0.221729547382233     -0.221231742082473      0.000497805299759485
1.955   -0.199712793947706     -0.199264433161207      0.000448360786499458
1.96   -0.177646764368016     -0.177247958722713      0.000398805645303146
1.965   -0.15553690310596     -0.155187751002624      0.000349152103335471
1.97   -0.133388665439145     -0.133089253027099      0.00029941241204548
1.975   -0.111207516113985     -0.110957917269847      0.000249598844137541
1.98   -0.0889989279973519     -0.0887992043068075      0.000199723690544343
1.985   -0.0667683807262302     -0.0666185814688363      0.000149799257393876
1.99   -0.0445213593556964     -0.044421521492723      9.98378629734342e-05
1.995   -0.0222633530055649     -0.0222135011708747      4.98518346901296e-05
2   1.46493970523633e-07     -3.46370982828774e-16      1.46493970870004e-07
2.005   0.0222636459573634     0.022213501170874      5.01447864894033e-05
2.01   0.0445216521990764     0.0444215214927235      0.000100130706352931
2.015   0.0667686733889424     0.0666185814688369      0.000150091920105552
2.02   0.0889992204071915     0.0887992043068068      0.000200016100384698
2.025   0.111207808198809     0.110957917269846      0.00024989092896309
2.03   0.133388957126892     0.1330892530271      0.000299704099792686
2.035   0.155537194324666     0.155187751002625      0.000349443322041482
2.04   0.177647055045833     0.177247958722714      0.000399096323119574
2.045   0.199713084012919     0.199264433161206      0.000448650851712473
2.05   0.221729836763277     0.221231742082475      0.000498094680801336
2.055   0.243691880992431     0.243144465381746      0.000547415610684998
2.06   0.265593797894414     0.264997196422431      0.000596601471983704
2.065   0.28743018349878     0.286784543370138      0.000645640128641989
2.07   0.309195650003946     0.308501130523019      0.00069451948092758
2.075   0.330884827106561     0.330141599638144      0.000743227468417873
2.08   0.352492363326541     0.351700611253572      0.000791752072968388
2.085   0.374012927327467     0.373172846005784      0.000840081321683395
2.09   0.395441209232018     0.394553005942149      0.000888203289868161
2.095   0.416771921932097     0.415835815828121      0.000936106103975765
2.1   0.437999802393351     0.437016024448821      0.000983777944530029
2.105   0.459119612953743     0.4580884059047      0.00103120704904347
2.11   0.48012614261587     0.479047760900948      0.00107838171492208
2.115   0.501014208332692     0.499888918030337      0.00112529030235525
2.12   0.521778656286382     0.520606735049201      0.0011719212371808
2.125   0.542414363159941     0.541196100146197      0.00121826301374373
2.13   0.56291623740131     0.561651933203572      0.00126430419773771
2.135   0.58327922047963     0.581969187050611      0.00131003342901903
2.14   0.60349828813336     0.602142848708934      0.00135543942442595
2.145   0.623568451609935     0.622167940629396      0.00140051098053962
2.15   0.643484758896672     0.642039521920206      0.00144523697646592
2.155   0.663242295942598     0.661752689566027      0.00148960637657136
2.16   0.682836187870927     0.681302579637714      0.00153360823321269
2.165   0.702261600181856     0.700684368492425      0.00157723168943125
2.17   0.721513739945408     0.719893273963776      0.00162046598163246
2.175   0.740587856984016     0.738924556541771      0.00166330044224483
2.18   0.759479245044558     0.757773520542205      0.0017057245023534
2.185   0.778183242959555     0.776435515265253      0.00174772769430198
2.19   0.796695235797244     0.794905936142964      0.00178929965427976
2.195   0.815010656000241     0.813180225875365      0.0018304301248756
2.2   0.833124984512523     0.831253875554908      0.00187110895761555
2.205   0.851033751894433     0.849122425778975      0.0019113261154583
2.21   0.868732539425448     0.866781467750173      0.00195107167527508
2.215   0.886216980194435     0.884226644364135      0.00199033583029984
2.22   0.903482760177117     0.901453651284566      0.00202910889255059
2.225   0.920525619300496     0.918458238005283      0.00206738129521233
2.23   0.937341352493963     0.935236208898958      0.00210514359500458
2.235   0.953925810726836     0.951783424252328      0.00214238647450782
2.24   0.970274902032069     0.968095801287604      0.00217910074446515
2.245   0.986384592515887     0.98416931516984      0.00221527734604732
2.25   1.00225090735309     1      0.00225090735308786
2.255   1.01786993176777     1.01558394979348      0.00228598197428576
2.26   1.03323781199924     1.03091731944386      0.00232049255537636
2.265   1.04835075625288     1.04599632567161      0.00235443058126728
2.27   1.06320503563572     1.06081724795758      0.00238778767813486
2.275   1.07779698507647     1.07537642946097      0.00242055561549326
2.28   1.09212300422982     1.08967027792159      0.00245272630822435
2.285   1.1061795583648     1.10369526654622      0.00248429181857857
2.29   1.1199631792369     1.11744793487878      0.00251524435812223
2.295   1.13347046594381     1.13092488965414      0.00254557628966778
2.3   1.14669808576452     1.14412280563537      0.0025752801291552
2.305   1.15964277498168     1.15703842643418      0.00260434854750002
2.31   1.17230133968681     1.16966856531441      0.00263277437239862
2.315   1.18467065656838     1.18201010597828      0.0026605505901014
2.32   1.19674767368243     1.19406000333529      0.00268767034714168
2.325   1.20852941120561     1.20581528425358      0.00271412695202788
